gene,residual_baseline_cindex,residual_perturbed_cindex_mean,residual_perturbed_cindex_std,residual_delta_cindex_mean,residual_delta_cindex_std,residual_method,residual_n_repeats,gated_baseline_cindex,gated_perturbed_cindex_mean,gated_perturbed_cindex_std,gated_delta_cindex_mean,gated_delta_cindex_std,gated_method,gated_n_repeats,max_delta_cindex,mean_delta_cindex
FAM104A,0.6623070974683118,0.6619675217698282,0.00017304386554764178,0.00033957569848364066,0.00017304386554764178,shuffle,10,0.6660054466597183,0.6660188952022325,0.000154219075966517,-1.3448542514171713e-05,0.000154219075966517,shuffle,10,0.00033957569848364066,0.00016306357798473448
KCNJ5,0.6623070974683118,0.6619675217698282,0.00021340955616523232,0.00033957569848364066,0.00021340955616523232,shuffle,10,0.6660054466597183,0.6661769155767743,0.00017238938564764975,-0.00017146891705599465,0.00017238938564764975,shuffle,10,0.00033957569848364066,8.4053390713823e-05
WNT7A,0.6623070974683118,0.6619708839054568,0.0001727496564390272,0.00033621356285507,0.0001727496564390272,shuffle,10,0.6660054466597183,0.6659281175402615,0.00017857340180734178,7.732911945679266e-05,0.00017857340180734178,shuffle,10,0.00033621356285507,0.00020677134115593132
TAFA4,0.6623070974683118,0.6619776081767139,0.00020217592547318907,0.0003294892915979286,0.00020217592547318907,shuffle,10,0.6660054466597183,0.6658844097770904,0.0001556781347246662,0.00012103688262787848,0.0001556781347246662,shuffle,10,0.0003294892915979286,0.00022526308711290355
IFNA10,0.6623070974683118,0.6621322664156273,0.0002162247949542687,0.00017483105268456534,0.0002162247949542687,shuffle,10,0.6660054466597183,0.6656793195037487,0.00031035626132921523,0.00032612715596958,0.00031035626132921523,shuffle,10,0.00032612715596958,0.00025047910432707265
BHLHE22,0.6623070974683118,0.6619809703123424,0.0004098635015340237,0.00032612715596946895,0.0004098635015340237,shuffle,10,0.6660054466597183,0.6659348418115186,0.00030940782671911297,7.06048481996513e-05,0.00030940782671911297,shuffle,10,0.00032612715596946895,0.00019836600208456012
NLGN4Y,0.6623070974683118,0.6619809703123424,0.00016611127763889675,0.00032612715596946895,0.00016611127763889675,shuffle,10,0.6660054466597183,0.6658776855058333,0.0002198538509803567,0.00012776115388501985,0.0002198538509803567,shuffle,10,0.00032612715596946895,0.0002269441549272444
TRIM34,0.6623070974683118,0.6619809703123425,0.00020618966622683343,0.00032612715596935793,0.00020618966622683343,shuffle,10,0.6660054466597183,0.6660256194734895,0.0001914942119611042,-2.017281377120206e-05,0.0001914942119611042,shuffle,10,0.00032612715596935793,0.00015297717109907794
JAG2,0.6623070974683118,0.6619843324479711,0.00034849634589248637,0.00032276502034078725,0.00034849634589248637,shuffle,10,0.6660054466597183,0.6660760515079178,0.00015144545781603454,-7.060484819954027e-05,0.00015144545781603454,shuffle,10,0.00032276502034078725,0.0001260800860706235
PDCD2L,0.6623070974683118,0.6619876945835994,0.0001512961032848111,0.0003194028847124386,0.0001512961032848111,shuffle,10,0.6660054466597183,0.6663719194432304,0.00024543590088423734,-0.0003664727835120951,0.00024543590088423734,shuffle,10,0.0003194028847124386,-2.3534949399828253e-05
KRTAP20-4,0.6623070974683118,0.6619876945835994,0.0004598265941582687,0.0003194028847124386,0.0004598265941582687,shuffle,10,0.6660054466597183,0.6662172612043169,0.0004959691383389377,-0.0002118145445986208,0.0004959691383389377,shuffle,10,0.0003194028847124386,5.3794170056908897e-05
POFUT2,0.6623070974683118,0.6619876945835995,0.00014284131248528862,0.0003194028847123276,0.00014284131248528862,shuffle,10,0.6660054466597183,0.6658709612345761,0.0002954091064988562,0.00013448542514216122,0.0002954091064988562,shuffle,10,0.0003194028847123276,0.0002269441549272444
MMP19,0.6623070974683118,0.6619876945835996,0.00015352116540808355,0.00031940288471221656,0.00015352116540808355,shuffle,10,0.6660054466597183,0.6659953602528326,0.0001908141562540858,1.0086406885712051e-05,0.0001908141562540858,shuffle,10,0.00031940288471221656,0.0001647446457989643
ENG,0.6623070974683118,0.6619944188548565,0.0002179172299109033,0.00031267861345529724,0.0002179172299109033,shuffle,10,0.6660054466597183,0.6660962243216891,0.00034877194605092754,-9.077766197085335e-05,0.00034877194605092754,shuffle,10,0.00031267861345529724,0.00011095047574222194
CASC1,0.6623070974683118,0.6621961469925697,0.00019199531365726342,0.00011095047574216643,0.00019199531365726342,shuffle,10,0.6660054466597183,0.665692768046263,0.00023871162962713267,0.00031267861345529724,0.00023871162962713267,shuffle,10,0.00031267861345529724,0.00021181454459873184
GLI2,0.6623070974683118,0.6619944188548567,0.00011939132504834602,0.0003126786134551862,0.00011939132504834602,shuffle,10,0.6660054466597183,0.6662004505261743,0.00010175668863545883,-0.00019500386645598944,0.00010175668863545883,shuffle,10,0.0003126786134551862,5.883737349959839e-05
SERPINE1,0.6623070974683118,0.6619977809904851,0.0004214889942296382,0.00030931647782672655,0.0004214889942296382,shuffle,10,0.6660054466597183,0.6660323437447466,0.000164573018868579,-2.6897085028343426e-05,0.000164573018868579,shuffle,10,0.00030931647782672655,0.00014120969639919156
PTH1R,0.6623070974683118,0.6623272702820832,0.00012140987852784409,-2.017281377131308e-05,0.00012140987852784409,shuffle,10,0.6660054466597183,0.6656994923175199,0.0002733273588636449,0.0003059543421983779,0.0002733273588636449,shuffle,10,0.0003059543421983779,0.00014289076421353242
THBD,0.6623070974683118,0.6620011431261136,0.0003112291741362482,0.0003059543421982669,0.0003112291741362482,shuffle,10,0.6660054466597183,0.6663046767306593,0.0002149927348115166,-0.0002992300709410145,0.0002149927348115166,shuffle,10,0.0003059543421982669,3.362135628626195e-06
LOXL3,0.6623070974683118,0.6620011431261138,0.0002834780822140476,0.00030595434219804485,0.0002834780822140476,shuffle,10,0.6660054466597183,0.666217261204317,0.0003063235848406049,-0.00021181454459873184,0.0003063235848406049,shuffle,10,0.00030595434219804485,4.7069898799656507e-05
LAPTM4A,0.6623070974683118,0.6620045052617423,0.00027272702539315964,0.0003025922065695852,0.00027272702539315964,shuffle,10,0.6660054466597183,0.6661264835423462,0.00024532073223218026,-0.00012103688262787848,0.00024532073223218026,shuffle,10,0.0003025922065695852,9.077766197085335e-05
ZBTB14,0.6623070974683118,0.6620179538042565,0.00042851074784264697,0.00028914366405530245,0.00042851074784264697,shuffle,10,0.6660054466597183,0.6657062165887773,0.00023795275902526296,0.0002992300709410145,0.00023795275902526296,shuffle,10,0.0002992300709410145,0.0002941868674981585
TMEM150A,0.6623070974683118,0.662014591668628,0.00015629411019964652,0.00029250579968387314,0.00015629411019964652,shuffle,10,0.6660054466597183,0.6658709612345761,8.505605110898606e-05,0.00013448542514216122,8.505605110898606e-05,shuffle,10,0.00029250579968387314,0.00021349561241301718
XPOT,0.6623070974683118,0.6622297683488552,0.00024981821589293473,7.732911945668164e-05,0.00024981821589293473,shuffle,10,0.6660054466597183,0.6657163029956628,0.00036528330983535875,0.0002891436640555245,0.00036528330983535875,shuffle,10,0.0002891436640555245,0.00018323639175610307
ANKRD28,0.6623070974683118,0.6620213159398849,0.00045587633277028027,0.0002857815284269538,0.00045587633277028027,shuffle,10,0.6660054466597183,0.6657633728944625,0.0003095356698781839,0.00024207376525575697,0.0003095356698781839,shuffle,10,0.0002857815284269538,0.0002639276468413554
GRIP2,0.6623070974683118,0.662028040211142,0.00020509027334164834,0.00027905725716981244,0.00020509027334164834,shuffle,10,0.6660054466597183,0.6661769155767743,0.00018381383092273346,-0.00017146891705599465,0.00018381383092273346,shuffle,10,0.00027905725716981244,5.3794170056908897e-05
SLAMF6,0.6623070974683118,0.662028040211142,0.00037681426608443275,0.00027905725716981244,0.00037681426608443275,shuffle,10,0.6660054466597183,0.6660794136435463,0.00012103688262784887,-7.396698382799993e-05,0.00012103688262784887,shuffle,10,0.00027905725716981244,0.00010254513667090626
TBCB,0.6623070974683118,0.662028040211142,0.0005995640952156904,0.00027905725716981244,0.0005995640952156904,shuffle,10,0.6660054466597183,0.666291228188145,0.0005423886563192014,-0.00028578152842673177,0.0005423886563192014,shuffle,10,0.00027905725716981244,-3.3621356284596615e-06
TRIP6,0.6623070974683118,0.6620280402111421,0.0003889193168669487,0.0002790572571697014,0.0003889193168669487,shuffle,10,0.6660054466597183,0.6661668291698887,0.00022443357117007438,-0.00016138251017039362,0.00022443357117007438,shuffle,10,0.0002790572571697014,5.88373734996539e-05
SPATA22,0.6623070974683118,0.6620347644823992,0.0001898639397975632,0.0002723329859126711,0.0001898639397975632,shuffle,10,0.6660054466597183,0.6663214874088019,0.00015640255992487568,-0.0003160407490836459,0.00015640255992487568,shuffle,10,0.0002723329859126711,-2.18538815854874e-05
ACSM5,0.6623070974683118,0.6620381266180277,0.0004925270504583949,0.0002689708502841004,0.0004925270504583949,shuffle,10,0.6660054466597183,0.6661634670342601,0.00039468952028927313,-0.00015802037454182294,0.00039468952028927313,shuffle,10,0.0002689708502841004,5.547523787113873e-05
RFT1,0.6623070974683118,0.6620414887536563,0.0009460036423600869,0.0002656087146555297,0.0009460036423600869,shuffle,10,0.6660054466597183,0.6659953602528326,0.00039036986388647223,1.0086406885712051e-05,0.00039036986388647223,shuffle,10,0.0002656087146555297,0.00013784756077062088
RBP1,0.6623070974683118,0.6620448508892848,0.00044140116147735147,0.00026224657902707005,0.00044140116147735147,shuffle,10,0.6660054466597183,0.6660088087953467,0.0003508401013541723,-3.3621356284596615e-06,0.0003508401013541723,shuffle,10,0.00026224657902707005,0.0001294422216993052
CCNC,0.6623070974683118,0.6620448508892849,0.0002767591114178907,0.000262246579026959,0.0002767591114178907,shuffle,10,0.6660054466597183,0.6657869078438623,0.0002861768004393396,0.00021853881585598423,0.0002861768004393396,shuffle,10,0.000262246579026959,0.00024039269744147163
AGFG1,0.6623070974683118,0.6623777023165115,0.00010357342434017577,-7.06048481996513e-05,0.00010357342434017577,shuffle,10,0.6660054466597183,0.6657465622163198,0.00017473404108777772,0.00025888444339849936,0.00017473404108777772,shuffle,10,0.00025888444339849936,9.413979759942404e-05
PSMD8,0.6623070974683118,0.662051575160542,0.00017156777490059925,0.00025552230776981766,0.00017156777490059925,shuffle,10,0.6660054466597183,0.6661533806273745,0.00010220007499964592,-0.0001479339676562219,0.00010220007499964592,shuffle,10,0.00025552230776981766,5.3794170056797874e-05
MUC15,0.6623070974683118,0.66214907709377,8.104072079611059e-05,0.00015802037454182294,8.104072079611059e-05,shuffle,10,0.6660054466597183,0.6657532864875769,0.00018734669287905317,0.000252160172141358,0.00018734669287905317,shuffle,10,0.000252160172141358,0.00020509027334159047
GNA12,0.6623070974683118,0.6620582994317991,0.00021643380882132148,0.0002487980365127873,0.00021643380882132148,shuffle,10,0.6660054466597183,0.6659550146252899,0.00016141752861725594,5.043203442833821e-05,0.00016141752861725594,shuffle,10,0.0002487980365127873,0.00014961503547056276
VOPP1,0.6623070974683118,0.6620582994317992,0.0007824752213068933,0.0002487980365126763,0.0007824752213068933,shuffle,10,0.6660054466597183,0.6664694213764584,0.00014716786220784318,-0.00046397471674008983,0.00014716786220784318,shuffle,10,0.0002487980365126763,-0.00010758834011370677
COL21A1,0.6623070974683118,0.6620616615674276,0.00020564070448002473,0.00024543590088421663,0.00020564070448002473,shuffle,10,0.6660054466597183,0.6660827757791751,0.00017983497455287473,-7.732911945679266e-05,0.00017983497455287473,shuffle,10,0.00024543590088421663,8.405339071371198e-05
GCNT2P1,0.6623070974683118,0.6620616615674277,0.00037259077209321343,0.0002454359008841056,0.00037259077209321343,shuffle,10,0.6660054466597183,0.6661836398480314,0.00014581749280302974,-0.00017819318831313602,0.00014581749280302974,shuffle,10,0.0002454359008841056,3.3621356285484794e-05
IL12RB2,0.6623070974683118,0.6620650237030562,0.00013846121966159053,0.00024207376525564595,0.00013846121966159053,shuffle,10,0.6660054466597183,0.6659852738459469,0.00019788103378357548,2.0172813771424103e-05,0.00019788103378357548,shuffle,10,0.00024207376525564595,0.00013112328951353502
GOLGA6L5P,0.6623070974683118,0.6620650237030562,0.0004031199216574515,0.00024207376525564595,0.0004031199216574515,shuffle,10,0.6660054466597183,0.666028981609118,9.979371334199964e-05,-2.3534949399772742e-05,9.979371334199964e-05,shuffle,10,0.00024207376525564595,0.0001092694079279366
METAP2,0.6623070974683118,0.6620683858386847,0.000313039924661391,0.00023871162962718628,0.000313039924661391,shuffle,10,0.6660054466597183,0.6659953602528326,0.0003121720752161176,1.0086406885712051e-05,0.0003121720752161176,shuffle,10,0.00023871162962718628,0.00012439901825644917
LOC256483,0.6623070974683118,0.6621826984500554,0.0001798349745528899,0.00012439901825644917,0.0001798349745528899,shuffle,10,0.6660054466597183,0.6657700971657196,0.0001816798048092752,0.00023534949399872662,0.0001816798048092752,shuffle,10,0.00023534949399872662,0.0001798742561275879
PBX4,0.6623070974683118,0.6620717479743133,0.0006470691846132337,0.00023534949399850458,0.0006470691846132337,shuffle,10,0.6660054466597183,0.6661836398480314,0.00013452744527278797,-0.00017819318831313602,0.00013452744527278797,shuffle,10,0.00023534949399850458,2.857815284268428e-05
EFCAB4B,0.6623070974683118,0.6620751101099417,0.0009024625891121307,0.00023198735837015594,0.0009024625891121307,shuffle,10,0.6660054466597183,0.6663719194432304,0.00025888444339844835,-0.0003664727835120951,0.00025888444339844835,shuffle,10,0.00023198735837015594,-6.724271257096959e-05
ABCG5,0.6623070974683118,0.6620751101099418,0.00020475930442236147,0.00023198735837004492,0.00020475930442236147,shuffle,10,0.6660054466597183,0.6664996805971153,0.0002756336121986389,-0.0004942339373970039,0.0002756336121986389,shuffle,10,0.00023198735837004492,-0.0001311232895134795
KCNT1,0.6623070974683118,0.6623575295027401,0.00030565862692577854,-5.043203442822719e-05,0.00030565862692577854,shuffle,10,0.6660054466597183,0.6657734593013482,0.00037723401476049003,0.00023198735837004492,0.00037723401476049003,shuffle,10,0.00023198735837004492,9.077766197090886e-05
FUCA2,0.6623070974683118,0.6620751101099419,0.0002778393698164631,0.0002319873583699339,0.0002778393698164631,shuffle,10,0.6660054466597183,0.665857512692062,0.0003107748379999741,0.00014793396765633293,0.0003107748379999741,shuffle,10,0.0002319873583699339,0.0001899606630131334
PROSER3,0.6623070974683118,0.6620784722455704,0.0003120815354435604,0.00022862522274147423,0.0003120815354435604,shuffle,10,0.6660054466597183,0.665887771912719,0.00015129610328481357,0.0001176747469993078,0.00015129610328481357,shuffle,10,0.00022862522274147423,0.00017314998487039102
ABCA12,0.6623070974683118,0.6620818343811989,0.0008136159821588597,0.00022526308711290355,0.0008136159821588597,shuffle,10,0.6660054466597183,0.6660995864573177,0.0005944042801495461,-9.413979759942404e-05,0.0005944042801495461,shuffle,10,0.00022526308711290355,6.556164475673976e-05
DCAF4L1,0.6623070974683118,0.662081834381199,0.0003536001373692859,0.00022526308711279253,0.0003536001373692859,shuffle,10,0.6660054466597183,0.6660995864573177,0.00027222919651677375,-9.413979759942404e-05,0.00027222919651677375,shuffle,10,0.00022526308711279253,6.556164475668425e-05
RABGAP1,0.6623070974683118,0.662088558652456,0.0005816105938206009,0.0002185388158558732,0.0005816105938206009,shuffle,10,0.6660054466597183,0.6663988165282587,0.00045134088093326644,-0.00039336986854043854,0.00045134088093326644,shuffle,10,0.0002185388158558732,-8.741552634228267e-05
FSHB,0.6623070974683118,0.662088558652456,0.00020409575645732883,0.0002185388158558732,0.00020409575645732883,shuffle,10,0.6660054466597183,0.6658642369633191,0.0002577247472916255,0.00014120969639919156,0.0002577247472916255,shuffle,10,0.0002185388158558732,0.00017987425612753238
CD163,0.6623070974683118,0.662095282923713,0.0006797918980199299,0.00021181454459884286,0.0006797918980199299,shuffle,10,0.6660054466597183,0.6659919981172041,0.000179929235924556,1.3448542514171713e-05,0.000179929235924556,shuffle,10,0.00021181454459884286,0.00011263154355650729
MSMP,0.6623070974683118,0.6620986450593417,0.0002787938330582283,0.00020845240897016115,0.0002787938330582283,shuffle,10,0.6660054466597183,0.6662071747974314,0.00015769813938819948,-0.0002017281377131308,0.00015769813938819948,shuffle,10,0.00020845240897016115,3.3621356285151727e-06
PRMT3,0.6623070974683118,0.6621053693305988,0.00017274965643902289,0.00020172813771301978,0.00017274965643902289,shuffle,10,0.6660054466597183,0.6658474262851763,0.0001402860911476592,0.00015802037454193396,0.0001402860911476592,shuffle,10,0.00020172813771301978,0.00017987425612747687
FERD3L,0.6623070974683118,0.6621087314662274,0.0003247377486248721,0.0001983660020844491,0.0003247377486248721,shuffle,10,0.6660054466597183,0.66593147967589,0.00016931282401927777,7.3966983828333e-05,0.00016931282401927777,shuffle,10,0.0001983660020844491,0.00013616649295639105
SLC6A14,0.6623070974683118,0.6621120936018559,0.0003120815354435554,0.00019500386645598944,0.0003120815354435554,shuffle,10,0.6660054466597183,0.6662441582893454,0.0003226424191946769,-0.00023871162962707526,0.0003226424191946769,shuffle,10,0.00019500386645598944,-2.185388158554291e-05
PNP,0.6623070974683118,0.662313821739569,5.165010757399865e-05,-6.724271257141368e-06,5.165010757399865e-05,shuffle,10,0.6660054466597183,0.6658205292001479,0.00018369079621621774,0.0001849174595703884,0.00018369079621621774,shuffle,10,0.0001849174595703884,8.909659415662352e-05
KLHL21,0.6623070974683118,0.6621255421443701,0.00013714876141862387,0.0001815553239417067,0.00013714876141862387,shuffle,10,0.6660054466597183,0.6663853679857445,0.00029923007094108134,-0.0003799213260262668,0.00029923007094108134,shuffle,10,0.0001815553239417067,-9.918300104228006e-05
GPX2,0.6623070974683118,0.6621289042799987,0.0006837711046002493,0.00017819318831313602,0.0006837711046002493,shuffle,10,0.6660054466597183,0.665991998117204,0.000227137084410508,1.3448542514282735e-05,0.000227137084410508,shuffle,10,0.00017819318831313602,9.582086541370938e-05
RNF185,0.6623070974683118,0.6621322664156272,0.0002313774741496921,0.00017483105268467636,0.0002313774741496921,shuffle,10,0.6660054466597183,0.6660424301516323,0.00016773653879254363,-3.698349191405548e-05,0.00016773653879254363,shuffle,10,0.00017483105268467636,6.892378038531044e-05
NKX3-2,0.6623070974683118,0.6621322664156272,0.00033344521448995203,0.00017483105268467636,0.00033344521448995203,shuffle,10,0.6660054466597183,0.6670611572470834,0.00039730144899232604,-0.0010557105873650885,0.00039730144899232604,shuffle,10,0.00017483105268467636,-0.00044043976734020607
TP53INP2,0.6623070974683118,0.6621356285512559,0.0004524415309498893,0.00017146891705599465,0.0004524415309498893,shuffle,10,0.6660054466597183,0.6662845039168881,0.00032909451877860253,-0.00027905725716981244,0.00032909451877860253,shuffle,10,0.00017146891705599465,-5.3794170056908897e-05
CCDC89,0.6623070974683118,0.6621423528225129,0.0003754317876447652,0.0001647446457989643,0.0003754317876447652,shuffle,10,0.6660054466597183,0.6662071747974314,0.00023678602510383351,-0.0002017281377131308,0.00023678602510383351,shuffle,10,0.0001647446457989643,-1.849174595708325e-05
PCDHGA9,0.6623070974683118,0.6621423528225129,0.00035340827618457737,0.0001647446457989643,0.00035340827618457737,shuffle,10,0.6660054466597183,0.6660188952022323,0.00013038845731545083,-1.344854251406069e-05,0.00013038845731545083,shuffle,10,0.0001647446457989643,7.564805164245181e-05
TUBB2B,0.6623070974683118,0.662142352822513,0.0006252939577169467,0.00016474464579885328,0.0006252939577169467,shuffle,10,0.6660054466597183,0.6660693272366607,0.00027083458122107264,-6.38805769423989e-05,0.00027083458122107264,shuffle,10,0.00016474464579885328,5.043203442822719e-05
AGTR1,0.6623070974683118,0.6621457149581413,0.00027181364262392557,0.00016138251017050464,0.00027181364262392557,shuffle,10,0.6660054466597183,0.6660323437447466,0.00013846121966160562,-2.6897085028343426e-05,0.00013846121966160562,shuffle,10,0.00016138251017050464,6.724271257108061e-05
AKIRIN1,0.6623070974683118,0.6621457149581415,0.00013431721316234274,0.00016138251017039362,0.00013431721316234274,shuffle,10,0.6660054466597183,0.6662206233399455,0.00018791902111397424,-0.0002151766802271915,0.00018791902111397424,shuffle,10,0.00016138251017039362,-2.6897085028398937e-05
CCNQ,0.6623070974683118,0.6621490770937699,9.152175361472899e-05,0.00015802037454193396,9.152175361472899e-05,shuffle,10,0.6660054466597183,0.6659718253034328,0.00018476457202074443,3.3621356285484794e-05,0.00018476457202074443,shuffle,10,0.00015802037454193396,9.582086541370938e-05
LOC162137,0.6623070974683118,0.6622028712638268,0.0006490663568515581,0.00010422620448502506,0.0006490663568515581,shuffle,10,0.6660054466597183,0.6658474262851763,0.00031613015493841336,0.00015802037454193396,0.00031613015493841336,shuffle,10,0.00015802037454193396,0.0001311232895134795
TTTY2,0.6623070974683118,0.6621524392293986,0.00037865469455809205,0.00015465823891325226,0.00037865469455809205,shuffle,10,0.6660054466597183,0.6664458864270585,0.00012439901825639875,-0.00044043976734020607,0.00012439901825639875,shuffle,10,0.00015465823891325226,-0.0001428907642134769
AP5Z1,0.6623070974683118,0.6621558013650269,0.00016350491094760603,0.00015129610328490362,0.00016350491094760603,shuffle,10,0.6660054466597183,0.6660323437447467,0.00014869612606323803,-2.6897085028454448e-05,0.00014869612606323803,shuffle,10,0.00015129610328490362,6.219950912822458e-05
WDCP,0.6623070974683118,0.6621591635006556,0.00013878739495376934,0.0001479339676562219,0.00013878739495376934,shuffle,10,0.6660054466597183,0.66618700198366,9.413979759943118e-05,-0.0001815553239417067,9.413979759943118e-05,shuffle,10,0.0001479339676562219,-1.6810678142742397e-05
HTR2A,0.6623070974683118,0.6622163198063409,0.00014425873619288725,9.077766197096437e-05,0.00014425873619288725,shuffle,10,0.6660054466597183,0.6658575126920621,0.00025168903301231357,0.0001479339676562219,0.00025168903301231357,shuffle,10,0.0001479339676562219,0.00011935581481359314
PHTF2,0.6623070974683118,0.6621625256362841,0.0002452516050813396,0.00014457183202776225,0.0002452516050813396,shuffle,10,0.6660054466597183,0.6659583767609185,0.0002992867307839477,4.706989879976753e-05,0.0002992867307839477,shuffle,10,0.00014457183202776225,9.582086541376489e-05
LOC728316,0.6623070974683118,0.6623642537739973,0.0005678028959434037,-5.715630568547958e-05,0.0005678028959434037,shuffle,10,0.6660054466597183,0.665864236963319,0.00025015735114466406,0.0001412096963993026,0.00025015735114466406,shuffle,10,0.0001412096963993026,4.20266953569115e-05
CYB561D2,0.6623070974683118,0.6621995091281981,0.00010821690441065125,0.00010758834011370677,0.00010821690441065125,shuffle,10,0.6660054466597183,0.6658743233702047,0.00019164173082742773,0.00013112328951359054,0.00019164173082742773,shuffle,10,0.00013112328951359054,0.00011935581481364865
TERF1,0.6623070974683118,0.6621759741787983,0.00014299949781889463,0.00013112328951359054,0.00014299949781889463,shuffle,10,0.6660054466597183,0.6662407961537168,0.0002475226079320237,-0.00023534949399850458,0.0002475226079320237,shuffle,10,0.00013112328951359054,-5.211310224245702e-05
EVI5,0.6623070974683118,0.6621759741787983,0.00019105097192854544,0.00013112328951359054,0.00019105097192854544,shuffle,10,0.6660054466597183,0.66644252429143,9.509555608871128e-05,-0.0004370776317117464,9.509555608871128e-05,shuffle,10,0.00013112328951359054,-0.00015297717109907794
SNORD4A,0.6623070974683118,0.6621759741787984,0.0003578582363890856,0.0001311232895134795,0.0003578582363890856,shuffle,10,0.6660054466597183,0.6661634670342601,0.0002677281922014409,-0.00015802037454182294,0.0002677281922014409,shuffle,10,0.0001311232895134795,-1.3448542514171713e-05
TC2N,0.6623070974683118,0.6623104596039403,0.0002112801982767529,-3.3621356284596615e-06,0.0002112801982767529,shuffle,10,0.6660054466597183,0.6658776855058333,0.00024188690782508612,0.00012776115388501985,0.00024188690782508612,shuffle,10,0.00012776115388501985,6.21995091282801e-05
TEKT3,0.6623070974683118,0.6622432168913694,0.0002407861919751834,6.38805769423989e-05,0.0002407861919751834,shuffle,10,0.6660054466597183,0.6658776855058333,0.00012829091906221414,0.00012776115388501985,0.00012829091906221414,shuffle,10,0.00012776115388501985,9.582086541370938e-05
MAP7D2,0.6623070974683118,0.6621894227213125,0.00037356035206113816,0.0001176747469993078,0.00037356035206113816,shuffle,10,0.6660054466597183,0.6660726893722893,0.00011150942374189389,-6.724271257096959e-05,0.00011150942374189389,shuffle,10,0.0001176747469993078,2.5216017214169106e-05
CAPN11,0.6623070974683118,0.6621927848569411,0.0005400808089824122,0.00011431261137073712,0.0005400808089824122,shuffle,10,0.6660054466597183,0.6661096728642033,0.0005378261147381823,-0.00010422620448502506,0.0005378261147381823,shuffle,10,0.00011431261137073712,5.043203442856026e-06
REG1A,0.6623070974683118,0.6621961469925697,0.00012312028661265136,0.00011095047574216643,0.00012312028661265136,shuffle,10,0.6660054466597183,0.6661500184917459,7.820127996243331e-05,-0.00014457183202765123,7.820127996243331e-05,shuffle,10,0.00011095047574216643,-1.6810678142742397e-05
SLC22A25,0.6623070974683118,0.6621995091281981,0.00043883276331264253,0.00010758834011370677,0.00043883276331264253,shuffle,10,0.6660054466597183,0.6659751874390614,0.00045567792077772423,3.025922065691411e-05,0.00045567792077772423,shuffle,10,0.00010758834011370677,6.892378038531044e-05
LIMD1-AS1,0.6623070974683118,0.6623676159096258,0.0003725149173779346,-6.051844131393924e-05,0.0003725149173779346,shuffle,10,0.6660054466597183,0.6659012204552331,0.0003023866729219977,0.00010422620448513609,0.0003023866729219977,shuffle,10,0.00010422620448513609,2.1853881585598423e-05
DNAH7,0.6623070974683118,0.6622028712638268,0.0002123475463085526,0.00010422620448502506,0.0002123475463085526,shuffle,10,0.6660054466597183,0.6660794136435463,0.00010063967687922237,-7.396698382799993e-05,0.00010063967687922237,shuffle,10,0.00010422620448502506,1.5129610328512566e-05
SNORD100,0.6623070974683118,0.6622028712638268,0.0006076914826345432,0.00010422620448502506,0.0006076914826345432,shuffle,10,0.6660054466597183,0.6663013145950307,0.0003167552893336816,-0.0002958679353124438,0.0003167552893336816,shuffle,10,0.00010422620448502506,-9.582086541370938e-05
GRASP,0.6623070974683118,0.6622028712638268,0.0005907129736970139,0.00010422620448502506,0.0005907129736970139,shuffle,10,0.6660054466597183,0.6659987223884611,0.00024235378127210374,6.724271257141368e-06,0.00024235378127210374,shuffle,10,0.00010422620448502506,5.5475237871083216e-05
LOC646999,0.6623070974683118,0.6622331304844837,0.00040535700832067744,7.396698382811095e-05,0.00040535700832067744,shuffle,10,0.6660054466597183,0.6659045825908617,0.00027396763994840136,0.0001008640688565654,0.00027396763994840136,shuffle,10,0.0001008640688565654,8.741552634233818e-05
CST8,0.6623070974683118,0.662223044077598,0.0002476367525578432,8.4053390713823e-05,0.0002476367525578432,shuffle,10,0.6660054466597183,0.6660726893722893,0.0002621603562467471,-6.724271257096959e-05,0.0002621603562467471,shuffle,10,8.4053390713823e-05,8.40533907142671e-06
DONSON,0.6623070974683118,0.6623709780452544,0.0001461272488457844,-6.388057694250993e-05,0.0001461272488457844,shuffle,10,0.6660054466597183,0.6659281175402616,0.00031361715677481067,7.732911945668164e-05,0.00031361715677481067,shuffle,10,7.732911945668164e-05,6.7242712570858565e-06
APOA2,0.6623070974683118,0.6622297683488552,0.0005867962195278706,7.732911945668164e-05,0.0005867962195278706,shuffle,10,0.6660054466597183,0.6665635611740578,0.0002587752601270047,-0.0005581145143395139,0.0002587752601270047,shuffle,10,7.732911945668164e-05,-0.00024039269744141611
REEP5,0.6623070974683118,0.6622297683488552,0.00021106608096989863,7.732911945668164e-05,0.00021106608096989863,shuffle,10,0.6660054466597183,0.6659953602528326,0.0002072832282123522,1.0086406885712051e-05,0.0002072832282123522,shuffle,10,7.732911945668164e-05,4.3707763171196845e-05
DSG3,0.6623070974683118,0.6622297683488553,0.00018540585252277785,7.732911945657062e-05,0.00018540585252277785,shuffle,10,0.6660054466597183,0.6661533806273744,9.996347878371532e-05,-0.0001479339676561109,9.996347878371532e-05,shuffle,10,7.732911945657062e-05,-3.5302424099770136e-05
