Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,source
GO_Biological_Process_2023,Dopamine Metabolic Process (GO:0042417),1/19,0.0244238237126149,0.0931513276481127,0,0,44.34666666666666,164.6235293172426,DBH,all_perturbation
GO_Biological_Process_2023,Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746),1/19,0.0244238237126149,0.0931513276481127,0,0,44.34666666666666,164.6235293172426,IL12A,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954),1/21,0.0269611361380806,0.0984956498927503,0,0,39.908,144.2019250738276,IL12A,all_perturbation
GO_Biological_Process_2023,Anterograde Trans-Synaptic Signaling (GO:0098916),2/199,0.0273725272259804,0.0984956498927503,0,0,8.36590524534687,30.102329294298094,APBA1;DBH,all_perturbation
GO_Biological_Process_2023,Protein Peptidyl-Prolyl Isomerization (GO:0000413),1/22,0.0282274118595077,0.0984956498927503,0,0,38.00571428571429,135.5839309094672,PPIL3,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Cilium Assembly (GO:0045724),1/22,0.0282274118595077,0.0984956498927503,0,0,38.00571428571429,135.5839309094672,CROCC,all_perturbation
GO_Biological_Process_2023,Cytosolic Pattern Recognition Receptor Signaling Pathway (GO:0002753),1/23,0.0294921031126646,0.1007646856349376,0,0,36.276363636363634,127.82458269039886,RNF135,all_perturbation
GO_Biological_Process_2023,Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717),1/24,0.0307552117947077,0.102935810904736,0,0,34.697391304347825,120.8057619164666,IL12A,all_perturbation
GO_Biological_Process_2023,Negative Regulation Of Protein Transport (GO:0051224),1/25,0.0320167398038226,0.1050149065565382,0,0,33.25,114.42975510355669,IL12A,all_perturbation
GO_Biological_Process_2023,Negative Regulation Of Interleukin-1 Beta Production (GO:0032691),1/26,0.0332766890274869,0.1070073921668206,0,0,31.9184,108.61506451316906,CARD18,all_perturbation
GO_Biological_Process_2023,Peptidyl-Proline Modification (GO:0018208),1/27,0.0345350613606546,0.1089182704451417,0,0,30.689230769230768,103.29320526635196,PPIL3,all_perturbation
GO_Biological_Process_2023,Negative Regulation Of DNA Binding (GO:0043392),1/29,0.0370470829069464,0.1146362565422494,0,0,28.494285714285716,93.90478962861955,SUMO3,all_perturbation
