covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p)
MPPED2,0.008692886467834967,1.0087307793252567,0.024279781289121276,-0.03889461041135222,0.05628038334702216,0.961852072999239,1.0578942580902924,0.0,0.3580298506119524,0.7203209747133772,0.47328818077640866
CACNB4,0.008687741789840166,1.008725589743563,0.023905589340199315,-0.038166352346155126,0.055541835925835455,0.9625528046546971,1.0571132414585018,0.0,0.36341885013606323,0.7162920226150258,0.4813802201244105
HDAC8,0.008684985875916531,1.0087228097864955,0.0247608786855215,-0.039845444573271084,0.05721541632510415,0.9609379458500503,1.0588838867045238,0.0,0.3507543486732128,0.725772648314821,0.46241040688261403
MALL,0.00868430051363836,1.0087221184461697,0.02539150938832512,-0.041082143400589535,0.058450744427866255,0.9597502895572334,1.0601927640073403,0.0,0.34201592275689424,0.7323389094470188,0.4494166460702056
CDC20,0.008673059585988825,1.0087107795375476,0.02622535464123317,-0.04272769099261854,0.06007381016459619,0.9581722734856595,1.0619149237681167,0.0,0.33071276650545234,0.7408614581623891,0.4327243125575976
CRYBA1,0.008666710487334557,1.0087043751536258,0.023659320986494304,-0.03770470654486694,0.05503812751953605,0.9629972656993779,1.0565808987163814,0.0,0.3663127311338253,0.7141317307628556,0.48573787246927164
NCOA7,0.008638054460700192,1.0086754701083391,0.02565322538538493,-0.04164134338194292,0.058917452303343304,0.9592137472444163,1.0606876798013922,0.0,0.3367239140861186,0.7363250342387677,0.44158534250336107
SLC25A4,0.00862883793117003,1.008666173663923,0.024982627521632005,-0.04033621225040785,0.05759388811274791,0.9604664642699161,1.0592847202293378,0.0,0.3453935309125702,0.7297985398748832,0.4544298303960071
FGF8,0.00862808267437515,1.0086654118622294,0.02340977354413866,-0.037254230358375204,0.0545103957071255,0.9634311707598432,1.0560234544672127,0.0,0.3685675411642523,0.7124500931923949,0.4891391373199174
PTPN3,0.008626400590361991,1.0086637152036924,0.02490175498004504,-0.04018014232236722,0.05743294350309121,0.9606163758999245,1.059114247782204,0.0,0.34641737489083546,0.7290290692742488,0.45595175322723375
OR5M3,0.008585729483038469,1.0086226925677015,0.023868502661662728,-0.03819567609871889,0.05536713506479583,0.9625245794082607,1.0569285789958178,0.0,0.35970959740297215,0.7190643141350446,0.4758072817553033
SEC23IP,0.008564093661267988,1.0086008704229623,0.025556883962837458,-0.04152647846296272,0.058654665785498696,0.9593239335819294,1.0604089820001124,0.0,0.335099289636449,0.7375501887024302,0.43918686989368544
GALNT1,0.008546928623769578,1.0085835578997862,0.02583096041761088,-0.04208082348082746,0.05917468072836662,0.9587922845109513,1.060960553916694,0.0,0.33087924279975683,0.7407357015274261,0.43296922187437004
ACSM1,0.00851824582103843,1.0085546293114356,0.024266503830866815,-0.03904322771816378,0.05607971936024064,0.9617091357563359,1.05768199810805,0.0,0.3510289690022542,0.7255666154511311,0.46282001833614983
SEMA3A,0.008515276932503478,1.0085516350296044,0.024492446126726772,-0.03948903536916854,0.0565195892341755,0.9612804940185566,1.0581473428932937,0.0,0.3476695177135204,0.7280883915169427,0.45781448750994
WDR74,0.008487288412256683,1.008523407556772,0.026340940495510386,-0.04314000627785632,0.06011458310236969,0.9577772858467266,1.061958222041917,0.0,0.3222090120018029,0.747294357674276,0.4202514653829491
C15orf39,0.008483997681637235,1.008520088783375,0.025452343941399867,-0.041401679765632755,0.05836967512890722,0.9594436634300672,1.0601068184070226,0.0,0.3333287378628209,0.7388861488731733,0.4365760107728053
CT45A6,0.008477132634636363,1.0085131652693293,0.02441224396896661,-0.03936998632634334,0.05632425159561606,0.9613949403534844,1.0579406670765255,0.0,0.34724921827803634,0.7284040977167201,0.45718905651143266
GRAMD2B,0.00847604221659639,1.0085120655689799,0.025424502197232753,-0.04135506641483928,0.058307150848032056,0.9594883873564751,1.0600405380626379,0.0,0.33338085248799626,0.738846814783664,0.4366528136827788
LGR5,0.008456317425846804,1.0084921730757064,0.024144592780501066,-0.03886621484532109,0.0557788496970147,0.9618793857210682,1.0573638215487164,0.0,0.3502364899140499,0.7261612238806189,0.4616382008394786
RPS29,0.00844214143329611,1.0084778767995055,0.025396345316667093,-0.04133378072631387,0.058218063592906086,0.9595088109447963,1.0599461061671809,0.0,0.3324156026401054,0.7395754585671825,0.4352307424963262
PSKH2,0.008388018779235422,1.0084232967772728,0.023712677349613697,-0.03808797480302613,0.054864012361496975,0.9626282501352348,1.0563969479809905,0.0,0.35373562654122104,0.7235370205210414,0.4668612592558322
TMEM217,0.008380609763489416,1.0084158253808664,0.024569432318857734,-0.03977459270206617,0.056535812229044996,0.9610060325136311,1.058164509351454,0.0,0.3410990394375967,0.7330290243310709,0.4480577717949833
ATF1,0.00837350336001403,1.008408659196603,0.025835485813499315,-0.042263118357540125,0.059010125077568185,0.9586175175197009,1.0607859812261278,0.0,0.3241086086191879,0.7458558096889327,0.42303134209196835
USP6NL,0.00836661974813523,1.008401717726669,0.025391081159222464,-0.04139898485247433,0.05813222434874478,0.9594462490509044,1.0598551250995047,0.0,0.3295101809832282,0.741770099929504,0.43095597958461046
NSG2,0.00835466567001573,1.0083896632858096,0.024897376413994504,-0.0404432954109505,0.057152626750981955,0.9603636199918703,1.0588174019235301,0.0,0.33556409844531554,0.7371996009200407,0.4398728049155269
ATIC,0.00834825706758601,1.0083832009380707,0.025055228343618417,-0.04075908811033324,0.05745560224550526,0.9600603920530286,1.059138246251018,0.0,0.3331942121258821,0.7389876868185574,0.4363777688296022
GGT1,0.008336979726323981,1.0083718291207129,0.025195962285171583,-0.04104619890844184,0.057720158361089804,0.9597847879139894,1.0594184848190922,0.0,0.33088554554752964,0.740730940551086,0.4329784946271415
UBAC2,0.008329454600179255,1.0083642410240488,0.025172484885478606,-0.04100770917673768,0.05766661837709619,0.9598217304839202,1.0593617650887728,0.0,0.33089520713087467,0.740723642393222,0.4329927090570395
MCAT,0.008324257972694697,1.0083590009443348,0.025489246221569645,-0.04163374661465546,0.05828226256004485,0.9592210341957117,1.0600141557967544,0.0,0.32657921306635185,0.7439861677688595,0.4266522959690803
ACBD3,0.008310378258167488,1.0083450053063887,0.025699150501511708,-0.04205903115806993,0.058679787674404904,0.9588131790495423,1.0604356218113733,0.0,0.32337171058158687,0.746413751299505,0.42195252945217526
CFAP53,0.008306592353088551,1.008341187815138,0.02456340133181494,-0.03983678959507193,0.05644997430124903,0.9609462627830139,1.0580736826009498,0.0,0.33816946769215184,0.7352354831108642,0.4437217008491113
SFTPC,0.008290706020374426,1.0083251690987787,0.02361704154403298,-0.03799784482731645,0.0545792568680653,0.9627150157060675,1.0560961759720817,0.0,0.3510476113156152,0.7255526298457211,0.4628478271652793
OR52I2,0.008276716120916086,1.0083110628297147,0.02354008318606318,-0.03786099911684463,0.0544144313586768,0.9628467681410461,1.0559221187268453,0.0,0.3516009716489144,0.7251375364088855,0.46367343868881755
DBH,0.008255427197680902,1.0082895972013917,0.023952392933871018,-0.038690400296257976,0.05520125469161978,0.9620485129786024,1.0567532698292905,0.0,0.3446598100019862,0.7303501357409371,0.4533398254236708
ALX1,0.00824543008950961,1.0082795172716057,0.024062263467961535,-0.03891573969420886,0.055406599873228074,0.9618317499694287,1.056970291302793,0.0,0.3426705929177548,0.7318462881512605,0.4503874280838594
NIPAL1,0.008241920890956999,1.0082759790247913,0.024795386717473323,-0.04035614405803355,0.05683998583994754,0.9604473206279037,1.0584864240276852,0.0,0.33239735217151956,0.7395892376591693,0.4352038637752094
BCL2L13,0.008206972669270767,1.0082407421880915,0.025072244018933158,-0.04093372261943801,0.057347667957979534,0.9598927470164821,1.0590239350881756,0.0,0.32733299273385025,0.7434160410860191,0.4277582765483716
ZNF350,0.008205058737428968,1.0082388124858774,0.024753465124175318,-0.04031084139852295,0.05672095887338088,0.9604908324314407,1.058360443097194,0.0,0.3314711171251555,0.7402886542037113,0.4338401771345698
DCAF4L1,0.008191253113751714,1.0082248932163378,0.02380605110549236,-0.038467749667133254,0.05485025589463668,0.9622627375329966,1.0563824157913404,0.0,0.34408281648449823,0.7307840052706076,0.45248303696096026
CLK2,0.008190579512930842,1.0082242140754507,0.025375253152751232,-0.041544002765048035,0.057925161790909716,0.9593071222468235,1.0596356915053917,0.0,0.3227782384524823,0.7468631948069462,0.4210840904923225
PHYHIP,0.008159905717828691,1.0081932884867961,0.02356886148494603,-0.03803421394927875,0.054354025384936125,0.9626800032429366,1.0558583366494978,0.0,0.3462155235220254,0.7291807492279043,0.45565162094866346
LOC389300,0.008155601748884947,1.0081889492635312,0.02397948538288417,-0.0388433259693727,0.05515452946714259,0.9619014023109718,1.0567038939490991,0.0,0.3401074551293819,0.7337756077074246,0.4465891478158079
CERT1,0.00814598283108582,1.0081792516235426,0.025636633747387456,-0.042100895998637713,0.058392861660809356,0.9587730393288943,1.060131398892554,0.0,0.3177477554718333,0.7506762833691799,0.4137371912246512
FAM86A,0.008138102040839066,1.0081713064056368,0.023643116140684123,-0.038201554077199454,0.05447775815887758,0.9625189217261239,1.0559889890132035,0.0,0.3442059833574707,0.7306913828635233,0.4526659013302675
TMEM147,0.008117920771547259,1.0081509604343144,0.025249903408610597,-0.04137098052244466,0.05760682206553917,0.9594731180765314,1.0592984210565044,0.0,0.32150304261278584,0.747829206883796,0.4192192773372194
NPL,0.008104727095367865,1.0081376593047482,0.02603319913459937,-0.042919405610806205,0.059128859801541936,0.957988595461534,1.0609119408345458,0.0,0.31132274805966104,0.7555552755080617,0.40439078981593085
MIR3142HG,0.008100711520622753,1.008133611060752,0.024245526230915384,-0.03941964667819256,0.055621069719438074,0.9613471983279331,1.057197003869253,0.0,0.33411159829946546,0.7382953483196026,0.4377300261403927
NBEAP1,0.008099487173511546,1.008132376756033,0.02341421881114236,-0.03779153842246772,0.053990512769490816,0.9629136504689592,1.0554745885768613,0.0,0.3459217340899352,0.7294015344072498,0.45521486028133606
psiTPTE22,0.008098895742951126,1.008131780515913,0.023602039140402757,-0.03816025093394297,0.05435804241984522,0.9625586776040509,1.0558625780778141,0.0,0.34314389933737405,0.7314902068960625,0.4510895450240243
SRD5A1,0.008085451348389868,1.0081182268855962,0.02533156987159974,-0.04156351327180554,0.05773441596858527,0.9592884058613161,1.0594335896997016,0.0,0.31918477178371796,0.7495864038602292,0.41583330952808606
FILIP1,0.008049151010533336,1.008081632517559,0.024960014005959603,-0.040871577494762806,0.05696987951582948,0.9599524015245194,1.0586239236501456,0.0,0.32248183068372765,0.7470877001884425,0.42065048480412914
BAG4,0.008046609258209833,1.0080790702269835,0.02526139697188297,-0.041464819005849966,0.05755803752226963,0.9593830867985282,1.0592467449273555,0.0,0.3185338192961402,0.7500800454179262,0.41488353265826206
COQ9,0.008035646961140534,1.0080680194253175,0.025353662444793937,-0.041656618306841316,0.05772791222912239,0.9591990954383686,1.0594266994420622,0.0,0.31694225552768435,0.7512874183362006,0.41256315295210094
GOLT1A,0.008033772730932675,1.0080661300755545,0.02474171807435284,-0.04045910361044259,0.05652664907230794,0.9603484384921769,1.0581548132686245,0.0,0.3247055320406569,0.7454039473862444,0.4239056358159306
PRDM15,0.008028815086255395,1.0080611324542585,0.02342199764873354,-0.03787745675124417,0.053935086923754955,0.9628309220913477,1.0554160896263285,0.0,0.34278950953141796,0.7317568185224494,0.4505638111338381
KRT81,0.008026312580242796,1.0080586097783701,0.02502565146892198,-0.04102306298849619,0.05707568814898177,0.959806993674882,1.0587359411266328,0.0,0.32072342213389504,0.7484199959279423,0.4180799905567907
SPR,0.008009379080082786,1.0080415399622664,0.0256267812203067,-0.042218189151405766,0.058236947311571335,0.9586605884113129,1.0599661220802372,0.0,0.3125394098942142,0.7546306171940964,0.4061574599155804
GGNBP2,0.008005038359570508,1.0080371643451733,0.024902458888230474,-0.04080288418785058,0.05681296090699159,0.9600183460944078,1.0584578188895686,0.0,0.321455740394933,0.7478650478422796,0.4191501354348399
PKP1,0.007995208801356376,1.0080272558338825,0.025463706108851333,-0.0419127380849048,0.05790315568761755,0.9589534570366953,1.0596123733094847,0.0,0.3139844909919532,0.7535328179516394,0.4082577492685742
RNF10,0.00798629999038502,1.0080182755496083,0.025029759277650627,-0.04107112673551749,0.057043726716287525,0.9597608628629675,1.0587021029498707,0.0,0.3190721853052771,0.7496717750576842,0.4156690088024764
RFC5,0.007984740674284016,1.0080167037317065,0.02543549121729834,-0.04186790604070559,0.05783738738927362,0.9589964498441866,1.059542686698398,0.0,0.31392122943761747,0.7535808660825664,0.40816576045449854
SPOCK3,0.007981805292767883,1.0080137448224493,0.02350042064962584,-0.03807817280204014,0.054041783387575905,0.9626376858645362,1.0555287047986648,0.0,0.3396452094101117,0.7341237277215331,0.445904862435629
PUSL1,0.007981332372933438,1.0080132681128686,0.025327581888675732,-0.041659815944359954,0.05762248069022684,0.9591960282722569,1.0593150083427787,0.0,0.31512413652493165,0.7526674031361202,0.4099156029623567
CST13P,0.007929393913969792,1.0079609148166946,0.023415638992047225,-0.037964415185434544,0.05382320301337412,0.9627471994622199,1.0552980121527502,0.0,0.33863666571998713,0.7348834576405646,0.44441261829245077
CRISP1,0.007914406084226338,1.0079458077833263,0.023470369546505512,-0.038086672930770143,0.053915485099222824,0.9626295033550624,1.055395401748092,0.0,0.3372084137211512,0.7359597951346373,0.44230113967054563
TBXAS1,0.007913348032243113,1.0079447413248295,0.025715591728004663,-0.04248828559578216,0.058314981660268383,0.9584016925600173,1.0600488390735556,0.0,0.30772568315530374,0.7582910750997838,0.3991763520375641
PVALB,0.00789297934992943,1.007924211027692,0.02448601308181488,-0.04009872441540435,0.055884683115263206,0.9606945904586343,1.057475731898106,0.0,0.3223464482991451,0.7471902487503324,0.4204524676922175
GRAMD1C,0.007887614957896274,1.0079188041415867,0.025152800467093967,-0.041410968067930154,0.057186197983722695,0.9594347518686704,1.058852948325625,0.0,0.3135879429495419,0.7538340180873332,0.4076811942622219
GMDS,0.007881656669364044,1.0079127986884258,0.024944458592607643,-0.04100858378599762,0.05677189712472571,0.9598208910153139,1.0584143555005479,0.0,0.31596823960331594,0.7520266152186785,0.4111443731912051
CDC73,0.007867760517685661,1.0078987926766116,0.023944480313920425,-0.0390625585261267,0.05479807956149802,0.961690545321401,1.0563272990683992,0.0,0.32858347370820323,0.7424705411469927,0.4295943093568107
LHX2,0.00785648411349087,1.0078874272665186,0.024605634366492973,-0.04036967306159639,0.05608264128857812,0.9604343268205778,1.0576850885835674,0.0,0.3192961415451062,0.7495019582837784,0.4159958472644543
LACTB2,0.007851027400591968,1.0078819275291988,0.024894150406587302,-0.04094061082204229,0.05664266562322622,0.9598861351035343,1.0582775838619702,0.0,0.315376394549078,0.7524758874438895,0.41028274241366885
TRIM41,0.007850561272577022,1.007881457727306,0.02537344605949454,-0.041880479167702024,0.05758160171285607,0.9589843923358342,1.059271705513618,0.0,0.3094006724261802,0.7570167589468899,0.4016028557305984
CFAP161,0.007847442267301562,1.0078783141446248,0.023470194350487073,-0.03815329336980855,0.05384817790441167,0.962565374691081,1.0553243684347369,0.0,0.3343577880145976,0.7381095884773982,0.4380930631336722
PAPPA,0.007833255009466411,1.0078640152165472,0.02478513632552654,-0.04074471954048102,0.05641122955941384,0.9600741868469399,1.058032688603431,0.0,0.3160464766699241,0.7519672313953512,0.4112583001832082
GRN,0.007830420936664948,1.0078611588606017,0.025932221686379726,-0.04299579960774785,0.058656641481077756,0.9579154136790622,1.0604110770475201,0.0,0.30195719562191187,0.76268469364862,0.3908413483468488
SRPK1,0.007817716072141082,1.0078483542024603,0.025855887150397328,-0.042858891530969646,0.05849432367525181,0.9580465690139726,1.0602389674168267,0.0,0.30235729397592714,0.7623797065296214,0.3914183776315513
ZBTB44,0.0077727376309987715,1.007803023774034,0.02542743624209847,-0.042064121622702726,0.05760959688470026,0.9588082982573876,1.0593013604221386,0.0,0.30568310375428176,0.7598459391570236,0.39622115704802263
GCH1,0.007750551083457743,1.0077806643523752,0.025107757319830813,-0.041459748995982565,0.05696085116289805,0.9593879508925754,1.0586143660628857,0.0,0.30869149262232753,0.7575562158962761,0.400575144406693
H3-3B,0.007741659933975272,1.0077717040636767,0.025257602764009006,-0.0417623318193017,0.05724565168725224,0.9590977004923432,1.0589159029263198,0.0,0.3065081039680774,0.7592178105035019,0.3974142579239085
DCST1,0.007730582751514494,1.0077605408544605,0.023780610783146708,-0.0388785579138179,0.05433972341684689,0.9618675132511961,1.0558432359052459,0.0,0.32507923459195376,0.7451211045836708,0.4244531689325095
MAPK8IP1,0.007725274095925477,1.007755191015033,0.023974839276279625,-0.03926454742071893,0.054715095612569875,0.961496314128144,1.0562396444947735,0.0,0.32222422878007595,0.7472828306349076,0.4202737191717307
ZNF266,0.007721454319271965,1.007751341622634,0.02537469819063761,-0.042012040252951424,0.057454948891495355,0.9588582356072815,1.0591375542590238,0.0,0.3042973855791875,0.7609013367837983,0.39421869787436326
TKFC,0.00772130893206449,1.0077511951084912,0.025306687802673644,-0.04187888772917493,0.057321505593303915,0.9589859185017574,1.058996228880217,0.0,0.3051094237329919,0.7602828141000831,0.3953919150119875
SLC5A3,0.00770522545431159,1.0077349870949053,0.02534856676839956,-0.041977052471460406,0.05738750338008359,0.9588917845166072,1.059066122593921,0.0,0.3039708526604827,0.7611500972943791,0.3937471164939394
SFTPD,0.007702046008993202,1.0077317830617118,0.02445430917880296,-0.04022751924826787,0.055631611266254266,0.9605708659271344,1.0572081484197036,0.0,0.314956597329249,0.7527946082378285,0.40967179983951396
MAB21L3,0.007685580893542493,1.0077151907781576,0.023615993527001475,-0.038600915878511444,0.05397207766559643,0.9621346051815282,1.0554551309725149,0.0,0.3254396595576274,0.7448483436845524,0.42498138218058606
TBPL1,0.007675456698710417,1.0077049885248759,0.025709565254447946,-0.042714365258189904,0.058065278655610744,0.9581850419199871,1.0597841747384704,0.0,0.2985447876207283,0.7652873980991672,0.38592645172592044
PARP8,0.00764494276781603,1.0076742399536263,0.024547339177059313,-0.040466957935509314,0.05575684347114137,0.9603408956329856,1.0573405532176539,0.0,0.3114367187691203,0.7554686433178037,0.4045562191381888
IKBIP,0.007630885063638092,1.0076600744668207,0.025493047987535888,-0.04233457084808355,0.05759634097535973,0.9585490243576281,1.0592873185124099,0.0,0.29933200091919177,0.7646867400631021,0.3870592374283812
GPRC5D,0.007626930632488092,1.0076560897523124,0.02380286330530302,-0.039025824174835855,0.05427968543981204,0.9617258730485926,1.0557798471161826,0.0,0.32042072143433664,0.7486494194976441,0.4176378089913236
C6orf15,0.007623990141795448,1.0076531267533153,0.024893021974720212,-0.0411654363950203,0.056413416678611196,0.9596703524108586,1.0580350026495662,0.0,0.30627017280336205,0.7593989473676631,0.3970700957045304
PTEN,0.007617615381284174,1.007646703226428,0.025220169572009017,-0.04181300866384645,0.05704823942641479,0.9590490976788012,1.0587068805763524,0.0,0.30204457426561865,0.7626180834777643,0.39096735370744806
LRRC10,0.0076154621650204165,1.0076445335474944,0.023454326741378675,-0.03835417352971647,0.053585097859757305,0.9623720338245134,1.0550467701696473,0.0,0.3246932751041214,0.7454132248278574,0.42388767986632536
TMEM41A,0.007615153138295398,1.0076442221584523,0.02553955886782761,-0.04244146242368728,0.05767176870027807,0.958446569018025,1.0593672211582796,0.0,0.29817089550001075,0.7655727340468197,0.38538864588358585
TLX2,0.007598703378987217,1.0076276467898604,0.02348544819095724,-0.03843192923607034,0.05362933599404477,0.9622972068163994,1.055093444502731,0.0,0.32354943014938914,0.7462791789293977,0.42221265916484274
ACTG1P20,0.007597559483778159,1.0076264941700819,0.023718900954059194,-0.038890632139050585,0.054085751106606905,0.9618558995163107,1.0555751150084545,0.0,0.3203166748111038,0.7487282838797111,0.41748584031600605
ALG1,0.007597137029856025,1.0076260684944074,0.025767490308868324,-0.04290621594751076,0.05810049000722281,0.9580012310918786,1.0598214918286688,0.0,0.2948341859758589,0.7681205499787457,0.380595347471638
ALAD,0.007585004672122653,1.0076138436886408,0.02550855959903281,-0.042410853439475135,0.057580862783720446,0.9584759065429179,1.0592709227871813,0.0,0.29735135152085373,0.7661982806553069,0.38421030652160876
EPS8L2,0.007580605447386482,1.0076094109786455,0.023939212146066126,-0.039339388177166944,0.0545005990719399,0.9614243577093428,1.0560131090413571,0.0,0.3166606069211089,0.7515011427264489,0.41215279699385626
CSAD,0.0075730754877368165,1.007601823749004,0.025668643789707873,-0.04273654187207834,0.05788269284755197,0.9581637928558958,1.0595906908528014,0.0,0.29503216257858256,0.7679693104727179,0.38087943565118465
RHBDD1,0.007567247561194495,1.0075959515367028,0.024953399642169728,-0.041340517029292846,0.05647501215168183,0.959502347424505,1.0581001748232146,0.0,0.3032551744334791,0.7616954042510193,0.39271390376824405
UBE2D2,0.007567130101952094,1.0075958331852526,0.025564908736647688,-0.04253917028993075,0.05767343049383494,0.9583529258237709,1.0593689816093648,0.0,0.2959967578958926,0.7672325573449627,0.3822641527853326
LRRC69,0.007537386962539781,1.0075658645675976,0.023350989227261615,-0.03822971092627578,0.05330448485135533,0.9624918206076547,1.0547507518567025,0.0,0.3227866232639128,0.7468568442894528,0.4210963576640215
RXFP3,0.007524853065589863,1.0075532359200239,0.023817015926166703,-0.03915564036891375,0.05420534650009348,0.961601033559276,1.0557013644789657,0.0,0.3159444108748586,0.7520447020908079,0.4111096755802246
PRDM11,0.007522858708566806,1.0075512265011555,0.024445237059756215,-0.040388925522099176,0.055434642939232795,0.96041583627463,1.0569999324060488,0.0,0.3077433321745757,0.7582776444606386,0.3992019048743611
GPR137,0.007522242956345489,1.0075506060994408,0.025278530367857717,-0.04202276614675768,0.05706725205944865,0.9588479510508265,1.0587270095731152,0.0,0.29757437821267524,0.766028032344006,0.3845309071970581
LINC00924,0.007508515418773223,1.0075367750055733,0.0244419678135629,-0.04039686120709727,0.05541389204464372,0.9604082147473273,1.0569779989394412,0.0,0.30719766411797383,0.7586929233920878,0.3984120136495076
ANP32A,0.007502002166975333,1.007530212686233,0.02575850237435679,-0.04298373478245345,0.05798773911640411,0.9579269708308924,1.059702002747733,0.0,0.2912437244194661,0.770864923993102,0.3754500110866152
RNF157,0.007497963206091555,1.0075261433193328,0.02434381418316704,-0.04021503583925119,0.055210962251434306,0.9605828572009891,1.056763528374659,0.0,0.3080028112963561,0.7580801931600835,0.3995776235954579
PYY,0.007486905357467795,1.0075150023093533,0.0239730851368926,-0.039499478109154176,0.05447328882408976,0.9612704556687184,1.055984269455426,0.0,0.3123046247371001,0.7548090256750101,0.40581642073182606
MYLK4,0.00748300792139564,1.0075110755916923,0.023924326892630163,-0.03940781114252254,0.054373826985313824,0.9613585764543232,1.0558792445413399,0.0,0.3127782008237299,0.7544491782359976,0.40650437475351975
H3C13,0.007467654575622472,1.0074956070445256,0.025020818985529627,-0.04157224949971161,0.05650755865095655,0.9592800253357819,1.0581346128402023,0.0,0.29845763961368593,0.7653539022964946,0.3858010856120987
STRN4,0.007458290164563481,1.0074861724856958,0.02528494177576753,-0.04209928506713311,0.05701586539626007,0.9587745838478334,1.0586726065226733,0.0,0.2949696396655864,0.7680170724075045,0.3807897136233722
ST3GAL4,0.007449421124163314,1.0074772370897536,0.02482861677833346,-0.04121377354731717,0.056112615795643805,0.9596239657999868,1.0577167926478828,0.0,0.3000336744761394,0.7641514696820606,0.38806945806637233
THSD7B,0.00744702103842983,1.0074748190609117,0.02422260972746273,-0.040028421638966694,0.05492246371582636,0.9607621323298148,1.056458697617967,0.0,0.3074409042716262,0.7585077976435782,0.39876408308493316
CDC27,0.007440412495179303,1.0074681611419958,0.02362367283889204,-0.038861135451606195,0.053741960441964796,0.9618842714975829,1.0552122805112163,0.0,0.3149557880318267,0.7527952227178627,0.4096706222182524
STARD3NL,0.007419027272567794,1.0074466164414657,0.02579803202267636,-0.04314418636388887,0.057982240909024464,0.9577732822636394,1.059696176302379,0.0,0.2875811327796826,0.7736673888989724,0.37021463125658144
IRF3,0.007383271381085048,1.0074105949335679,0.025692574784755274,-0.04297324986713722,0.05773979262930732,0.9579370146667148,1.0594392859299844,0.0,0.2873698507424769,0.7738291436776615,0.3699130308161381
PLSCR5,0.007379641736020889,1.0074069383973105,0.0234273160075099,-0.038537053893137205,0.05329633736517898,0.9621960509696166,1.0547421583245402,0.0,0.3150015876191391,0.7527604484410704,0.4097372669496945
AKR1C6P,0.007375093618538552,1.0074023566026213,0.023520192463517012,-0.0387236365194052,0.053473823756482304,0.9620165386509025,1.054929377317897,0.0,0.3135643396616893,0.7538519472693787,0.4076468816233571
GRAP,0.007359260095018962,1.007386405999992,0.026030690326937934,-0.04365995543849455,0.05837847562853248,0.9572794197946066,1.0601161479177328,0.0,0.28271474949718145,0.7773955088626721,0.36327932186457046
RPA1,0.007347232714908555,1.0073742898536318,0.02445003961021752,-0.04057396434169552,0.05526842977151264,0.960238138502964,1.0568242596989668,0.0,0.3004998287134959,0.7637959270587413,0.3887408680767423
MCMBP,0.00729759184548457,1.0073242841592214,0.024930357092768186,-0.04156501017806376,0.0561601938690329,0.9592869698975727,1.0577671179722499,0.0,0.2927191062017102,0.7697368646253626,0.37756275165142394
LUC7L2,0.007293282192845218,1.007319942950816,0.025205367303308624,-0.04210832993874315,0.05669489432443359,0.9587659118940378,1.058332857769122,0.0,0.28935433096774804,0.7723102394412491,0.37274759584735717
SCGB1D1,0.007286799306303547,1.0073134126310823,0.02410684212479351,-0.03996174303928476,0.054535341651891854,0.9608261967392647,1.0560497982985642,0.0,0.30227100126105644,0.7624454826528324,0.3912939110533527
TRMT10C,0.007281628893293023,1.0073082044181725,0.026177239185976885,-0.044024817125912274,0.05858807491249832,0.9569302089208785,1.060338370791321,0.0,0.2781664193676231,0.7808846114107049,0.3568187127740524
FAM9C,0.007268743998381382,1.0072952254414314,0.023568075991235195,-0.038923836129342734,0.053461324126105506,0.9618239625925803,1.054916191173018,0.0,0.3084148235555833,0.7577667038039726,0.4001743455292973
SPNS1,0.007252476848752146,1.007278839752553,0.025551469327134948,-0.04282748278451224,0.05733243648201653,0.9580766605283191,1.059007804713409,0.0,0.2838379568665438,0.776534564875155,0.364877952033787
MSC,0.007250003704041915,1.007276348609299,0.025604165686708216,-0.042933238896102455,0.05743324630418628,0.9579753434236421,1.0591145684832064,0.0,0.2831571937454529,0.7770563404685953,0.3639088898606926
RPL13A,0.007244328975307849,1.007270632605479,0.025752366386495612,-0.04322938165890344,0.05771803960951914,0.9576916879620746,1.0594162401768914,0.0,0.2813073123682619,0.778474702221407,0.36127793750049253
TMEM238L,0.007240965933788991,1.007267245118217,0.024123588241721085,-0.04004039819785826,0.05452233006543625,0.9607506257744609,1.0560360575047074,0.0,0.30016123062762023,0.7640541758031617,0.38825315768454954
GFRAL,0.007233413162123848,1.007259637487438,0.02350673974298448,-0.03883895012808206,0.05330577645232976,0.9619056114480549,1.0547521141746812,0.0,0.30771656304582345,0.758298015394993,0.39916314776286177
DZIP1L,0.007226753253120395,1.0072529292522476,0.024716879486263173,-0.041217440350172295,0.055670946856413085,0.9596204470545404,1.057249735144056,0.0,0.2923812958321372,0.769995107504534,0.3770788158348499
PSKH1,0.007223814384492327,1.0072499690725631,0.02375169100992865,-0.039328644566891606,0.053776273335876264,0.9614346869334376,1.0552484885194489,0.0,0.30413895084239007,0.7610220330330643,0.39398987179272443
TRPM2,0.007215021153664551,1.0072411121300244,0.02491883060274586,-0.04162498936457186,0.05605503167190096,0.9592294343709746,1.0576558867068344,0.0,0.2895409206268898,0.7721674700683197,0.3730143172971193
FAHD2B,0.007202346437068144,1.0072283457152895,0.024411652842609002,-0.04064361393754033,0.05504830681167662,0.9601712606337379,1.05659165401676,0.0,0.2950372301090937,0.7679654393695157,0.3808867078629673
