epoch,train_loss,total_loss,gate_penalty,train_cindex,lr,val_loss,val_cindex,epoch_time_sec,elapsed_time_min
45,6.240023612976074,6.240023612976074,0.0,0.8261282674662017,0.0003,4.847013473510742,0.6546430806733208,0.02848219871520996,0.022011868158976235
46,6.14931583404541,6.14931583404541,0.0,0.8308398134686269,0.0003,4.846196174621582,0.6540171953750371,0.027764558792114258,0.02247464656829834
47,6.128798484802246,6.128798484802246,0.0,0.8355935884365027,0.0003,4.844654083251953,0.6535560167341964,0.0278475284576416,0.022938799858093262
48,6.091301918029785,6.091301918029785,0.0,0.8401332022224501,0.0003,4.843988418579102,0.6535889580656851,0.02804279327392578,0.023406211535135904
49,6.079253196716309,6.079253196716309,0.0,0.8449201570917515,0.0003,4.843551158905029,0.6544454326843892,0.027024030685424805,0.023856639862060547
50,6.067012310028076,6.067012310028076,0.0,0.8493888865428353,0.0003,4.844079971313477,0.6539842540435484,0.02714371681213379,0.024309062957763673
51,6.039454460144043,6.039454460144043,0.0,0.854669015401507,0.0003,4.842637062072754,0.6550383766511843,0.02853846549987793,0.02478592793146769
52,6.037651538848877,6.037651538848877,0.0,0.8602613369690462,0.0003,4.840435028076172,0.655400731297559,0.028290748596191406,0.02525747219721476
53,5.998201370239258,5.998201370239258,0.0,0.8655037613942798,0.0003,4.838445663452148,0.6558289686069111,0.02904057502746582,0.025741517543792725
54,5.99401330947876,5.99401330947876,0.0,0.8705275001055724,0.0003,4.83628511428833,0.6582336858055803,0.030015945434570312,0.026241823037465414
55,5.975307464599609,5.975307464599609,0.0,0.875015835862044,0.0003,4.835862636566162,0.6596501630595909,0.030053138732910156,0.026742740472157796
56,5.991028308868408,5.991028308868408,0.0,0.8785283808811375,0.0003,4.835771560668945,0.6597819283855454,0.029709339141845703,0.027237935860951742
57,5.897367477416992,5.897367477416992,0.0,0.8823757412691614,0.0003,4.838312149047852,0.6591231017557729,0.029545068740844727,0.027730385462443035
58,5.894659519195557,5.894659519195557,0.0,0.8864236892430759,0.0003,4.841320514678955,0.6581348618111144,0.028594255447387695,0.028206988175710043
59,5.87882137298584,5.87882137298584,0.0,0.8903675729807013,0.0003,4.844659328460693,0.6554666139605363,0.028716325759887695,0.028685633341471353
60,5.87907075881958,5.87907075881958,0.0,0.893483467360026,0.0003,4.848920822143555,0.6522383634746517,0.027959585189819336,0.02915166219075521
61,5.8591814041137695,5.8591814041137695,0.0,0.8958037981938068,0.0003,4.856143474578857,0.6494054089666305,0.02915811538696289,0.029639001687367758
62,5.839244365692139,5.839244365692139,0.0,0.8983352738548409,0.0003,4.864870071411133,0.646671278453075,0.027732133865356445,0.03010124365488688
63,5.79766845703125,5.79766845703125,0.0,0.8999701380887171,0.00015,4.868480682373047,0.64512303587311,0.029680967330932617,0.03059595823287964
64,5.796097278594971,5.796097278594971,0.0,0.9016351658693436,0.00015,4.872091770172119,0.6449253878841783,0.02848076820373535,0.03107067346572876
65,5.802767276763916,5.802767276763916,0.0,0.9036696970976635,0.00015,4.874148845672607,0.6442995025858945,0.028276681900024414,0.03154198328653971
66,5.736837863922119,5.736837863922119,0.0,0.9058082925622727,0.00015,4.876242160797119,0.6443983265803603,0.028064250946044922,0.03200975259145101
67,5.8093037605285645,5.8093037605285645,0.0,0.9072516182742831,0.00015,4.876745700836182,0.6453206838620417,0.027839183807373047,0.032473766803741456
68,5.7476630210876465,5.7476630210876465,0.0,0.9087613037891448,0.00015,4.876276969909668,0.6460453931547914,0.02768707275390625,0.03293524583180745
69,5.7616868019104,5.7616868019104,0.0,0.9093660829014919,7.5e-05,4.875826835632324,0.646506571795632,0.02715468406677246,0.03338785171508789
70,5.75272798538208,5.75272798538208,0.0,0.9101804986637548,7.5e-05,4.8757004737854,0.6467371611160523,0.027269363403320312,0.03384237289428711
71,5.769462585449219,5.769462585449219,0.0,0.9109647508792674,7.5e-05,4.8753485679626465,0.6470665744309385,0.02842402458190918,0.03431764046351115
72,5.726592540740967,5.726592540740967,0.0,0.9116901841786165,7.5e-05,4.874639511108398,0.6477254010607109,0.028211116790771484,0.034787849585215254
73,5.701999187469482,5.701999187469482,0.0,0.9122994878229762,7.5e-05,4.874847888946533,0.6476595183977336,0.028460025787353516,0.0352622111638387
74,5.737029552459717,5.737029552459717,0.0,0.9129977739302498,7.5e-05,4.87498664855957,0.6473630464143361,0.02812790870666504,0.03573103745778402
75,5.718130111694336,5.718130111694336,0.0,0.9133175075258049,3.75e-05,4.875280857086182,0.6476924597292223,0.028182506561279297,0.03620077768961589
76,5.693938732147217,5.693938732147217,0.0,0.9137051091015486,3.75e-05,4.87581205368042,0.6472642224198702,0.027875900268554688,0.03666539986928304
