gene,mean_gate_score,std_gate_score
OLIG1,0.5684727,0.12190195
MAS1L,0.56835145,0.13049486
ANKRD33,0.56834894,0.116795145
PRSS3P2,0.56819594,0.09843849
DUX4L9,0.56815225,0.11814694
PSKH1,0.5680413,0.1388955
CFAP36,0.56775373,0.11280176
TDRD9,0.56772923,0.16110602
KIAA1569,0.56767035,0.13489155
SERPINB1,0.5676473,0.1713292
TRO,0.56752497,0.15765862
EVX2,0.5674761,0.12910205
PAPOLA,0.5672894,0.1032567
SRFBP1,0.5672765,0.12296872
CSNK1A1,0.56722426,0.11528562
TFIP11,0.5672111,0.12561257
CSTL1,0.5671651,0.13687499
RUFY1,0.56700337,0.15400368
EVI5,0.56695503,0.12658426
N4BP2L2,0.56693685,0.136099
METTL16,0.56691444,0.13537943
SHOC1,0.5666613,0.12180945
NTRK3,0.5666602,0.14010848
NQO2,0.566593,0.13620521
CPSF2,0.56648546,0.11830066
E2F8,0.5664669,0.12732483
SIGMAR1,0.56637895,0.114310555
NHLRC2,0.56623876,0.13396043
ENDOV,0.56619936,0.11854837
UTP18,0.5661139,0.11571532
IL12A,0.56589127,0.15698378
HHLA2,0.5658553,0.16454132
SINHCAF,0.5657791,0.12986593
TAS1R3,0.5656496,0.14791667
LINC00951,0.56544554,0.1009794
SETD2,0.5652751,0.13257162
PMS2,0.56524736,0.14944708
SLC34A3,0.56519705,0.09798441
FAM155B,0.56496155,0.11003888
POPDC3,0.5649435,0.126729
APOBEC3C,0.5647756,0.15214506
DDX53,0.56476647,0.15973477
TXN2,0.5647663,0.1546158
GOLGA6L3P,0.5647089,0.118220374
ANKRD23,0.5646669,0.12616086
GOLT1A,0.56460685,0.13771416
HYI,0.56456137,0.11536126
RRP1,0.56444806,0.12404549
FUZ,0.564397,0.13197628
C1GALT1C1,0.5643354,0.11390062
OSM,0.56429803,0.11434243
GTF2H2C_2,0.56399006,0.101841554
LINC02381,0.56398225,0.08645311
GSE1,0.5639789,0.18253891
AGPAT3,0.56397045,0.118841656
GALNT1,0.56396425,0.12058483
KRT25,0.5639319,0.13150747
STK32C,0.56389904,0.12006675
RPSA,0.56367385,0.14379725
ATP1B3,0.5636636,0.15457827
BDH2,0.5636511,0.103325635
NFE2,0.5635575,0.11063822
FGL1,0.5635446,0.12187923
OR1F2P,0.5634624,0.14918222
ESPN,0.5630086,0.12719104
SLC26A6,0.5629809,0.11367879
CXCL11,0.56296855,0.1618591
ZC3H4,0.56296366,0.16133325
DSC3,0.56291914,0.11396213
PACRG,0.5628668,0.12497558
ENPP3,0.56286633,0.15226752
H2AC15,0.56280595,0.13709025
CASC3,0.56273025,0.13462643
DNHD1,0.5626329,0.19087695
SLC38A2,0.56254536,0.16111176
LINC00997,0.56248206,0.11090363
NPPB,0.5624618,0.1473148
CDC42EP5,0.56243354,0.13205123
OBSL1,0.56240314,0.124594584
ACTG1P20,0.5622799,0.16817966
AGO4,0.56225353,0.12466521
CDCA2,0.5622071,0.12079936
RAB9B,0.56216526,0.13841857
SLA,0.5620772,0.13481767
FNDC7,0.5620319,0.13124049
SCAMP2,0.5617787,0.12518309
LSM3,0.5616899,0.14825566
ZNF546,0.5616307,0.12310515
RIC3,0.56162983,0.11346938
TSPO2,0.56157154,0.11319958
H4C8,0.56154853,0.12005599
KRTAP4-12,0.5615218,0.11058413
SURF6,0.56142735,0.11889472
TARS1,0.5613325,0.16881487
UBTD1,0.56132895,0.13090757
ADAMTS7,0.5611051,0.16090713
DEFB104B,0.5610614,0.15929106
OTUD6B,0.56098044,0.13063493
NINJ1,0.5609582,0.12123057
MGC4294,0.5608932,0.11148923
OR5AS1,0.56087637,0.13649355
TRIM71,0.56060666,0.10639244
GCSH,0.56044036,0.13869353
SLC5A4,0.56026536,0.13119416
TRIM6,0.5602386,0.124935105
HYAL1,0.5601516,0.13109007
C1QBP,0.5600349,0.15005103
P2RX3,0.55996794,0.15849987
TFE3,0.55990726,0.13893424
NPNT,0.5596628,0.11579272
SLC28A1,0.5596063,0.14021568
CHIC1,0.55954075,0.13187052
NUDT16L1,0.5594998,0.10160037
CMAS,0.55942434,0.11663297
GUF1,0.5592549,0.10858062
FAM104A,0.55917823,0.11761303
NLK,0.5590334,0.11496743
NACC2,0.5589374,0.10214828
ALX1,0.55890286,0.15722461
MYOZ1,0.55885804,0.14548789
TMEM41A,0.55885434,0.15380688
SNUPN,0.5587073,0.14767319
SCFD1,0.5587051,0.12825601
OR5M3,0.5586755,0.12677608
L3MBTL4,0.5586112,0.12068714
MORN3,0.5585382,0.17757861
C20orf181,0.5585178,0.15169941
GRIK3,0.5584744,0.14557818
SEC31A,0.5584394,0.13461486
SLC35G3,0.5584058,0.11146606
RASGRP3,0.55831695,0.14625864
VN1R2,0.5582756,0.17586288
GTF2A1L,0.55818933,0.10230665
RAB14,0.558145,0.12109081
ITFG2-AS1,0.5581278,0.09645167
SPINK5,0.55811864,0.15300632
PDZRN3,0.5580086,0.16393703
P2RX6P,0.55798656,0.13226882
CLCN7,0.55796605,0.09792245
DENND11,0.55795515,0.12485828
SFTPC,0.55790764,0.15402426
ZNF829,0.55764997,0.13832527
ERMARD,0.5576326,0.10646839
SHROOM3,0.55736566,0.09334875
TTI1,0.5573421,0.20103507
CIROP,0.55733466,0.117907874
RACGAP1,0.5573233,0.22215274
LIPK,0.5573151,0.16406962
MSRB3,0.55709326,0.13197733
PKP4,0.5569549,0.107987836
LINC01579,0.55678266,0.16215163
POFUT1,0.5567614,0.14549813
TPSD1,0.55668414,0.122032955
NAV1,0.5563905,0.12962031
RAD23B,0.55633265,0.14445083
INO80E,0.5562944,0.12923561
ISM2,0.5562247,0.13023685
C6orf185,0.55617726,0.11179479
SMURF1,0.5561681,0.17179413
SPINK14,0.55603975,0.11674892
FKBPL,0.55602545,0.10938855
RABGEF1P1,0.55596495,0.13206924
SNORD36C,0.55589217,0.11849104
MECP2,0.5557761,0.10467426
SYN2,0.55574805,0.18452367
OR5H6,0.5557127,0.16214952
ZFP69,0.55565405,0.12131457
CNTRL,0.55539894,0.15954569
C9orf27,0.5553133,0.1298902
NAV2-AS4,0.5552509,0.17094067
DDAH2,0.55520856,0.12798828
ADGRF4,0.55508345,0.12239271
AK022898,0.5549259,0.12836307
MIEF1,0.5544404,0.14733833
OR9A4,0.5544305,0.14292435
SAMD4A-AS1,0.55432814,0.15080458
GRAMD1C,0.5543064,0.12034552
TRIM17,0.55429864,0.14363793
MME,0.55429393,0.10394231
VPREB1,0.55413234,0.11708657
RTP3,0.55410135,0.10188376
IL16,0.55398095,0.121911444
CAPN7,0.553911,0.14700659
SEMA5B,0.55383575,0.14339104
LOC100131756,0.55372036,0.17764138
ACTR3BP2,0.55341774,0.15026572
PLEK,0.5533903,0.1198287
CACNA2D1,0.5532524,0.10391866
HEY1,0.5532188,0.15646523
GRK3,0.5532035,0.105438724
TGFA,0.55310655,0.12014602
KLRG1,0.5530475,0.098306105
FYTTD1,0.5530259,0.16478673
PDCD7,0.55301017,0.124478616
PNKD,0.55299866,0.13825564
SCAMP1,0.5529678,0.11476218
SPNS1,0.55296147,0.12834674
PTPN18,0.55291337,0.12296539
OR5V1,0.5528159,0.14826584
DEFB135,0.55272174,0.11889455
HS6ST3,0.5527046,0.12341407
SUN2,0.55262333,0.17869084
GNAZ,0.552622,0.11465352
SMIM26,0.5525044,0.12157129
RRP12,0.55248725,0.121411994
TRMT61B,0.5524702,0.14544573
HOXB13,0.55237687,0.14506818
FBXO34,0.55235344,0.13705109
MVP,0.5523303,0.12381608
CDK14,0.55229485,0.16254856
ERC1,0.55229163,0.13839202
CCDC102B,0.5522746,0.13466087
POM121C,0.5522475,0.11447843
RBBP8,0.5520912,0.11349809
GOLGA6C,0.5519909,0.10349645
LINC00312,0.551878,0.099538594
NFKBIB,0.55169594,0.12802279
SNORD100,0.5516004,0.14546332
PRX,0.5515633,0.13575359
GET3,0.551196,0.16480817
OR10C1,0.5511949,0.12263218
PSORS1C1,0.55109817,0.13556804
TRIM55,0.5510002,0.12075946
INCA1,0.550882,0.09693081
MGC57346,0.55087423,0.08599739
THSD7B,0.55078065,0.09991218
USP18,0.55060196,0.11724748
KRTAP26-1,0.5505754,0.13327564
GRIP1,0.5505468,0.13454664
IFI16,0.5505197,0.18570994
LOC389300,0.55038434,0.13529384
MTG2,0.55037665,0.104303114
SULT2B1,0.55032617,0.123759426
RAD9A,0.550263,0.1287939
TMEM19,0.55026,0.15571089
L3MBTL3,0.5500368,0.107043125
FOXR1,0.54998064,0.19431856
LYSMD2,0.54990387,0.12721997
PPIL6,0.5498999,0.11509026
DPY19L2P2,0.549859,0.11513839
OR11G2,0.54966164,0.13048217
LINC00273,0.5496258,0.13261919
SPPL2A,0.5495056,0.12818955
MIA,0.54946446,0.14284983
COL25A1,0.5493041,0.11917972
AKAP1,0.5492725,0.12652718
CASP8AP2,0.5492192,0.12071613
AKIRIN1,0.54912466,0.13103427
AACS,0.5490364,0.1508662
NECTIN1,0.54903525,0.1293981
ACOT12,0.5488668,0.11215092
DYNC2H1,0.5487756,0.16577885
HOXA7,0.54869425,0.15186344
SASH1,0.5484135,0.15311275
LINC01869,0.5483421,0.11817326
GSTP1,0.54825133,0.12784602
TTY1,0.5481354,0.13575073
BPY2,0.54811,0.101941034
C15orf39,0.5480311,0.14608154
GSTA2,0.5479929,0.147399
LOC100289058,0.5479142,0.12817681
CLPX,0.5478666,0.1492873
SGCG,0.5477338,0.12120803
TLX2,0.54766035,0.15963069
AP4S1,0.54762924,0.16466165
CECR2,0.5475209,0.1289829
GABBR2,0.5475006,0.20097001
SOST,0.5473463,0.11317219
LINC02072,0.5473185,0.14398086
EVI2B,0.5472573,0.12910159
BRPF3,0.54724747,0.12012106
FOCAD,0.5471204,0.12124605
PDE8B,0.5469206,0.15719208
RASAL2,0.5467458,0.10609148
SERINC1,0.5466771,0.17578839
PRDM15,0.5466712,0.15006769
DKFZp451A211,0.5466014,0.12555394
DDX11,0.5465212,0.098109625
VIPAS39,0.54649174,0.11897471
SKP1,0.54647416,0.0921113
PEG10,0.5462991,0.14369127
PUSL1,0.54624367,0.15316316
AX747659,0.5462336,0.088069685
AAA1,0.546232,0.11892287
FPR1,0.5459725,0.14036846
MOGS,0.54595935,0.12388417
MORC4,0.54591745,0.11919939
RPTN,0.5457616,0.12881911
KAT2B,0.54549193,0.14256503
PRRX2,0.5454422,0.12970306
MAU2,0.5453872,0.11474287
CD5,0.5453787,0.13222745
CABP2,0.5452429,0.10892588
PLPPR5,0.54510117,0.11996671
PLEKHM3,0.54508364,0.12087559
RINT1,0.5449399,0.13203986
SWAP70,0.54490733,0.12004641
SF3B1,0.54489243,0.12645853
BPIFB2,0.54476625,0.15246356
CCZ1,0.5447595,0.1297735
KIAA0556,0.54475546,0.1303514
GTF2IRD2B,0.54448485,0.1488712
C5orf4,0.5444578,0.11948953
SYN3,0.54439473,0.14069207
GSDME,0.5443696,0.124201216
LCE3C,0.5443559,0.1195845
GPR137,0.54434854,0.11150343
ZNF22,0.5443421,0.11424012
MSL2,0.5442486,0.12906593
FOSL1,0.54418415,0.12958774
TTLL9,0.54416037,0.10325381
TNNT3,0.5441597,0.13699573
UBAC2,0.5440508,0.13968605
ST8SIA3,0.544015,0.13277629
YPLR6490,0.54399556,0.106953755
GK5,0.5438638,0.13399382
ST7L,0.5437211,0.122949794
KRTAP24-1,0.5436618,0.1377811
BRICD5,0.54353887,0.13684389
CTAGE10P,0.54347247,0.097003125
KLF13,0.54340553,0.107474074
OR5W2,0.5432762,0.11977055
RPL28,0.54322696,0.10829566
C7orf57,0.5431682,0.14217608
TBX21,0.5431646,0.13847594
ALDH7A1,0.5431553,0.0979131
PCDHGA8,0.54306036,0.101070024
SP100,0.542956,0.13115154
BHLHE22-AS1,0.542943,0.1091475
RNF185,0.54288167,0.13724318
PAQR3,0.54269195,0.15543963
BBS5,0.54267937,0.11337125
HAX1,0.5426657,0.114040576
MYBBP1A,0.5424796,0.17313145
SRGAP2B,0.5423864,0.10618523
GOLGA6L1,0.54234314,0.13393633
COQ9,0.5423105,0.1582209
ADIG,0.5422349,0.098169714
FAM180A,0.5420769,0.10981933
BZW2,0.54198384,0.1173721
LINC01931,0.5418983,0.11594717
GNS,0.54189396,0.14874154
BLZF1,0.5418645,0.10083501
STMN1,0.54174626,0.1261346
PPP1R1A,0.54172057,0.103682436
BRPF1,0.54166603,0.18814921
LOC284861,0.5415006,0.11895007
PPP2R2D,0.5414732,0.0994553
CHST15,0.5414533,0.11995095
ZNF510,0.541296,0.12972927
ASAH1,0.54127985,0.14308591
FAM55B,0.5412032,0.1275442
DDC,0.54119194,0.12755395
SP6,0.54115653,0.17500888
SPATA8,0.541118,0.12353539
NCAM2,0.5410126,0.11660611
MBTPS2,0.54089427,0.14090382
RPUSD4,0.54087543,0.10222635
TMEM217,0.54070896,0.12355523
HNRNPUL1,0.54063374,0.15253374
ADH6,0.54060227,0.19822292
USP6NL,0.54056823,0.14318922
PTK2,0.5405592,0.15284526
CRIPT,0.5405342,0.11881646
TSPY3,0.5404853,0.16490185
CR1,0.5404389,0.13500088
TOB1,0.54035306,0.13645878
BRINP2,0.5403437,0.13576023
FRMD8,0.5403176,0.13090497
ADH5,0.54028916,0.13933066
NUTF2,0.540258,0.12731983
LINC00599,0.5401069,0.12788408
LINC00662,0.53990716,0.1568501
SPATS2,0.5398247,0.14375295
SIK3,0.5397512,0.12068906
PRICKLE1,0.5395918,0.10526282
CES1P1,0.53958917,0.11211926
ACTRT3,0.5395464,0.11597098
PAPPA,0.5395406,0.10905701
ARHGAP26,0.5394732,0.20063075
HMGN1,0.5394413,0.106846996
C12orf4,0.539373,0.115720205
C17orf49,0.539364,0.15008928
SPG7,0.5392683,0.15234211
C1orf210,0.5389315,0.12459914
CCL24,0.5388054,0.106007904
CALML6,0.5387255,0.11951883
SERPINB7,0.53866434,0.17080332
SERPINA11,0.53865623,0.19278729
CORO2B,0.53862935,0.15899426
MIOS,0.5383208,0.116573155
NAT16,0.5382426,0.15838297
ZNF662,0.5382384,0.15057875
PIM1,0.5382148,0.155941
FLJ22447,0.5381083,0.13218822
HCRTR2,0.5380644,0.12807578
SEPTIN12,0.5380575,0.14287683
HES5,0.5380271,0.17638433
FAM151A,0.53798753,0.11649228
ADIRF,0.5379254,0.20448129
RAPGEF6,0.5378843,0.15207909
GPANK1,0.53788286,0.104182675
ZNF74,0.5378674,0.13260002
SLCO1A2,0.53777647,0.14506927
ZCCHC10,0.5377615,0.14124177
SLC22A25,0.53766847,0.113605656
ARPC4,0.5376534,0.17844173
KPTN,0.5375797,0.12280254
NEO1,0.53723526,0.1482627
LOC401410,0.537194,0.12376426
FCF1,0.53699225,0.10898462
POLDIP2,0.5369412,0.16716368
PANX3,0.5368156,0.19998626
LINC01565,0.53669655,0.1641312
RNF157,0.53664,0.15877682
ARL15,0.53663766,0.12639907
DPRXP4,0.53651446,0.16158305
TPI1,0.5364235,0.14354697
C15orf41,0.53640527,0.13193816
ATG2A,0.5363623,0.1359771
PUM1,0.53634614,0.120667726
ICOS,0.5361444,0.10829719
GSTZ1,0.53614354,0.13263094
LCMT1,0.535997,0.19091138
LOC389641,0.53597254,0.13981691
NXPE4,0.5359289,0.13034739
FAM106A,0.5359219,0.14254734
SYDE2,0.5358982,0.14316362
SDC4,0.5358728,0.12456009
SLTM,0.5358525,0.121047825
HBQ1,0.53570557,0.120420516
MRM1,0.53568864,0.095163696
C1orf116,0.5356136,0.100754894
MYBPC2,0.5354903,0.15131715
RBM47,0.53540593,0.13993822
MGA,0.53537774,0.14471881
DNASE1,0.5353152,0.1176106
TEAD4,0.535312,0.1272794
OAT,0.5352722,0.1374661
GNRHR2,0.5352582,0.113295
GRN,0.53508836,0.12614441
SCGB1D1,0.5350796,0.11433557
CDK15,0.5350403,0.11129566
LRRC10,0.5349908,0.13168931
UCMA,0.5349607,0.14320752
BCL2L13,0.53494334,0.14442973
SIRPB1,0.53491473,0.114927
EEFSEC,0.5348478,0.14677146
SIGLEC6,0.5348086,0.14144163
IKBIP,0.53475857,0.16862282
L3MBTL,0.53459775,0.13115108
PRSS37,0.53456473,0.12003556
ASAH2,0.53451055,0.11205339
LARS1,0.5344051,0.088300124
ZNF532,0.5343417,0.14560694
TRIM16L,0.5343263,0.14651114
THUMPD3,0.5343221,0.09816419
SLC38A7,0.5342792,0.16740718
SLC30A10,0.5339129,0.12807871
GTF2E2,0.5337984,0.15571205
ZNF136,0.53377765,0.11919012
DMTF1,0.533667,0.10904781
SPRR3,0.53364867,0.13402648
ELK4,0.5335664,0.15836884
RPGRIP1L,0.53356206,0.124003604
AK1,0.5335575,0.13793275
PCNX4,0.5335012,0.12898907
GNGT1,0.53349495,0.11877053
USP14,0.5334885,0.097529165
MRPL32,0.5334703,0.114424884
NT5C1A,0.5333764,0.14767537
DHH,0.53335935,0.10590319
COMMD4,0.53331035,0.14692372
CYP46A1,0.5331867,0.14538164
FBLN2,0.53312314,0.12247473
OR8D2,0.53308207,0.09566836
FTSJ1,0.53307,0.15731788
KCNG3,0.5330352,0.139193
PKP1,0.5329916,0.14691104
ACOT2,0.5329675,0.110457405
BPIFB1,0.53277826,0.14330104
AMH,0.5327599,0.15534215
CTNNA1,0.5325724,0.12712157
UGT1A5,0.5325383,0.12208639
GRK7,0.53228766,0.08693717
KRT4,0.5321196,0.12651137
FKTN,0.5317525,0.14290719
ANTKMT,0.531697,0.12989797
LUC7L2,0.5316313,0.12271533
GPLD1,0.5315813,0.13011721
TSPAN11,0.5315305,0.14010267
HEG1,0.5315079,0.16786857
TNFRSF8,0.5314575,0.13119641
APTX,0.53139156,0.10060226
TMEM147,0.53131026,0.09188368
OR2F1,0.53113115,0.14282103
ADCYAP1R1,0.5310558,0.13200778
SMIM11A,0.5310026,0.123219214
SIX1,0.53090274,0.12970059
TAB1,0.5308519,0.12174728
AOPEP,0.53080404,0.1393757
ECM1,0.53080225,0.14177538
S100A14,0.5307981,0.12837738
ZDHHC17,0.5306497,0.17814268
GRID1-AS1,0.53054595,0.12804927
MLLT1,0.5305313,0.16105895
LOC651337,0.5304597,0.14344323
ARHGAP39,0.5304238,0.11002844
MAGEA12,0.5304184,0.11091187
PIGN,0.5302917,0.14587535
UGT2B17,0.53025997,0.12389851
S1PR5,0.530235,0.10942947
AWAT1,0.53011173,0.1620481
CUEDC1,0.53008175,0.1463391
C3,0.5298127,0.12013968
IGBP1,0.5297396,0.12253135
IL17D,0.52972126,0.11931299
FAM69B,0.529646,0.17130081
WNT2B,0.5295997,0.117730826
DCP1B,0.5295391,0.1278589
TDRP,0.5295368,0.14499307
KLF14,0.5295231,0.12175515
PREP,0.52952236,0.1282188
SPDYE3,0.52942693,0.14892305
TKFC,0.5293632,0.1249749
REEP1,0.5290692,0.12010994
SH3BP2,0.52906734,0.14568827
ABCG5,0.529025,0.11888821
LCK,0.5290024,0.10247723
CLCN1,0.52870196,0.11797347
SPR,0.5286286,0.10415355
NR2C1,0.5285601,0.15141338
SRSF3,0.5285159,0.12618874
SLC4A9,0.5285024,0.09684708
PUDP,0.5283634,0.11657541
CYB5RL,0.52832156,0.124000296
SVIL,0.5282737,0.11430377
PROCA1,0.5282658,0.12280198
POTEC,0.5282029,0.11649133
CTXN1,0.52819604,0.12059589
SCAND2,0.52818704,0.15797485
TSPAN15,0.5280531,0.11194992
ZFP64,0.52800643,0.11757081
PGPEP1L,0.5279153,0.13929304
DDX12B,0.52785504,0.16437387
NCF1,0.5278146,0.12220025
LOC100505715,0.52767813,0.1800252
TM2D3,0.5276603,0.21086612
CACNB4,0.5275407,0.1150335
TSTD2,0.5275296,0.12024835
GJD2,0.5275285,0.11587856
POLK,0.52749354,0.1478871
ARL5A,0.52738667,0.13012002
MGAM,0.5272988,0.1178396
VGLL2,0.52728105,0.12713423
DENND1A,0.5271162,0.1666559
TYW5,0.52701175,0.18689981
USP9Y,0.52698296,0.11522803
PPP1R27,0.5268693,0.16215292
BRD8,0.5268009,0.12821364
ZC3H12B,0.52674073,0.1383896
AK126075,0.52669364,0.111260734
PLSCR5,0.5266086,0.13213016
DEPDC1,0.52657217,0.12576406
GIMAP7,0.5263007,0.14018004
CYP4F3,0.5262142,0.13060051
RPL41,0.5262041,0.110503145
ZNF815P,0.52611095,0.12784879
CHKB,0.5261083,0.112840205
NME8,0.5260952,0.14514199
GRIA3,0.526018,0.11159495
SELENOO,0.52597237,0.14235374
PPM1F,0.5259493,0.15041226
SNORA25,0.5259445,0.24004629
GTPBP10,0.5258682,0.11860002
PTRHD1,0.525814,0.18640909
LOC389906,0.5256991,0.101579756
SNORD33,0.5256439,0.113001525
CCL14,0.52558964,0.15837766
IER3,0.5254794,0.15025146
CTTN,0.5254717,0.13763918
KLHL21,0.5254036,0.15056546
LINC00919,0.5253661,0.13048582
CXCL9,0.5253153,0.10866509
RPS6KA2,0.5252698,0.13899001
B4GALT1,0.5252678,0.10254928
PLXDC1,0.5252545,0.12539518
RAC3,0.52518463,0.13127235
CSNK1E,0.5251511,0.10548205
HOOK1,0.52510697,0.13575353
TENT4A,0.52510077,0.14878683
CLEC7A,0.52479374,0.14064653
APBB1IP,0.52476925,0.12688151
SPEM1,0.5247583,0.10982956
SLC4A2,0.5247145,0.130867
IGDCC3,0.5246288,0.16220981
CD300C,0.52461076,0.13429025
SERPINB5,0.5246097,0.142892
MT1IP,0.52459127,0.15412503
PLD2,0.52452785,0.11156801
SNAP25,0.52436864,0.15818648
MSH6,0.5242012,0.18791677
PHF20,0.5241918,0.1189018
HS3ST4,0.5241555,0.18296611
NAB2,0.5241517,0.1405371
MRPS26,0.52412343,0.14885026
FIGN,0.5238577,0.10397039
MMP25,0.52379704,0.115138605
WASHC5,0.5236768,0.11056713
DNAJB5,0.52363807,0.10183359
OR5K1,0.52360725,0.123260185
IFNB1,0.5235807,0.19165047
PCGF5,0.5235296,0.110219665
LOC157860,0.5235043,0.113822766
CCDC140,0.5234736,0.112648115
CEACAM6,0.52346736,0.14128098
BEND4,0.52338684,0.18308434
WNT3A,0.5232445,0.101569325
GRAMD2B,0.52321583,0.112735584
KCNC4,0.523141,0.12754542
ASTL,0.52305526,0.13115492
EIF4E2,0.523033,0.14310972
SEC23IP,0.523029,0.1277816
THYN1,0.5229003,0.1397049
LOC144438,0.5227621,0.15547234
PDE1C,0.52275306,0.11475821
PRCP,0.5226372,0.14999254
GPSM3,0.522542,0.14240006
LRRC71,0.5225126,0.11983953
IDH3G,0.5225062,0.122411184
PSMA3,0.52243483,0.14608169
IGLL3P,0.52234924,0.13175651
KCTD6,0.52226806,0.10826724
SPI1,0.522229,0.11655765
SACM1L,0.5221782,0.121721625
ZNF512B,0.52216727,0.17893256
SH3GL1,0.5220405,0.11837254
FAM227B,0.52190286,0.16869086
APOL1,0.5217702,0.18560494
CCDC26,0.5217454,0.1391226
TMEM30CP,0.5216233,0.10884468
RPL32,0.5215721,0.12221019
WIPI1,0.5215086,0.13521327
POLR2A,0.52132815,0.119217575
CPA3,0.52131283,0.13476118
COMT,0.5212898,0.12190816
OR10K1,0.52121407,0.11557415
CDK12,0.5212034,0.10511295
TRAPPC5,0.52091074,0.13811092
NFX1,0.52084345,0.13692987
OR51G1,0.5208032,0.12349023
SRD5A1,0.5207893,0.20610403
DYNLRB2,0.5207525,0.16796623
ZNF688,0.5207281,0.19775146
CREBZF,0.52064145,0.12848042
ACRV1,0.5206303,0.11854911
USP24,0.52060616,0.14021231
SCAP,0.52057457,0.14244005
MOK,0.52055705,0.10939486
NKIRAS2,0.5204666,0.112342894
AK308544,0.5204369,0.17061971
TCL1A,0.5204322,0.12251573
AASS,0.52032274,0.12625876
APBB3,0.5201648,0.14247908
TDP2,0.5201404,0.11697737
MYL10,0.520077,0.12119789
ARHGAP5,0.51980466,0.1419669
OR8S1,0.51951945,0.11891217
CLSTN1,0.51943797,0.13233326
GRAPL,0.51941884,0.17128067
PWP2,0.5194177,0.1615077
WDR45B,0.5193699,0.12862489
SFMBT2,0.5191828,0.18902695
TMEM121B,0.5191196,0.119940765
SETD1A,0.51903677,0.16038747
RRP1B,0.51901,0.14968257
CTBS,0.5190038,0.13743973
ABHD12,0.5189397,0.14141339
LSG1,0.51877815,0.12202436
USP21,0.5187079,0.21649057
CT47A1,0.5186945,0.112959035
MOSMO,0.51868683,0.13761178
FSIP2,0.5186838,0.12674202
XGY2,0.5185142,0.14975026
MON1B,0.5184455,0.109423324
SOHLH2,0.51843756,0.09308246
CMC1,0.5183371,0.11559201
CNOT8,0.51828593,0.119228646
ZNF350,0.5180394,0.13539219
OR9I1,0.51803255,0.13967825
MRTFB,0.5179544,0.10155099
SH3D19,0.51789874,0.1628143
ATF1,0.5178905,0.12821731
HBM,0.51783097,0.17698531
ERBIN,0.517628,0.2067676
UBB,0.51757306,0.13467208
PCGF2,0.51722825,0.12151101
GPAM,0.51720256,0.120727055
ARSD,0.5170963,0.13364787
COL4A1,0.51701707,0.09600225
SFTPD,0.51701355,0.10084421
LOC100506937,0.5168728,0.10342247
TBK1,0.51673853,0.11136611
SLC47A1,0.51673293,0.12518287
UBE2D2,0.51666784,0.093028866
FGF6,0.5166235,0.15317498
CXXC1,0.5165803,0.115796216
USH1G,0.51616395,0.14962922
MAGEB5,0.5159758,0.14213267
NPFFR1,0.5159648,0.13581578
TMEM71,0.51576924,0.11702664
PEX7,0.5157373,0.1530755
FAM66C,0.5154591,0.12809828
DUSP6,0.5154447,0.17031366
PHLDB3,0.5153095,0.12820052
HTR2C,0.5152619,0.17791128
GGT1,0.51523316,0.10387903
SSX5,0.5150702,0.13190284
ADAR,0.515055,0.11443194
EVI2A,0.5149734,0.16462982
SEMA3B,0.51495034,0.12979448
SLC35E1,0.51488894,0.10522882
HEPACAM2,0.5147563,0.12560733
ALKBH1,0.5147023,0.112668976
JPH4,0.51468796,0.18342163
PP13004,0.5146296,0.1275066
HMGCL,0.5143753,0.14404973
DAZ2,0.5143055,0.12493922
AFP,0.5139288,0.14296965
CAVIN1,0.5139006,0.12463687
NELFA,0.5138908,0.121532805
PDHA1,0.5138788,0.15770507
H3C13,0.51380646,0.10748587
SGO2,0.513722,0.117524266
PTPN23,0.5136379,0.1120219
SCGN,0.51361537,0.16031677
NUCB1,0.5136043,0.10489267
KAT6A,0.51360065,0.1289756
ADGRA1,0.5135128,0.12933744
CCDC172,0.51350874,0.14970556
AGPAT2,0.5134682,0.11128632
NUCKS1,0.51336807,0.13155717
C2orf27A,0.51331615,0.11163633
MAD2L1BP,0.5131896,0.11356791
ARPC5,0.5127036,0.123039216
CFAP69,0.5126935,0.12440173
PHF1,0.51265115,0.15471719
GOLGA8S,0.5126448,0.12973098
TSPYL4,0.5126197,0.1337064
SERPINB6,0.5125516,0.10853507
GGA2,0.5124268,0.13634801
SELENOI,0.5123909,0.12922326
GALK1,0.51234335,0.1350635
TEKT4P2,0.51233244,0.09825191
OR8B8,0.5123198,0.106894724
ANXA7,0.51230377,0.12077131
DOK1,0.5122988,0.13261013
NIPAL1,0.5122192,0.10554946
CROCCP2,0.51221085,0.14946425
MORF4L2-AS1,0.5121198,0.104956865
KIAA0355,0.5120842,0.1578138
WBP1L,0.5119437,0.12589072
WDR74,0.51186854,0.098106086
ASB4,0.5118464,0.13343266
RCOR1,0.51183134,0.12448348
MLPH,0.5118036,0.1298625
RPS2,0.51172507,0.14232753
CHGA,0.511717,0.14586753
LOC100128059,0.51171595,0.13675414
SRGAP2,0.5116954,0.16429141
GIGYF1,0.51167893,0.14971045
RASA4,0.51153505,0.13004687
GTF2H2C,0.511297,0.09706255
KCNT2,0.5112443,0.121570535
TTTY7B,0.5112022,0.10463557
GNG5,0.5111081,0.12714067
H2AC20,0.5110338,0.18383005
STPG2,0.51101303,0.13501456
