gene,mean_gate_score,std_gate_score
ACTN1,0.5110055,0.19333744
UBA3,0.51098776,0.1360102
SEL1L,0.5109736,0.13879196
ROPN1L,0.5109662,0.13220103
PRB4,0.51090956,0.12878819
EFCAB13,0.5109081,0.123648256
ZC2HC1A,0.5108728,0.14006086
PHLDA3,0.5108693,0.10587171
ALDH3A2,0.51085186,0.13826077
B3GNT2,0.51083505,0.11748772
SS18,0.51077783,0.19975768
NLRP5,0.5106807,0.13331412
TYW1,0.5106183,0.12572382
TOMM5,0.51058114,0.13042678
C11orf42,0.51042026,0.14529894
HBS1L,0.5103076,0.14313625
LOC729175,0.51027995,0.21177125
CRTAP,0.5101594,0.1453454
GUSBP3,0.5101266,0.12190555
FANCI,0.51011306,0.10976182
RGS12,0.5101075,0.15891407
MT1M,0.5100176,0.13504614
TGM3,0.50999063,0.16906841
FAHD2A,0.5098866,0.11550216
U2SURP,0.5098461,0.14207272
TBXAS1,0.5098192,0.18544154
ANKRD39,0.50975925,0.10745248
CD2AP,0.5097303,0.12880407
FOSB,0.509686,0.1349225
CTDNEP1,0.50955576,0.15798797
POU3F2,0.50948095,0.15016036
CEP295NL,0.5094591,0.20832549
TRIM31,0.50940454,0.12235638
WAKMAR2,0.5093316,0.12774263
LINC00029,0.50928,0.12225999
PRC1,0.5092545,0.13286021
CCDC144BP,0.50923866,0.111397766
TTLL5,0.50913596,0.13294737
NFIL3,0.508998,0.11796069
TRIM51EP,0.50896746,0.10053855
PCDHGA11,0.50886685,0.11752822
TM6SF1,0.5088303,0.12803033
TBC1D9B,0.5087496,0.15376094
KLF1,0.5087211,0.13689646
FGF9,0.5086974,0.121575765
WBP11P1,0.5086809,0.14424504
P4HTM,0.5085498,0.11748142
IL21,0.50847375,0.19713609
TIPARP,0.5082485,0.11312462
FRMPD1,0.50810814,0.1269848
NOTCH2,0.5080294,0.12404007
MCM3AP,0.5078576,0.13445072
AVPI1,0.50784224,0.13233072
KRTAP3-2,0.5078336,0.13315919
TRIM7,0.5077613,0.15439114
CDH26,0.5075864,0.11892596
EPS8L1,0.5075538,0.13907565
PEX6,0.50751716,0.10199242
CRHBP,0.5075016,0.12195959
GDE1,0.50749815,0.14144947
TNFSF9,0.5074898,0.10656192
CXCL1,0.50744545,0.1218101
H3-3B,0.507429,0.11506997
CTRL,0.50727457,0.10625712
VENTXP7,0.5070983,0.13873966
GATAD1,0.50709456,0.14375025
KDM1A,0.5070935,0.13952303
SLC1A6,0.507067,0.122822836
MYNN,0.5068117,0.103195116
MAP6D1,0.5068066,0.108993344
TLCD2,0.5067944,0.16274534
HSP90AA6P,0.5066398,0.15731014
SH3BGRL3,0.5063503,0.19001585
DRD4,0.50633323,0.14126003
SHMT1,0.506265,0.117802106
GPR31,0.50617474,0.13106279
CD300LG,0.5061682,0.15259941
SLITRK2,0.5060819,0.11109806
NAPB,0.5060736,0.13597548
DGCR6,0.50595194,0.13684565
SEL1L3,0.5057602,0.13391598
FABP6,0.50575864,0.13125877
ZNF346,0.5057427,0.13574786
USB1,0.5057145,0.20434989
CSPP1,0.50571316,0.13024312
AGMAT,0.50570214,0.108042434
TMEM72,0.5056666,0.11216531
CDC25C,0.50565773,0.11300783
TBC1D32,0.50565535,0.110246226
CCDC141,0.505595,0.10296473
LOC642620,0.5053282,0.10244056
H2BW4P,0.5053175,0.14569832
FTCD,0.50522566,0.1503958
HYOU1,0.5052073,0.10204997
OAZ3,0.50513834,0.114068046
KSR1,0.5051279,0.14888562
MOGAT3,0.5051015,0.10638215
PATZ1,0.505022,0.106249556
P3H1,0.5049274,0.15126793
ALG1,0.50488204,0.13359548
FXYD6,0.50484717,0.11321564
TREM2,0.504777,0.10411757
TRPC1,0.5047563,0.16552657
FAM185A,0.5044559,0.10892913
CA8,0.5044551,0.15221134
PTPN5,0.50444096,0.18771625
MARK2P21,0.5041638,0.11290244
PLK3,0.5041573,0.14434718
LAMA4,0.5041211,0.15733342
UBTF,0.50411284,0.19724198
LINC01405,0.5039984,0.15647234
LSM14B,0.50396156,0.107590765
PRSS50,0.50394547,0.10129352
SMC1B,0.503808,0.1153182
LOC644686,0.50373036,0.13291979
SEPTIN7P2,0.50355935,0.10075979
TBCA,0.50342935,0.124969475
EIF1AD,0.5034148,0.13315019
SLC39A12,0.50333774,0.15299864
UPP1,0.503299,0.10606221
FGF20,0.50328636,0.1270228
EPB41L4A-DT,0.503178,0.11414385
LRRC31,0.50316423,0.16506107
PSMD11,0.5031497,0.12247334
OR2T11,0.50313985,0.19731247
G3BP1,0.503094,0.17817786
FAM83H,0.50307906,0.14620155
HDAC7,0.50306976,0.13250639
UQCRB,0.5030458,0.111118115
FURIN,0.50288635,0.13021232
EPN1,0.50276935,0.13776813
WDR44,0.5024189,0.11593582
ANKRD30BP2,0.5023226,0.1266821
TTTY23B,0.50219244,0.109612145
ANKHD1-EIF4EBP3,0.501789,0.10526809
SCN3B,0.5017639,0.14084399
AZU1,0.50164837,0.16452053
LSM10,0.5014593,0.12098655
NDNF,0.50140154,0.10912275
LOC653160,0.5013939,0.12757486
TBPL1,0.5013604,0.23561683
C7orf69,0.5012453,0.11957108
URI1,0.5011628,0.121077366
ANO8,0.5011445,0.1294213
ADAM10,0.5011121,0.13411029
NSG2,0.50097305,0.12156178
CS,0.5009109,0.11186952
SMIM3,0.5007899,0.110096395
PCDH17,0.50073075,0.10462746
SNORD43,0.5003941,0.15183352
ZDHHC9,0.50036496,0.14469418
GADD45B,0.50026023,0.16360977
APLP2,0.50025594,0.1367235
LRTM1,0.50020754,0.12905963
UNC13D,0.50015396,0.10254793
VRK3,0.5001352,0.12742934
FZD4-DT,0.500127,0.11398925
BCAN,0.5001172,0.14655116
C22orf31,0.50010943,0.14154878
CYB5A,0.5000962,0.14013861
CSRNP2,0.50008845,0.106153496
TBCK,0.50008,0.1253446
EDF1,0.49998176,0.13870996
AFF4,0.49997503,0.12981106
FLVCR1,0.4999627,0.15671283
FH,0.49991742,0.1353605
PGAM4,0.4998808,0.11835481
DMKN,0.49987352,0.12315991
AAK1,0.49981752,0.15089981
FUT9,0.49976748,0.16241117
MMP23B,0.49973798,0.19643436
CPE,0.4996759,0.14586763
PDC,0.4996217,0.12145486
CUL5,0.49959445,0.12204005
PGBD5,0.49944025,0.14443411
TRNT1,0.49932858,0.1176433
TUFM,0.49923024,0.095783286
DDX24,0.4991633,0.16115369
PRELID2,0.49914396,0.11684272
PCSK4,0.49913687,0.1485502
EIF1,0.49901477,0.15166643
HPCA,0.49900696,0.10809534
ZNF271P,0.49899882,0.12237752
ATP1A3,0.49884123,0.12280434
TRAP1,0.49880293,0.10611466
ATL2,0.4987985,0.12940875
DRICH1,0.49872926,0.1268473
IQCM,0.49872792,0.11983692
ZDHHC11,0.4986908,0.10439303
CHIAP2,0.49865034,0.11041677
LOC642384,0.49859437,0.16762698
LRRC18,0.49854696,0.14325933
KRT15,0.4984757,0.12445741
DTL,0.49833718,0.14490725
OLFML1,0.4982838,0.15784086
REM1,0.4981308,0.11199026
PTGES,0.49799368,0.101536974
RC3H2,0.49781543,0.14070952
RGS18,0.4976886,0.12283453
PPM1B,0.49763742,0.1467394
PDE3A,0.4976258,0.10499562
MPPED2,0.49747002,0.12568735
C1orf216,0.4974236,0.11305017
SMIM11,0.4971864,0.10502421
BAP1,0.49714676,0.14611837
PIGT,0.497121,0.13296431
ZNF586,0.49706903,0.17281525
NAPSA,0.49698833,0.13436355
KRTAP10-9,0.49696216,0.12627341
PLCH1,0.49688885,0.13668565
KCMF1,0.49682882,0.1520341
LINC02349,0.4967671,0.09582636
WDR72,0.4967384,0.17689103
FGF8,0.4966486,0.11822565
MMP27,0.49660793,0.14475319
PEBP1,0.49659044,0.13235635
CUL7,0.49651212,0.10325888
ACTL7A,0.49642453,0.11300402
FAM171A2,0.496338,0.11018298
URB1-AS1,0.4962824,0.11583845
CCNE1,0.49626553,0.15079944
NUDT19,0.4960755,0.1316568
TMEM270,0.49601567,0.14330702
SLED1,0.49599254,0.13651626
NKX2-8,0.49595553,0.12141464
COPB2,0.4959099,0.10486455
GUCY1B1,0.4959037,0.17483217
CLK2,0.49579605,0.18553784
LMF2,0.49578497,0.13233148
CNNM1,0.49577844,0.11945722
SLC25A4,0.49570116,0.13006952
TAS2R43,0.49566856,0.10934387
PYY2,0.4956093,0.11450316
SNORD35B,0.49560434,0.116228804
FLJ44838,0.49547923,0.12271199
NAE1,0.49545768,0.10852643
BAG4,0.49541786,0.11994656
DMRTA1,0.49536878,0.13487609
VLDLR,0.49528682,0.11964967
CRISP1,0.49521858,0.1280733
ADA2,0.4950354,0.10186157
SNRNP35,0.49501193,0.14050998
CENPH,0.4950093,0.119550474
CLIP2,0.4950019,0.15944687
PAX2,0.49489594,0.10028168
OR9G1,0.49464843,0.12230708
TGM6,0.49459866,0.1606196
CAPN15,0.49457154,0.12454985
RASAL3,0.49453402,0.10688227
ARFIP1,0.4944517,0.1420002
TTF2,0.49439022,0.13979666
KRTAP2-1,0.4943284,0.16809472
LHX3,0.49432024,0.1230736
DKFZp434O171,0.49424472,0.1289978
TCEB3CL,0.49424216,0.15225165
PSTPIP2,0.4941276,0.13312708
PA2G4,0.4939504,0.12602419
PEX19,0.49392495,0.1285767
ERCC5,0.49391532,0.10414164
CD37,0.4939127,0.10844622
PHYHD1,0.49390638,0.11960218
LIME1,0.49376887,0.14676516
SNORD21,0.49368387,0.13979146
PHF19,0.49360755,0.12800522
TGFB1I1,0.493296,0.15211658
XIRP2,0.4932377,0.10535555
CSTB,0.49309114,0.13743106
TBC1D2,0.49301156,0.12558162
PPP1R3G,0.4929283,0.09313064
H2AP,0.49291354,0.099868655
FUT1,0.4928817,0.12732568
PABPC1,0.49288028,0.12825634
NMUR2,0.4928541,0.13676573
ABHD18,0.4928301,0.13062623
FAM177B,0.49277553,0.105743535
AHCY,0.49271747,0.13875684
ALMS1,0.49262193,0.15432367
BRMS1,0.49251926,0.120259166
USP49,0.49250707,0.09897104
HERC1,0.49249452,0.12745662
LOC644277,0.49246702,0.13572492
SH3GLB2,0.49236846,0.14371018
SH3RF1,0.49222568,0.123991765
FAM197Y2,0.49218345,0.11993126
PSMD1,0.49211836,0.13201115
GALR3,0.49197695,0.13923573
GRIN3B,0.49188352,0.15270944
SCRN3,0.4918435,0.12721163
ACOT1,0.4916809,0.15239117
TRAF3IP2-AS1,0.4911793,0.13840364
WEE1,0.49113974,0.14992364
EIF2D,0.4911377,0.14291635
PRLH,0.49107653,0.13784018
GRWD1,0.4907799,0.13633944
CFAP53,0.49076805,0.14885184
ABCE1,0.490743,0.16675529
CCNE2,0.49068576,0.15766296
VASN,0.49051076,0.15037403
FITM1,0.49048504,0.12849872
ANKMY2,0.49046433,0.14129154
CPEB2,0.49043187,0.14138632
PICALM,0.49022007,0.122185506
TMEM191B,0.4901918,0.11735735
RBM48,0.49017462,0.1047457
NREP,0.49008933,0.16455463
POTEB,0.4900306,0.17252442
PARP3,0.48983425,0.10528637
OR6C4,0.4895736,0.09693915
TMEM133,0.48956907,0.12252536
C11orf54,0.48941872,0.13962048
MIB1,0.48929855,0.13870722
MSC,0.48909953,0.10499821
RPS17,0.48902953,0.12928312
PAGE5,0.48886624,0.1318171
ZFPM2,0.48864293,0.11707577
TMEM243,0.4886357,0.14380734
APLP1,0.48848188,0.11190043
CA5B,0.4884795,0.13257465
TEX261,0.4884795,0.13734348
KAZALD1,0.48835048,0.16524215
H2AC7,0.4882241,0.09871568
HSPD1,0.48814315,0.16890574
ZRANB2,0.48812196,0.11394237
MMADHC,0.4879234,0.15129521
FSD1,0.48778033,0.10689825
CMTM8,0.487655,0.12548499
ERGIC3,0.48764592,0.14634635
RASSF6,0.48762977,0.143117
SLC35F1,0.48761648,0.1144409
PGAM1,0.4875316,0.13181984
SMEK1,0.4874536,0.10836997
SH3TC2-DT,0.48744592,0.11964285
BEST2,0.48724762,0.14653581
RAB15,0.48724106,0.12639259
ELFN1,0.48723722,0.10552659
POMT1,0.48713967,0.11948023
CCSER2,0.48707125,0.14522423
TMEM238L,0.4869021,0.09919701
AKR1C6P,0.48684055,0.11599525
FBXO32,0.48682708,0.10504788
NUPR2,0.48682243,0.14335047
RPS8,0.48677713,0.10252449
C17orf82,0.48664987,0.17507538
GPR61,0.4866177,0.10949993
CASZ1,0.48660502,0.12834188
PDCD1,0.48653713,0.1039868
HSD11B1L,0.4864751,0.1330843
FAM102A,0.48642272,0.115023
SLC25A3,0.48637986,0.11363081
FAM90A14P,0.48620954,0.09559663
LCE6A,0.48618844,0.19107552
TCTEX1D2,0.48618227,0.12674296
KRTAP19-1,0.4861772,0.15686099
DCAF12L1,0.48613524,0.111779444
LOC440149,0.4861084,0.16435353
POM121L2,0.48608315,0.15087587
NSUN3,0.48605797,0.12677817
KCTD5,0.48603952,0.09372343
SIX6,0.48599038,0.12760672
NME4,0.4858985,0.14462495
RACK1,0.48587623,0.14742887
MTMR14,0.48583588,0.16230212
OXLD1,0.485786,0.13020639
IGFBP5,0.48576933,0.12992209
PPP6R2,0.48570448,0.14709099
PRDM13,0.48566034,0.12077566
WIPF3,0.48556885,0.19633916
TRIM41,0.48551273,0.10916038
PDGFRB,0.48550332,0.12491405
EXOSC5,0.4854395,0.12469907
ANO3,0.48542655,0.12630768
CLEC12B,0.48541155,0.19150741
USPL1,0.48539627,0.14935423
TTC16,0.48530805,0.15557484
CLPTM1,0.48529765,0.110018
PELO,0.48524478,0.141451
COL9A2,0.48521668,0.13817139
ATG9A,0.48518145,0.10509004
UBR4,0.48511773,0.1242241
NPAS3,0.48511454,0.1435533
YTHDF2,0.48509178,0.15567021
EP400,0.48506215,0.11572855
CRB3,0.48494756,0.113626
LINC01252,0.48469776,0.119395256
NDUFC2,0.48462364,0.13345322
RXFP3,0.4845932,0.12139063
KCNH4,0.4845558,0.12408536
ACTBL2,0.4845536,0.15532109
OR4N5,0.4845301,0.104415976
SLC30A4,0.48422575,0.13516194
CECR9,0.484127,0.13568644
GNB2,0.48390886,0.12996107
COMP,0.48385254,0.14000717
MAGEA6,0.48381305,0.13379855
CDC14B,0.48376504,0.14908054
EXOSC8,0.48363024,0.120907165
PEX2,0.4836141,0.14958574
CDC6,0.4835927,0.13442577
TEX101,0.48352814,0.10759247
GIPC1,0.48351395,0.15322106
TNFRSF4,0.48349485,0.12644567
PRMT3,0.4834814,0.11830886
PGGHG,0.48343912,0.13112967
ELFN2,0.48331094,0.1545433
UBXN11,0.48327875,0.09861554
SLC36A4,0.48326603,0.12333244
OR10A6,0.48325962,0.12492648
TRIT1,0.48322186,0.13143875
LINC03007,0.48294032,0.11130847
PRDM11,0.48292673,0.11614312
LOC100128563,0.4827904,0.12957361
HOXB4,0.48257595,0.12871492
ALOX12P2,0.48245376,0.10101834
RPUSD3,0.4823002,0.116448335
PHKA2,0.48229945,0.11599904
TAFA4,0.48224834,0.1296298
EBLN1,0.48224282,0.12991299
DCDC5,0.4821178,0.16566344
CACNA2D3,0.48205614,0.14787136
CPLANE2,0.4818744,0.12085363
FAM86B1,0.48176754,0.107068025
CLN8,0.48176348,0.13633436
AHR,0.48173907,0.17257814
SREBF1,0.48173282,0.13518181
TAT,0.48164234,0.11761605
KIF7,0.48143703,0.19534162
FIZ1,0.48142266,0.11291659
LHFPL2,0.4813921,0.1258336
PIGL,0.4813885,0.13947438
METAP2,0.4812029,0.18694426
DGAT2L6,0.48107284,0.1461896
OR6C74,0.48106202,0.13805214
SLC35E3,0.48091784,0.11068139
GMDS,0.48085347,0.15006372
GRPEL1,0.48082638,0.11216987
TMOD1,0.48064208,0.10510366
C22orf42,0.48057434,0.19233555
TBX18,0.48043796,0.16143535
ERI2,0.4802305,0.12380983
BNIPL,0.480163,0.1868362
TUBGCP2,0.47999603,0.15933701
DLX2,0.47966295,0.16123527
RNF103,0.47964644,0.13708654
CHMP4B,0.47960216,0.1350301
CST13P,0.4795699,0.13913469
TOLLIP,0.47947958,0.1250554
DND1,0.47947338,0.10206959
H2AC13,0.47943735,0.11709683
TNIK,0.47929472,0.12818307
MGC16025,0.47901887,0.110561565
EIF2A,0.4789935,0.12346674
ADSL,0.4789357,0.17962044
POLR1D,0.47880018,0.13980938
ELF1,0.47878465,0.14061856
CERT1,0.47870445,0.15173228
NF1,0.478675,0.16051984
PSMD2,0.47867188,0.15741907
TMEM225,0.4784833,0.13169082
STIM1,0.47848135,0.119104296
RGS20,0.4783871,0.11675113
CCDC80,0.4783212,0.1220824
TUBB1,0.4783092,0.1273962
CCDC8,0.47807932,0.15412603
SLITRK5,0.47797266,0.11448207
GIMAP8,0.47794992,0.15299368
LCN9,0.47789714,0.11684674
TAF1A,0.47784343,0.22279678
AMY2B,0.47780988,0.11244533
CELA3A,0.47775728,0.13095023
COG6,0.4776109,0.16589221
LINC00616,0.4775997,0.13149776
SIRPA,0.47759533,0.15485498
ZNF557,0.4775778,0.11828497
ST3GAL4,0.47748247,0.13023564
PHOSPHO1,0.4770876,0.18468635
SLC2A2,0.47706035,0.12264735
ENO3,0.47699222,0.11803038
PSMB8,0.4769321,0.16128063
EID3,0.4768533,0.11611732
RAB17,0.47664735,0.1364889
PNPO,0.47657073,0.15431884
C5AR1,0.47639,0.13464017
APOD,0.47638837,0.11625728
IDO1,0.47636473,0.095736615
ARL6,0.476358,0.12449052
DSG2,0.47607526,0.12912722
THPO,0.47607225,0.09814609
C3orf36,0.47583476,0.11814985
WDR54,0.47581273,0.15018992
OR11H6,0.47574046,0.10534223
SPAG1,0.47570232,0.13837063
FAM136A,0.47560343,0.11760031
CCDC74A,0.47549054,0.14467353
ANP32A,0.47539085,0.14931735
MXRA7,0.47531167,0.12056525
CERS5,0.47530124,0.12949014
ELP5,0.47524887,0.14315023
DEF6,0.4752428,0.1578035
GAGE2B,0.47519934,0.13116816
LOC388282,0.47506878,0.121509016
FIP1L1,0.4749789,0.13774963
ZNF682,0.47489318,0.13149601
TNR,0.47484994,0.14637621
CFAP161,0.47483617,0.1326002
LEMD3,0.47483602,0.11565736
GJA3,0.47478878,0.16785346
MUC13,0.47468886,0.09454941
YARS1,0.4744427,0.13288507
NAIF1,0.47436845,0.13737178
ABCD4,0.47436342,0.14957167
PDIA4,0.47424126,0.13326263
RPTOR,0.47419414,0.0980843
C9orf139,0.4741707,0.1210332
MUC7,0.47409922,0.1418922
ZXDC,0.4739624,0.10772701
DCP1A,0.47394353,0.16356902
GLIPR1L1,0.47382662,0.11948192
ITPKA,0.47380856,0.12308489
WIPF1,0.47377464,0.14768846
BCL2L15,0.47377,0.10443922
COX6B1,0.47360194,0.12815145
BLNK,0.47357693,0.14747773
ELF2,0.47345847,0.12718813
SLX1A,0.47345525,0.16597882
PTPN3,0.47337842,0.14084594
DNAL1,0.47329792,0.10267368
IQGAP2,0.47323343,0.103225194
POLM,0.47314364,0.12274018
CLEC10A,0.4731329,0.154923
MADD,0.47310588,0.14666116
ARHGEF12,0.47308496,0.14698958
TFB1M,0.47307536,0.10317277
ALAD,0.47301298,0.1277581
CROCC,0.47255698,0.16890882
CT45A6,0.47239926,0.11634517
LINGO2,0.4722944,0.12727152
GRAP,0.47228572,0.11028038
PCDHB6,0.4722587,0.12233729
C7orf31,0.4722205,0.11032864
TIMM44,0.47221857,0.12900925
ENAM,0.4720647,0.15779698
A1CF,0.47202736,0.11343133
SLC7A9,0.47201812,0.14058389
LOXL3,0.47196227,0.17088251
UPK3B,0.47187227,0.10189204
HBCBP,0.47178128,0.11872449
BORCS7,0.47175327,0.15068492
GPR45,0.47162354,0.17244042
GYPA,0.47156247,0.10862347
MLST8,0.47154897,0.1516519
TMEM14B,0.47152838,0.16121112
TEAD2,0.47146827,0.1287569
RNF2,0.4713879,0.14826807
DCAF13,0.47138003,0.16598955
PRR23C,0.47130498,0.11345917
GPRC5B,0.47126627,0.17460443
AMDHD2,0.47125712,0.15659389
SLC4A1AP,0.47123003,0.10943988
CCNG1,0.47117686,0.14284666
GRIK1,0.4710346,0.23085742
MFSD14A,0.4710022,0.15590125
KIF16B,0.4709778,0.1316948
SFXN5,0.4709044,0.15767768
GPRACR,0.47081554,0.09216311
G6PC3,0.47081277,0.12447389
TMBIM4,0.4707917,0.13430782
FZD9,0.4707487,0.12273892
TBC1D7,0.47072616,0.15250018
ARHGEF19,0.47064337,0.16446693
KLKP1,0.47051346,0.1340097
PAK1IP1,0.47042158,0.18323503
CHST9,0.4702964,0.11518635
NRP1,0.4702889,0.15141398
CTPS1,0.4702672,0.12208584
C9orf152,0.47015262,0.14813536
AHNAK2,0.47006935,0.10216424
SPP1,0.4699888,0.12134578
LCE5A,0.46998373,0.18112756
FARSB,0.46993527,0.111972876
MYO7B,0.46988267,0.14308012
HPF1,0.46967274,0.14179148
TUBGCP5,0.46964756,0.12205775
SON,0.4696465,0.105122685
INTS4P1,0.46960604,0.0940298
OPTC,0.4694468,0.13646437
RHBDD1,0.46927997,0.11179073
TXN,0.46915963,0.13362347
OR10Q1,0.4690195,0.10157567
BMP10,0.46893165,0.15072212
HERC6,0.46889344,0.17400897
NEK8,0.46887287,0.105691135
ST6GALNAC2,0.4686733,0.15800267
LINC01599,0.4686191,0.15346657
PELP1,0.46856496,0.17742251
CXCR6,0.46855316,0.10945433
F2RL2,0.46852764,0.14373952
WNT2,0.468326,0.12323141
RAB3IL1,0.46829876,0.11291308
SLC7A7,0.46827823,0.11824183
KRTAP5-5,0.4681709,0.10844188
ZBTB8A,0.46815586,0.09927307
PGP,0.46806923,0.1414387
LGI3,0.46804,0.13054079
LINC01304,0.46802327,0.10625241
IL4R,0.46798483,0.12359459
DLGAP1-AS5,0.4676949,0.13131993
MIIP,0.46768254,0.10445475
ZADH2,0.46763864,0.091512114
MUC15,0.46738797,0.11883677
CORIN,0.4673428,0.17335007
ENG,0.46732417,0.15896182
TICAM1,0.46728697,0.13659969
TSPY10,0.46726027,0.1363748
KDM4B,0.46713543,0.092390366
IL1RL1,0.4669595,0.13746017
GMPR2,0.4667623,0.19722939
PADI4,0.46675923,0.11725526
EGFEM1P,0.46669194,0.15083186
AGBL5,0.46665445,0.13185742
SCAND1,0.46661857,0.15791959
CENPBD2P,0.46659625,0.15103455
APOH,0.46657145,0.13770708
SLC50A1,0.46650958,0.19647887
TOM1L1,0.46634084,0.17813377
NOTCH4,0.4663322,0.14512523
SYF2,0.4662423,0.1157675
PPM1H,0.46550253,0.17701648
SCAMP3,0.4654479,0.12770164
STEAP2,0.46543005,0.10543031
FERMT1,0.46533856,0.13149655
MPP1,0.46533233,0.13255809
IFT122,0.46528316,0.11347764
NUTM2G,0.4652713,0.10758923
SPATS2L,0.4651248,0.12021695
PNPLA2,0.46507084,0.1388705
KANK1,0.46505412,0.12326118
CYHR1,0.46504742,0.13360463
MAP7D3,0.46490782,0.108901225
SEMA3A,0.46490118,0.12589082
LDB1,0.46481332,0.16105959
C2CD2,0.46475223,0.11992443
TTYH3,0.46474388,0.13112865
DEC1,0.46464312,0.103725344
BCL2L12,0.4646363,0.10215406
ZBTB6,0.4644594,0.12910028
IDI1,0.4643763,0.111320674
CEBPD,0.46432006,0.117668614
AOAH,0.46422485,0.173351
LINGO4,0.46419707,0.11302606
TNNI1,0.46408135,0.110292345
MRPL16,0.46405962,0.1401756
LINC00189,0.46396655,0.22953048
PRB1,0.46394217,0.1289893
APOOL,0.46385685,0.13052708
AFF1,0.4638459,0.11929771
TRMT2B,0.46357742,0.13170098
SLC12A9,0.46349943,0.13669933
HTR2A,0.46348485,0.14054586
GHDC,0.4634632,0.13458167
FAM174C,0.46345365,0.10283257
NCOA7,0.46330616,0.11451814
PGS1,0.46328342,0.11536815
ST6GALNAC3,0.46325362,0.12020042
BEX5,0.46291634,0.108161636
CYGB,0.46291542,0.11186516
INTS6,0.46290398,0.12319475
STARD5,0.46282256,0.12155708
ZNF33A,0.46280423,0.13560688
FNTA,0.46271655,0.13568759
PZP,0.46267784,0.180001
FOSL2,0.46265596,0.14897637
LIPT1,0.46264085,0.18975802
OSTM1,0.46263945,0.122647054
EGFL6,0.46259522,0.12311562
TIMM10B,0.46255356,0.10974697
PGPEP1,0.46251234,0.13541248
NDUFB6,0.4625065,0.12984972
COPZ2,0.46233866,0.105109274
ZNF397,0.46232677,0.11809039
APOA5,0.46216422,0.13317864
ANKLE1,0.46195158,0.15296495
MRPS18B,0.46192288,0.1292019
LINC00639,0.46179786,0.12204394
CD80,0.46162763,0.09033424
H1-9,0.4616036,0.12126307
ABCA13,0.46155524,0.12653746
KLHL29,0.46145236,0.14773755
OR4N2,0.46141022,0.1441663
HBA2,0.4612517,0.14403622
GTF2F2,0.4611964,0.14491728
HESX1,0.46114442,0.13830112
CLASP2,0.46109074,0.11661856
CANT1,0.46104047,0.108066194
SLC28A3,0.46092266,0.14673342
SPATA21,0.46084625,0.12515607
ZNF544,0.46080926,0.17439257
DOK4,0.46080115,0.1180927
IL2RA,0.46079728,0.15036315
ANKRD36BP2,0.46055463,0.109748885
CBX8,0.46049207,0.10785666
ABCD3,0.46027204,0.1795039
LINC01879,0.46026716,0.1790135
UBOX5,0.4600891,0.14756684
PPP1R13L,0.46002117,0.11036748
C5orf47,0.45994222,0.15002003
KIAA1257,0.45993668,0.12380628
NANP,0.4599168,0.16964394
NPIPA1,0.45989743,0.10306083
HSD17B1,0.4598541,0.12629996
KRTCAP2,0.45972565,0.11985353
EPS8L2,0.459678,0.107187234
C21orf30,0.45965675,0.13190682
SSTR2,0.4596408,0.11228702
GREB1L,0.45952648,0.13632838
ABCF3,0.45948362,0.0983845
PTGDR,0.45934936,0.099080354
RPA1,0.4593223,0.19404367
SNX4,0.45917535,0.11941534
MCMBP,0.4591485,0.11071129
SPOUT1,0.4590892,0.15799674
YDJC,0.4590573,0.10640789
KLK7,0.45893613,0.14070265
ABCF2,0.45887464,0.1364404
KRTAP10-7,0.4587985,0.10134979
TGM4,0.45876348,0.12647514
EN2,0.45875537,0.12120526
ROPN1B,0.4587256,0.12251292
MRPS34,0.4586305,0.09971584
LINC00319,0.45860434,0.12833577
GALP,0.45855558,0.122391395
ACBD3,0.4584679,0.13964589
GGNBP2,0.45814064,0.1120757
KLHL9,0.45801952,0.13524447
LINC00924,0.457924,0.12582311
FAM53C,0.45790106,0.12607229
LCN2,0.4578271,0.11294844
C1orf122,0.45776874,0.12602198
LHFPL3-AS1,0.45768124,0.14978577
ASB7,0.45766196,0.13763364
C11orf76,0.4576548,0.1196438
CMTR1,0.45764372,0.106704205
WWC2-AS2,0.4576365,0.13122138
FGD6,0.45749217,0.13260172
SLC25A45,0.45741785,0.08887628
ABTB2,0.4574104,0.12306833
AATBC,0.4573499,0.13705333
FAM174B,0.45731944,0.16347393
TMSB15B,0.45725667,0.20138331
CHD3,0.45716935,0.16615522
SLC2A11,0.45716062,0.114601694
CNIH3,0.45712587,0.12645562
RBM10,0.45701677,0.13023485
LLGL1,0.45697832,0.16687681
PPP1R32,0.45697555,0.14761396
INA,0.45683736,0.16326693
SLC1A2,0.45683074,0.10522915
LINC01973,0.45682168,0.14117102
RHBDL3,0.45660287,0.12700577
RPL6,0.45656464,0.118758224
LINC02111,0.45635304,0.14413062
SDS,0.4563228,0.13056414
PLA2G5,0.45607868,0.12688148
ITGA7,0.45605186,0.12188821
IER3IP1,0.45605093,0.12053964
DIRAS1,0.45600176,0.10477694
FAM197Y1,0.45593214,0.1175666
TANGO6,0.45589986,0.14973442
SMIM13,0.45587674,0.13031206
FLJ41327,0.45584327,0.13419892
SRPK1,0.45576867,0.113165
MDC1,0.4556204,0.09980964
SRRM1,0.4555559,0.13068771
AKR1B10,0.4555436,0.13274184
FOXP2,0.4554271,0.114558205
LOC441179,0.45541853,0.119540386
TMEM186,0.45539558,0.10962573
GNB1,0.45529777,0.17399122
WT1,0.4551764,0.16069058
