gene,residual_score,residual_std,gated_score,gated_std,residual_rank,gated_rank,rank_diff,abs_rank_diff
LOC646484,0.6165703,0.113353066,0.4162678,0.08507275,285.0,2775.0,-2490.0,2490.0
GPRC5D,0.6165274,0.12091645,0.47401914,0.069346085,286.0,2227.0,-1941.0,1941.0
LRRC61,0.61650306,0.17183037,0.5979504,0.13420023,287.0,386.0,-99.0,99.0
GPX2,0.616467,0.13810714,0.6355241,0.07333506,288.0,131.0,157.0,157.0
LACTB2,0.6161459,0.15133516,0.5766871,0.0820236,289.0,611.0,-322.0,322.0
MED13L,0.6160106,0.12379843,0.5773159,0.08218264,290.0,604.0,-314.0,314.0
BAIAP2-DT,0.6157684,0.116363496,0.572146,0.07934703,291.0,676.0,-385.0,385.0
LAPTM4A,0.61559117,0.10390871,0.6591101,0.07845546,292.0,59.0,233.0,233.0
RPS28,0.61557764,0.11647717,0.45717692,0.083003834,293.0,2446.0,-2153.0,2153.0
ABRAXAS2,0.615472,0.100817665,0.57573754,0.07968561,294.0,627.0,-333.0,333.0
RAB35,0.6151874,0.12599966,0.4752236,0.10276463,295.0,2207.0,-1912.0,1912.0
FAM75D3,0.6150635,0.10263495,0.56194234,0.08230973,296.0,799.0,-503.0,503.0
LRP5,0.6148175,0.12733649,0.45986834,0.14122064,297.0,2406.0,-2109.0,2109.0
MROH1,0.61481464,0.16065563,0.44558403,0.12673187,298.0,2568.0,-2270.0,2270.0
DEFB103B,0.61479694,0.13282913,0.6041839,0.098790966,299.0,327.0,-28.0,28.0
C4B,0.6146741,0.15412967,0.48116335,0.061664887,300.0,2118.0,-1818.0,1818.0
TTPA,0.61459047,0.13767307,0.5478648,0.09584906,301.0,1007.0,-706.0,706.0
HNRNPDL,0.6142078,0.12550175,0.5220741,0.13091266,302.0,1405.0,-1103.0,1103.0
PRKCSH,0.61390454,0.13617307,0.40410683,0.08630846,303.0,2845.0,-2542.0,2542.0
SCGB2B2,0.6136598,0.13877209,0.49174726,0.09232355,304.0,1945.0,-1641.0,1641.0
FBXL19,0.6134243,0.1262832,0.53400034,0.082913406,305.0,1216.0,-911.0,911.0
BAG3,0.6130972,0.14905532,0.54119825,0.09844856,306.0,1103.0,-797.0,797.0
FAM3A,0.6127814,0.110993765,0.4834956,0.10058657,307.0,2082.0,-1775.0,1775.0
DUSP19,0.6127074,0.11728465,0.5955613,0.08488434,308.0,411.0,-103.0,103.0
CDC73,0.6121318,0.09250708,0.46960366,0.10603573,309.0,2300.0,-1991.0,1991.0
DENND5B,0.61207515,0.16642274,0.62592393,0.10002769,310.0,183.0,127.0,127.0
PP2D1,0.6119741,0.110911496,0.50618374,0.09889188,311.0,1683.0,-1372.0,1372.0
ZNF233,0.61161983,0.15989968,0.5491221,0.105275296,312.0,985.0,-673.0,673.0
KIR2DS5,0.61157453,0.14916618,0.49387982,0.08251461,313.0,1896.0,-1583.0,1583.0
GAB3,0.61145335,0.1127095,0.48593414,0.071636304,314.0,2041.0,-1727.0,1727.0
CEBPG,0.6113626,0.12318558,0.38181734,0.080489755,315.0,2936.0,-2621.0,2621.0
OR6C68,0.6112928,0.12088923,0.6184287,0.08990246,316.0,222.0,94.0,94.0
PCSK2,0.610976,0.10741821,0.5671284,0.095211804,317.0,735.0,-418.0,418.0
MGC27382,0.61082625,0.12272684,0.43788785,0.082533166,318.0,2623.0,-2305.0,2305.0
CLEC4M,0.6106021,0.15156214,0.572719,0.09286373,319.0,667.0,-348.0,348.0
XPOT,0.61047953,0.1189944,0.67782766,0.074937,320.0,26.0,294.0,294.0
CAPN11,0.610369,0.099311806,0.5900905,0.106672056,321.0,461.0,-140.0,140.0
H1-4,0.61019313,0.14540401,0.43349198,0.09540839,322.0,2654.0,-2332.0,2332.0
PRKCQ,0.61015034,0.1819308,0.57680476,0.09313497,323.0,608.0,-285.0,285.0
TM4SF19-TCTEX1D2,0.61007965,0.14191392,0.47990412,0.08917761,324.0,2135.0,-1811.0,1811.0
VHL,0.61003906,0.11906876,0.6527805,0.07799323,325.0,73.0,252.0,252.0
PCDHGB2,0.6099724,0.15114118,0.52913654,0.07739407,326.0,1292.0,-966.0,966.0
KRT38,0.6099507,0.13030672,0.49354926,0.07388422,327.0,1907.0,-1580.0,1580.0
UBE2D3,0.60990274,0.19506186,0.5034147,0.0919913,328.0,1722.0,-1394.0,1394.0
ZNF444,0.60975444,0.11890089,0.58377135,0.09197307,329.0,533.0,-204.0,204.0
KCNJ5,0.60942876,0.1332925,0.59031844,0.118042365,330.0,457.0,-127.0,127.0
CASP2,0.6090838,0.16244996,0.5584961,0.102988675,331.0,847.0,-516.0,516.0
MAPK10,0.6089425,0.10626111,0.38710102,0.10003375,332.0,2914.0,-2582.0,2582.0
PPIL3,0.6088544,0.112779275,0.6557611,0.094167754,333.0,67.0,266.0,266.0
FUT10,0.6088526,0.188768,0.557513,0.09514129,334.0,863.0,-529.0,529.0
OGN,0.6087331,0.128313,0.67278236,0.11028118,335.0,34.0,301.0,301.0
UNG,0.6087046,0.09911385,0.58061093,0.10230232,336.0,571.0,-235.0,235.0
CT55,0.6087042,0.12936611,0.46910182,0.09175059,337.0,2304.0,-1967.0,1967.0
MAF1,0.6083105,0.10529883,0.41726372,0.09488431,338.0,2767.0,-2429.0,2429.0
KCNIP3,0.60828614,0.14013539,0.5103768,0.09337602,339.0,1618.0,-1279.0,1279.0
DNAH7,0.608282,0.10487587,0.60657305,0.10130707,340.0,308.0,32.0,32.0
PJA2,0.60822654,0.124016024,0.49918228,0.08382943,341.0,1798.0,-1457.0,1457.0
OR4F21,0.6081737,0.17807895,0.59981036,0.075457685,342.0,370.0,-28.0,28.0
CCDC105,0.6081404,0.14399627,0.4700396,0.075880416,343.0,2296.0,-1953.0,1953.0
MINPP1,0.60770434,0.13493143,0.5093328,0.10590356,344.0,1637.0,-1293.0,1293.0
EIF1AX,0.60764116,0.10371502,0.5037943,0.087768905,345.0,1712.0,-1367.0,1367.0
GALNT8,0.607624,0.14884822,0.49270213,0.062944025,346.0,1928.0,-1582.0,1582.0
FAR2,0.6074621,0.14771476,0.54587054,0.08443708,347.0,1040.0,-693.0,693.0
CRACR2A,0.6074176,0.09927132,0.44888175,0.06489965,348.0,2534.0,-2186.0,2186.0
PPDPF,0.6073262,0.1123731,0.39754218,0.11932567,349.0,2878.0,-2529.0,2529.0
FGFBP2,0.60690194,0.09644289,0.45970434,0.0839811,350.0,2408.0,-2058.0,2058.0
LOC162137,0.6068797,0.16834949,0.6322343,0.09962015,351.0,151.0,200.0,200.0
CD96,0.6064729,0.11013783,0.4630775,0.12276001,352.0,2365.0,-2013.0,2013.0
ISOC1,0.6063468,0.14079131,0.46729523,0.08602315,353.0,2320.0,-1967.0,1967.0
GPR6,0.60633564,0.12833881,0.6064599,0.07172807,354.0,310.0,44.0,44.0
CSN1S1,0.6059153,0.1480728,0.49218372,0.06695957,355.0,1939.0,-1584.0,1584.0
C2orf84,0.60578966,0.099947795,0.58553827,0.11097527,356.0,508.0,-152.0,152.0
CD177,0.6057078,0.12955889,0.50298727,0.08886546,357.0,1729.0,-1372.0,1372.0
DOLPP1,0.605568,0.09654092,0.459008,0.09214232,358.0,2422.0,-2064.0,2064.0
ABHD17C,0.6055608,0.1194592,0.4760273,0.1030841,359.0,2195.0,-1836.0,1836.0
LOC401442,0.60554296,0.105510175,0.45861852,0.10275433,360.0,2426.0,-2066.0,2066.0
AGR2,0.6055397,0.16791068,0.47508916,0.093774125,361.0,2210.0,-1849.0,1849.0
PTRH1,0.6054444,0.13707162,0.4615973,0.09742034,362.0,2388.0,-2026.0,2026.0
CAMKMT,0.6053857,0.124473326,0.5364133,0.070247196,363.0,1185.0,-822.0,822.0
HAPLN2,0.60505855,0.0953708,0.48401,0.08408961,364.0,2071.0,-1707.0,1707.0
DAAM1,0.6050342,0.1119294,0.5279934,0.06302027,365.0,1309.0,-944.0,944.0
EFCAB4B,0.6049833,0.12531237,0.608713,0.090702906,366.0,287.0,79.0,79.0
DZIP1L,0.6049114,0.14811057,0.49613392,0.11060901,367.0,1857.0,-1490.0,1490.0
SFRP5,0.60489994,0.11573578,0.48969615,0.10630117,368.0,1981.0,-1613.0,1613.0
WDR1,0.6047432,0.14459209,0.49635866,0.08169685,369.0,1849.0,-1480.0,1480.0
IRF3,0.60473293,0.10973905,0.47631735,0.1236095,370.0,2190.0,-1820.0,1820.0
PRSS3,0.60434216,0.14462863,0.5818103,0.08254027,371.0,558.0,-187.0,187.0
ZNF98,0.604317,0.124507666,0.47740546,0.06525214,372.0,2172.0,-1800.0,1800.0
MARCHF11,0.60430837,0.12800272,0.47645032,0.10214018,373.0,2188.0,-1815.0,1815.0
DSCR9,0.6042833,0.11653384,0.5535178,0.07297947,374.0,922.0,-548.0,548.0
ELOB,0.60420406,0.13628705,0.3450292,0.0932455,375.0,2987.0,-2612.0,2612.0
PNP,0.6041203,0.14104058,0.61233056,0.082683414,376.0,261.0,115.0,115.0
VKORC1,0.6041193,0.109192625,0.4937131,0.08345806,377.0,1903.0,-1526.0,1526.0
CTRC,0.60408425,0.10924831,0.46547058,0.13157694,378.0,2340.0,-1962.0,1962.0
AGRN,0.60401034,0.11823689,0.48573962,0.099993974,379.0,2043.0,-1664.0,1664.0
SLC6A14,0.6037794,0.122026816,0.6962834,0.074952915,380.0,6.0,374.0,374.0
AK125594,0.603734,0.12403339,0.5597271,0.097379245,381.0,826.0,-445.0,445.0
NIN,0.60353935,0.098547846,0.52795315,0.07736419,382.0,1312.0,-930.0,930.0
NFATC2,0.60345143,0.132271,0.53751045,0.09610737,383.0,1166.0,-783.0,783.0
HAAO,0.60344875,0.10853041,0.4736263,0.10829657,384.0,2233.0,-1849.0,1849.0
DBT,0.60344857,0.107867055,0.5516393,0.07103688,385.0,949.0,-564.0,564.0
TUBB2B,0.60322607,0.11619285,0.669754,0.08939931,386.0,39.0,347.0,347.0
NUMBL,0.60281265,0.12691905,0.49664757,0.09797721,387.0,1840.0,-1453.0,1453.0
USP44,0.60279137,0.12108629,0.45646855,0.09959486,388.0,2456.0,-2068.0,2068.0
LINC01094,0.6027098,0.09115747,0.48293236,0.067002825,389.0,2091.0,-1702.0,1702.0
FLJ16734,0.6016013,0.14354666,0.53271013,0.07166244,390.0,1233.0,-843.0,843.0
GRASP,0.60150737,0.172664,0.6016328,0.079064064,391.0,351.0,40.0,40.0
GADD45A,0.6014419,0.109680146,0.5128373,0.07016584,392.0,1578.0,-1186.0,1186.0
AUTS2,0.60143614,0.120155714,0.51634014,0.06933972,393.0,1502.0,-1109.0,1109.0
ZFYVE28,0.6012999,0.10406027,0.53102666,0.093711935,394.0,1260.0,-866.0,866.0
FBXO22,0.60119087,0.13479115,0.54919505,0.08155142,395.0,983.0,-588.0,588.0
CREG2,0.60105085,0.13586657,0.53128374,0.079637565,396.0,1256.0,-860.0,860.0
TERF1,0.60100704,0.09352825,0.61460954,0.08289427,397.0,242.0,155.0,155.0
FUCA2,0.6009601,0.1252568,0.66560316,0.09112104,398.0,46.0,352.0,352.0
TUBB4A,0.60089546,0.1263369,0.5751311,0.12375464,399.0,634.0,-235.0,235.0
PTH1R,0.6007949,0.12983303,0.6399772,0.10422272,400.0,109.0,291.0,291.0
TCHP,0.6006501,0.13299294,0.6485398,0.097114235,401.0,82.0,319.0,319.0
PMCH,0.6003174,0.13101591,0.4955412,0.07932981,402.0,1868.0,-1466.0,1466.0
WDR97,0.59999055,0.11694513,0.5328854,0.095820956,403.0,1231.0,-828.0,828.0
PLCE1,0.5999816,0.14259508,0.45764637,0.09023311,404.0,2440.0,-2036.0,2036.0
GSK3A,0.59979415,0.15519233,0.5902176,0.085713066,405.0,460.0,-55.0,55.0
ZBTB37,0.59971917,0.12345119,0.45757207,0.0818061,406.0,2443.0,-2037.0,2037.0
ME3,0.59969735,0.19794394,0.557219,0.09420802,407.0,869.0,-462.0,462.0
IP6K1,0.5994196,0.16031194,0.5042427,0.07794904,408.0,1705.0,-1297.0,1297.0
IL12RB2,0.5993994,0.10231233,0.58705086,0.07884698,409.0,493.0,-84.0,84.0
PLEKHN1,0.59934497,0.13789795,0.4742087,0.080249585,410.0,2222.0,-1812.0,1812.0
C19orf18,0.5993011,0.15070899,0.37326822,0.08551667,411.0,2958.0,-2547.0,2547.0
ABLIM3,0.5991279,0.14089899,0.50756365,0.105007365,412.0,1665.0,-1253.0,1253.0
IL1RN,0.59906715,0.10345765,0.5093826,0.09487429,413.0,1635.0,-1222.0,1222.0
NACAD,0.59902304,0.11409359,0.4206794,0.079410344,414.0,2746.0,-2332.0,2332.0
RAG2,0.59886694,0.12372775,0.48083922,0.08401672,415.0,2122.0,-1707.0,1707.0
SLC25A19,0.59886336,0.1453367,0.3809026,0.09657553,416.0,2940.0,-2524.0,2524.0
DKK1,0.5987882,0.12552105,0.5474754,0.07867032,417.0,1010.0,-593.0,593.0
TBCC,0.59878254,0.099162914,0.41018724,0.06933004,418.0,2813.0,-2395.0,2395.0
NUP88,0.5987003,0.12453227,0.5621824,0.080492005,419.0,796.0,-377.0,377.0
CRYBA1,0.59857875,0.14567761,0.47544008,0.079885855,420.0,2205.0,-1785.0,1785.0
CACNA1B,0.59855765,0.10676152,0.5962506,0.12636817,421.0,400.0,21.0,21.0
GCNT2P1,0.59844387,0.11176679,0.61029875,0.09205092,422.0,275.0,147.0,147.0
COPZ1,0.5984059,0.12697704,0.41270038,0.11080192,423.0,2800.0,-2377.0,2377.0
HSF2,0.5983309,0.17982006,0.5588141,0.09697824,424.0,844.0,-420.0,420.0
C11orf71,0.5982526,0.14230795,0.4172743,0.07858365,425.0,2766.0,-2341.0,2341.0
COL21A1,0.59811795,0.12372807,0.600973,0.09327926,426.0,358.0,68.0,68.0
GAL3ST2,0.59781045,0.17058437,0.60298944,0.087534286,427.0,339.0,88.0,88.0
PLA2G2D,0.5975781,0.15653098,0.48217818,0.106001504,428.0,2103.0,-1675.0,1675.0
SEPTIN4,0.5975347,0.12494806,0.6078993,0.09186957,429.0,295.0,134.0,134.0
SUMO3,0.5975279,0.12046286,0.59942466,0.107683055,430.0,374.0,56.0,56.0
ZNF493,0.5974368,0.12557054,0.49480602,0.101668805,431.0,1883.0,-1452.0,1452.0
UTP23,0.59717584,0.118927546,0.6355585,0.1230619,432.0,130.0,302.0,302.0
TC2N,0.5971365,0.12938452,0.66204166,0.09857487,433.0,52.0,381.0,381.0
TRIM15,0.5971043,0.15431295,0.53853536,0.08639816,434.0,1140.0,-706.0,706.0
FAM218A,0.5968892,0.14233273,0.57957083,0.11427275,435.0,584.0,-149.0,149.0
CLIC6,0.59679615,0.12144693,0.5947662,0.111033894,436.0,422.0,14.0,14.0
C3orf56,0.5965751,0.13038248,0.49799755,0.0890698,437.0,1816.0,-1379.0,1379.0
CST8,0.59647536,0.15554637,0.6308086,0.11440683,438.0,157.0,281.0,281.0
CRYGA,0.5961971,0.1206579,0.45609683,0.098487444,439.0,2462.0,-2023.0,2023.0
LINC00965,0.59617513,0.13882214,0.5278737,0.092094354,440.0,1314.0,-874.0,874.0
F13B,0.59609365,0.1709333,0.48625952,0.082071476,441.0,2036.0,-1595.0,1595.0
MED23,0.5960924,0.119398676,0.482898,0.10146738,442.0,2092.0,-1650.0,1650.0
ECD,0.5958599,0.13559262,0.5774282,0.08312416,443.0,603.0,-160.0,160.0
ZFP82,0.59546196,0.15414226,0.5619309,0.09843394,444.0,801.0,-357.0,357.0
CDC27,0.5954169,0.124409735,0.48993692,0.107560076,445.0,1976.0,-1531.0,1531.0
TRPM4,0.5953813,0.10793663,0.61947143,0.103016876,446.0,211.0,235.0,235.0
HNRNPAB,0.5950745,0.1327781,0.53177655,0.08099217,447.0,1245.0,-798.0,798.0
ALPI,0.5950008,0.15918085,0.5276473,0.066517375,448.0,1316.0,-868.0,868.0
CSMD2,0.59499466,0.112688996,0.49468827,0.07109941,449.0,1885.0,-1436.0,1436.0
CLCF1,0.5947886,0.15348196,0.63272595,0.08535573,450.0,146.0,304.0,304.0
OR10D1P,0.59470475,0.18427415,0.70499176,0.07832249,451.0,2.0,449.0,449.0
SULT1C4,0.59466755,0.17009519,0.51586246,0.07993093,452.0,1513.0,-1061.0,1061.0
PDE4B,0.59462154,0.13953593,0.64179856,0.082441874,453.0,102.0,351.0,351.0
TSPEAR-AS2,0.59447503,0.11348439,0.5842222,0.11903535,454.0,525.0,-71.0,71.0
NFE4,0.59405595,0.10289839,0.5981549,0.09389678,455.0,383.0,72.0,72.0
LOC646999,0.59390014,0.11900167,0.6127089,0.06957204,456.0,259.0,197.0,197.0
RALGPS1,0.593847,0.13108578,0.3661568,0.06879468,457.0,2971.0,-2514.0,2514.0
PTF1A,0.59370404,0.15069638,0.47683725,0.07610641,458.0,2178.0,-1720.0,1720.0
SOWAHC,0.59356695,0.1138866,0.5633735,0.091264844,459.0,778.0,-319.0,319.0
MBNL2,0.5932876,0.10941721,0.5619419,0.08173238,460.0,800.0,-340.0,340.0
ORMDL3,0.59327596,0.12349907,0.483183,0.10232243,461.0,2088.0,-1627.0,1627.0
PLGLB1,0.5931743,0.15420437,0.48014948,0.06419583,462.0,2132.0,-1670.0,1670.0
PVALB,0.5931263,0.1434364,0.5220544,0.11642538,463.0,1407.0,-944.0,944.0
EVC,0.5931257,0.12669598,0.4754412,0.07271508,464.0,2204.0,-1740.0,1740.0
ZDHHC7,0.5931096,0.17750345,0.3715589,0.08244843,465.0,2962.0,-2497.0,2497.0
P2RY11,0.593102,0.123661466,0.6046976,0.104026146,466.0,324.0,142.0,142.0
DGCR6L,0.5929808,0.15559813,0.55727935,0.105811864,467.0,867.0,-400.0,400.0
PCDHGB3,0.5929804,0.17237791,0.5376053,0.093710124,468.0,1163.0,-695.0,695.0
CPT1A,0.5928486,0.123415664,0.5600381,0.076498255,469.0,823.0,-354.0,354.0
PPP1R11,0.5928365,0.117878765,0.4985449,0.1295689,470.0,1807.0,-1337.0,1337.0
ATP6V1B2,0.5926703,0.16295867,0.48121527,0.096750356,471.0,2116.0,-1645.0,1645.0
DCBLD1,0.592625,0.11321139,0.58206487,0.07723247,472.0,551.0,-79.0,79.0
NNT,0.59233314,0.11177479,0.4996018,0.07681265,473.0,1792.0,-1319.0,1319.0
TMPRSS11E,0.5921986,0.12024678,0.53947645,0.06691611,474.0,1126.0,-652.0,652.0
LRCH4,0.5921276,0.13585591,0.5482381,0.091699034,475.0,1000.0,-525.0,525.0
GPR155,0.5920748,0.11472688,0.45178306,0.0900458,476.0,2510.0,-2034.0,2034.0
MEF2BNB,0.5920234,0.16301243,0.5702399,0.090431824,477.0,700.0,-223.0,223.0
ALG14,0.5920009,0.118850626,0.55496293,0.08155406,478.0,901.0,-423.0,423.0
YPEL2,0.59185624,0.15858036,0.47565874,0.07175328,479.0,2201.0,-1722.0,1722.0
CASC1,0.5917866,0.12700024,0.60716003,0.09591712,480.0,304.0,176.0,176.0
IRF6,0.5917749,0.15650302,0.44354057,0.077961326,481.0,2579.0,-2098.0,2098.0
SSR4,0.5916592,0.15863506,0.4852512,0.0976424,482.0,2054.0,-1572.0,1572.0
SPACA9,0.5915223,0.10901684,0.4889233,0.102496214,483.0,1997.0,-1514.0,1514.0
SNAI1,0.59147406,0.093341485,0.5839375,0.08727152,484.0,530.0,-46.0,46.0
ACTC1,0.59145683,0.12511851,0.52033156,0.13991176,485.0,1437.0,-952.0,952.0
LOC219690,0.5914473,0.14936884,0.44342926,0.08131584,486.0,2581.0,-2095.0,2095.0
B3GNT3,0.5914272,0.1274919,0.5343858,0.08313019,487.0,1209.0,-722.0,722.0
PRRT4,0.5912585,0.20205215,0.43679443,0.09244587,488.0,2632.0,-2144.0,2144.0
RTL1,0.59107906,0.15609156,0.43737385,0.113630585,489.0,2628.0,-2139.0,2139.0
CLDN19,0.59100604,0.13272117,0.5974347,0.09980171,490.0,387.0,103.0,103.0
GDF5,0.5909366,0.11424009,0.56903976,0.0838441,491.0,710.0,-219.0,219.0
PLN,0.5906886,0.13675115,0.52021956,0.09321684,492.0,1439.0,-947.0,947.0
TERB1,0.5905929,0.11141303,0.58317775,0.11796631,493.0,541.0,-48.0,48.0
TP53INP2,0.5905344,0.1235433,0.5917325,0.082294054,494.0,447.0,47.0,47.0
TREML3P,0.59045166,0.12539598,0.4833688,0.08297155,495.0,2087.0,-1592.0,1592.0
MT1A,0.5904442,0.13777056,0.5527864,0.10933286,496.0,929.0,-433.0,433.0
GDF15,0.5903611,0.108119704,0.5224998,0.10003756,497.0,1399.0,-902.0,902.0
MYL12BP2,0.5903556,0.16421585,0.54252064,0.10105641,498.0,1081.0,-583.0,583.0
RAD23A,0.59006476,0.11612413,0.52902484,0.12095814,499.0,1294.0,-795.0,795.0
NR0B2,0.5898919,0.115016505,0.5234605,0.086329676,500.0,1384.0,-884.0,884.0
PIP5K1B,0.58988667,0.10575897,0.44651064,0.079724535,501.0,2561.0,-2060.0,2060.0
KLHL41,0.58962816,0.11500939,0.53290325,0.07708519,502.0,1230.0,-728.0,728.0
GATA4,0.58961016,0.12578827,0.6031215,0.07078257,503.0,336.0,167.0,167.0
DCLK2,0.58946294,0.13264473,0.5338137,0.0932129,504.0,1221.0,-717.0,717.0
RPL9P11,0.58945113,0.121954985,0.5178011,0.10006495,505.0,1478.0,-973.0,973.0
HCG4B,0.5893937,0.10484511,0.5594305,0.09488814,506.0,833.0,-327.0,327.0
GORAB,0.58926296,0.13385768,0.50079066,0.11333423,507.0,1769.0,-1262.0,1262.0
SPRY3,0.5892324,0.13474837,0.42598093,0.071031705,508.0,2715.0,-2207.0,2207.0
LOC150005,0.58911496,0.1180692,0.5962178,0.101701505,509.0,401.0,108.0,108.0
PLVAP,0.58909863,0.12127814,0.54473716,0.088820994,510.0,1052.0,-542.0,542.0
PHF12,0.58888394,0.105923064,0.56147313,0.08126331,511.0,807.0,-296.0,296.0
PEX5,0.5888094,0.14215092,0.50967443,0.10293735,512.0,1626.0,-1114.0,1114.0
NPDC1,0.5887564,0.11623976,0.40505657,0.096620776,513.0,2839.0,-2326.0,2326.0
EIF2AK4,0.5887305,0.14340156,0.5161983,0.07695857,514.0,1508.0,-994.0,994.0
LINC00115,0.58871007,0.10513121,0.61752665,0.093484804,515.0,228.0,287.0,287.0
LOC644285,0.58847636,0.14299417,0.5082221,0.1171767,516.0,1652.0,-1136.0,1136.0
AX748125,0.58816874,0.121034935,0.49695265,0.07683426,517.0,1833.0,-1316.0,1316.0
DDX18,0.5881218,0.13960838,0.52299523,0.10607752,518.0,1393.0,-875.0,875.0
FAT1,0.5877791,0.103164755,0.6318176,0.09655557,519.0,154.0,365.0,365.0
GNA13,0.58770216,0.09226552,0.5894597,0.06727168,520.0,468.0,52.0,52.0
TMEM63A,0.5875769,0.11455472,0.5142582,0.10142675,521.0,1547.0,-1026.0,1026.0
ABCC8,0.58753663,0.14070843,0.49083447,0.08146,522.0,1968.0,-1446.0,1446.0
H3C8,0.58751696,0.1245563,0.50737387,0.101992965,523.0,1668.0,-1145.0,1145.0
LOC728316,0.58745646,0.117343396,0.6763197,0.11924929,524.0,30.0,494.0,494.0
TEX43,0.587314,0.11996629,0.5074327,0.096085146,525.0,1667.0,-1142.0,1142.0
FAAP100,0.58728194,0.11103824,0.59524274,0.073434874,526.0,415.0,111.0,111.0
HOXD11,0.5872647,0.09869085,0.5036476,0.10306014,527.0,1718.0,-1191.0,1191.0
HSFX1,0.58714265,0.12920573,0.528663,0.072499864,528.0,1300.0,-772.0,772.0
GTDC1,0.5869136,0.12555766,0.4911963,0.08562958,529.0,1960.0,-1431.0,1431.0
SLC5A3,0.5868307,0.12282011,0.5478338,0.09432161,530.0,1008.0,-478.0,478.0
FLJ20021,0.5868074,0.15476201,0.47649613,0.10444273,531.0,2187.0,-1656.0,1656.0
MYL3,0.58679664,0.14189167,0.5100218,0.09221647,532.0,1623.0,-1091.0,1091.0
MTCH2,0.5867931,0.097444035,0.51355183,0.094930276,533.0,1559.0,-1026.0,1026.0
NFIC,0.58667445,0.16909355,0.4739345,0.106035516,534.0,2228.0,-1694.0,1694.0
OGG1,0.5865564,0.11406917,0.5796052,0.12271859,535.0,582.0,-47.0,47.0
TAF10,0.5862194,0.124861926,0.50326645,0.08752672,536.0,1724.0,-1188.0,1188.0
ERMP1,0.5861928,0.11336681,0.63241106,0.095762014,537.0,150.0,387.0,387.0
ST6GALNAC1,0.5861596,0.11199594,0.5095011,0.090953656,538.0,1630.0,-1092.0,1092.0
SOX6,0.5859282,0.12017743,0.5947776,0.07970224,539.0,421.0,118.0,118.0
TKTL2,0.5858297,0.11072509,0.42341712,0.09058013,540.0,2729.0,-2189.0,2189.0
LRRC32,0.58582747,0.10609329,0.5307811,0.113008626,541.0,1267.0,-726.0,726.0
CUEDC2,0.5857032,0.1467576,0.4560254,0.08384502,542.0,2465.0,-1923.0,1923.0
FRG1,0.58549076,0.12029646,0.5175979,0.111446425,543.0,1485.0,-942.0,942.0
TSNAXIP1,0.5853546,0.13413662,0.5014595,0.09679676,544.0,1758.0,-1214.0,1214.0
NKX2-2,0.5853264,0.101932585,0.5558775,0.079628244,545.0,890.0,-345.0,345.0
RAB28,0.58507484,0.10963176,0.40738884,0.08405742,546.0,2825.0,-2279.0,2279.0
PCDHAC1,0.584981,0.15482643,0.5672809,0.08207454,547.0,731.0,-184.0,184.0
SMPDL3B,0.58488506,0.1434821,0.5155976,0.08038546,548.0,1519.0,-971.0,971.0
ZNF700,0.58472794,0.11014868,0.47177115,0.08129918,549.0,2263.0,-1714.0,1714.0
SPATA6,0.5846175,0.11090318,0.5437002,0.13597865,550.0,1067.0,-517.0,517.0
SYTL3,0.5846055,0.09594873,0.5961279,0.07334417,551.0,403.0,148.0,148.0
PIP4P2,0.5843662,0.10829413,0.47229892,0.080858685,552.0,2254.0,-1702.0,1702.0
RNH1,0.5842591,0.13099182,0.62070924,0.10299675,553.0,203.0,350.0,350.0
H1-7,0.5842466,0.12642209,0.51563936,0.082115024,554.0,1518.0,-964.0,964.0
NDC1,0.58411205,0.11619531,0.56812036,0.09176953,555.0,719.0,-164.0,164.0
PIGB,0.5841059,0.14303033,0.48502305,0.08494488,556.0,2059.0,-1503.0,1503.0
STX1B,0.5840865,0.10803023,0.5172919,0.113420695,557.0,1493.0,-936.0,936.0
HELZ2,0.5840627,0.100605085,0.5087627,0.088904895,558.0,1643.0,-1085.0,1085.0
QARS1,0.5840238,0.13093473,0.6096261,0.088220865,559.0,283.0,276.0,276.0
RRP7A,0.583754,0.11869466,0.5314723,0.09794115,560.0,1250.0,-690.0,690.0
SHF,0.58372587,0.1191376,0.5307997,0.08769767,561.0,1265.0,-704.0,704.0
SLC13A1,0.58361715,0.08325789,0.5379046,0.07399896,562.0,1153.0,-591.0,591.0
TRAPPC6A,0.58361363,0.15890612,0.49648866,0.09259516,563.0,1846.0,-1283.0,1283.0
NDUFB2,0.5831921,0.12483413,0.51763767,0.107192,564.0,1484.0,-920.0,920.0
LOC646471,0.5831414,0.11792572,0.47614363,0.08000587,565.0,2193.0,-1628.0,1628.0
TNKS,0.58296233,0.10793946,0.58703417,0.08493422,566.0,495.0,71.0,71.0
CDC20,0.58294463,0.13195233,0.45948657,0.07051105,567.0,2412.0,-1845.0,1845.0
MCAT,0.5828833,0.095529184,0.4438578,0.10539948,568.0,2578.0,-2010.0,2010.0
RPS6KC1,0.5828494,0.14977363,0.41105637,0.10289642,569.0,2811.0,-2242.0,2242.0
NDFIP2,0.58279157,0.14249973,0.54712445,0.07614248,570.0,1019.0,-449.0,449.0
CDH6,0.5827204,0.17578143,0.58057475,0.07565774,571.0,573.0,-2.0,2.0
FKBP9P1,0.5826986,0.114211395,0.47679198,0.12827927,572.0,2180.0,-1608.0,1608.0
