gene,mean_gate_score,std_gate_score
PARP3,0.5635401,0.11169855
ATPBD4,0.56341743,0.08221652
SOWAHC,0.5633735,0.091264844
ABCA13,0.5633272,0.071474634
PKP1,0.5632317,0.083401635
CRIPAK,0.56316674,0.08155427
SLC25A4,0.56310755,0.12749517
P4HTM,0.5631065,0.10316829
EDF1,0.56300676,0.10168396
FXR1,0.5628987,0.08232709
FAM155B,0.5628791,0.098618746
MRPS18B,0.5626814,0.091016605
MAD2L1BP,0.5626611,0.077567846
CA5B,0.56264955,0.1196775
ZBTB44,0.5625012,0.11036183
FUT9,0.5624849,0.09324458
TBCA,0.56248224,0.09443699
USH1G,0.56231177,0.10002221
TRPM2,0.56226385,0.09044225
TGIF2LX,0.56224525,0.067388155
NUP88,0.5621824,0.080492005
MMAB,0.5619882,0.07825601
ALS2CL,0.5619857,0.10448055
FAM75D3,0.56194234,0.08230973
MBNL2,0.5619419,0.08173238
ZFP82,0.5619309,0.09843394
OR1J2,0.5619248,0.077241175
RETN,0.561836,0.06906917
CECR9,0.56183076,0.09576484
CASC3,0.56169564,0.088176295
CHCHD4,0.5615904,0.08293395
PHF12,0.56147313,0.08126331
MOGAT3,0.5614232,0.08120472
FAM102A,0.5612008,0.08174903
SRSF5,0.5611833,0.08052284
CT45A5,0.5610698,0.0820689
GOLGA8S,0.5609999,0.07597572
MYOC,0.5609469,0.093995966
AACS,0.56087154,0.079090305
PRRX2,0.56079775,0.10384373
TMEM71,0.560727,0.07347037
TPSD1,0.56072533,0.08845291
DCP1B,0.5603116,0.07040252
EXOSC5,0.5603074,0.087837055
CCDC140,0.5602638,0.093633026
PZP,0.5602568,0.09661874
FOSB,0.5602084,0.07264227
CPT1A,0.5600381,0.076498255
STPG2,0.5600096,0.07642778
UBB,0.5597309,0.081428654
AK125594,0.5597271,0.097379245
CCDC144B,0.5596898,0.07548923
ZNF532,0.55968666,0.080673225
CORIN,0.5596813,0.07560951
MIB1,0.55964375,0.07681142
TUBA1B,0.5594349,0.102103956
CCDC8,0.5594306,0.09415923
HCG4B,0.5594305,0.09488814
GRWD1,0.55941296,0.07785048
PRICKLE1,0.559409,0.0813743
UNQ9370,0.55937785,0.08622483
GATAD1,0.55937314,0.086458616
CTH,0.55923975,0.09276946
URI1,0.5590198,0.08975499
PHKA2,0.5589458,0.11634927
MGC57346,0.5589401,0.08611152
CRTAP,0.55886596,0.11945333
POGLUT2,0.55882263,0.091523774
HSF2,0.5588141,0.09697824
DNAH10OS,0.5586931,0.07473749
LOC284861,0.5586211,0.10570372
CASP2,0.5584961,0.102988675
UCN2,0.5584596,0.09143125
LOC100128563,0.5583704,0.07010106
SON,0.55827284,0.075235404
STIM1,0.558237,0.08838306
PDIA2,0.55811226,0.083904564
MAML2,0.55795467,0.09073956
KDM4B,0.5579524,0.08837529
ERCC4,0.55792296,0.08245787
KLF13,0.5579078,0.114824206
SUMO1P1,0.55785006,0.07846587
KIF7,0.5578434,0.10928548
LOC644686,0.5577638,0.09597619
KALRN,0.5576832,0.1098049
ADAM10,0.55767375,0.07542262
EIF5,0.5576668,0.10570893
FUT10,0.557513,0.09514129
OR6C4,0.55750597,0.090852216
ACTR3BP2,0.55745745,0.12089929
KRTAP10-9,0.557453,0.101450615
DGCR6L,0.55727935,0.105811864
GOLGA6L2,0.5572443,0.09302011
ME3,0.557219,0.09420802
SPRR3,0.5571755,0.09068742
CLSTN1,0.55708075,0.08153979
SCFD1,0.55705667,0.10244496
ZNF781,0.55702937,0.090600654
FH,0.55682635,0.0851289
UBE2D2,0.55680984,0.09001255
FNDC7,0.5566981,0.08783177
MLST8,0.5565479,0.086277954
CPA3,0.55651164,0.09249716
LINC00319,0.55644435,0.101001225
ELF1,0.55643576,0.112527065
PRODH,0.55636656,0.083726756
C7orf57,0.5563513,0.10857118
CCDC116,0.55629706,0.088016845
ABHD15,0.5561371,0.09547001
BCL2L15,0.5559959,0.07920191
CYP4A11,0.5559902,0.07915273
ACE,0.5559466,0.09655599
GTF2E2,0.5559238,0.107578866
ERBIN,0.55589014,0.0811839
NKX2-2,0.5558775,0.079628244
SRD5A1,0.55573004,0.08398284
CENPH,0.5556415,0.08577868
RXFP3,0.55558693,0.08589751
PDLIM7,0.555533,0.08517806
ZNF543,0.55553013,0.084750675
C5orf24,0.5554248,0.09186215
LPA,0.5554229,0.0836296
C19orf48,0.55519354,0.0886454
CD80,0.5550892,0.12567051
HSPB3,0.5550184,0.10639565
ALG14,0.55496293,0.08155406
RHBDL1,0.55495805,0.09031676
LINC01116,0.5548218,0.09316314
LY6E,0.5546872,0.10465593
CXCL1,0.55462086,0.09497669
IQGAP2,0.55460113,0.08812449
SYN2,0.55450636,0.11207467
SLITRK3,0.55438864,0.11937502
ZNF112,0.5543655,0.092869595
BMS1P4,0.5542622,0.085843906
RPL13AP17,0.5542197,0.098024555
DNAJB8,0.55419844,0.072024584
TNIP2,0.55412,0.073923126
TMEM30CP,0.55398834,0.097503655
OR9A4,0.55398685,0.08829123
LOC100289058,0.55397034,0.09078882
KRTAP26-1,0.55392087,0.08279745
TNNT3,0.5538633,0.08792674
VRK2,0.55380446,0.07591252
CCNC,0.5537849,0.08765769
PTBP2,0.55377114,0.07795598
DSCR9,0.5535178,0.07297947
GFRAL,0.55333453,0.12213739
BFSP2,0.5532602,0.08564724
CDH26,0.5531759,0.09881753
FSD1,0.55312043,0.10064696
NCF2,0.5529032,0.08034171
LMF2,0.55286586,0.08952013
MT1A,0.5527864,0.10933286
CERS5,0.5526986,0.08045972
FGF12,0.5526878,0.113436505
OR7G2,0.5526284,0.08908823
FAM174C,0.5525134,0.09395511
SPINK5,0.5524731,0.08124564
HMGN2P46,0.55245835,0.085774876
KRTAP3-2,0.5524556,0.07986252
CEP83,0.5523294,0.096139655
THSD7B,0.55228347,0.08774204
SNUPN,0.5522426,0.10224289
SOCS7,0.55206305,0.08966043
IFI6,0.55205345,0.1051686
HOXA7,0.5519742,0.08582446
LSM14B,0.5519449,0.074440025
GEMIN6,0.5519358,0.122110955
ITPRID2,0.5519248,0.079610035
CSPP1,0.551921,0.14219156
CNNM1,0.55183005,0.10143713
BEST2,0.5516436,0.10606159
DBT,0.5516393,0.07103688
ANKRD30BP2,0.55158424,0.073176116
SERF1B,0.55154675,0.08207083
LHX2,0.5512578,0.104150005
ASIP,0.55120015,0.08777469
C21orf30,0.5511807,0.08366542
PHOSPHO1,0.5511727,0.06761352
GTPBP10,0.5511545,0.10043377
CACNA2D1,0.5510876,0.08961936
SRRM1,0.55101,0.09076515
BRPF3,0.5508532,0.0768239
DEFB1,0.55081224,0.10425264
KIAA0556,0.5506896,0.11135016
DAND5,0.55066067,0.07468622
LOC100128035,0.5506368,0.09533833
C6orf15,0.5505904,0.077604935
NRN1,0.55052185,0.08785326
FYTTD1,0.55048704,0.06992132
WDR72,0.5504359,0.12610024
SH3BGRL,0.55034065,0.08193788
TTTY2,0.55025256,0.06883223
NOTCH2,0.5501926,0.06997676
HS3ST4,0.5500548,0.10023663
MEFV,0.5500246,0.10791713
RRP12,0.54997945,0.10693101
HESX1,0.5499685,0.0829549
DCDC2B,0.5498685,0.10163734
MRPL24,0.5496734,0.07315105
TIMM10B,0.5495119,0.1011754
SAFB,0.54943496,0.07963143
PRELID2,0.5493313,0.08463707
KLRC1,0.5493133,0.08726821
GNRHR2,0.54930353,0.08200572
SEC31A,0.5492672,0.10698716
FBXO22,0.54919505,0.08155142
PLEK,0.54917556,0.08151428
ZNF233,0.5491221,0.105275296
PARN,0.54910755,0.08135336
DNTTIP2,0.5489301,0.07860726
POFUT1,0.54891497,0.086763754
SCRN3,0.54891473,0.1068215
CXCR6,0.54888034,0.098355316
PROSER3,0.54884255,0.09427002
STX12,0.54883635,0.08702511
KCNJ12,0.5487335,0.07664818
ASTL,0.54872686,0.09939908
GLIDR,0.5486213,0.10112303
AHCY,0.5484884,0.10034166
TTY1,0.5484817,0.10820369
NSL1,0.54845595,0.10428294
ADCY8,0.548256,0.08384857
LRCH4,0.5482381,0.091699034
UGT1A1,0.5482243,0.1303714
PELP1,0.5481558,0.08292125
WDR74,0.5481538,0.09060805
DHH,0.54807776,0.082449794
OR2G2,0.54799736,0.085712776
MMP23B,0.54796565,0.08390235
TTPA,0.5478648,0.09584906
SLC5A3,0.5478338,0.09432161
CRAMP1,0.54749334,0.09912172
DKK1,0.5474754,0.07867032
PHKB,0.547379,0.09427417
CTRB2,0.54737777,0.07084891
PPM1B,0.5473442,0.079263784
CABP2,0.5472895,0.09624875
UBA3,0.54721165,0.0832992
ADA2,0.5472057,0.10849269
TDRD9,0.5472025,0.09418477
STK32C,0.5471981,0.09428132
NDFIP2,0.54712445,0.07614248
ADCYAP1R1,0.5470893,0.0920798
MMP25,0.5470812,0.10365362
FAM86A,0.5469973,0.10017683
NPC1L1,0.54692715,0.09902109
ZNF75A,0.54683226,0.090177365
SLC22A14,0.54663736,0.07470224
GET3,0.54655224,0.12239291
MARC2,0.54652035,0.084148735
SEMG1,0.5464408,0.07846801
LPGAT1,0.54636574,0.08810184
SLAMF6,0.5462801,0.095803924
SPANXD,0.5462601,0.10607596
ACTL7A,0.5462305,0.07858101
PPP1R13L,0.5461868,0.094985716
TCL1A,0.54618055,0.09086821
RNF157,0.54607344,0.09969963
GTF2F2,0.5460665,0.0985378
SLC4A2,0.5459525,0.08007346
HBM,0.5459196,0.112823665
PHF19,0.545898,0.06733255
FAR2,0.54587054,0.08443708
SNAI3,0.54585916,0.098985866
CDC20B,0.54572314,0.094133906
CCDC32,0.5454873,0.07120321
LILRA1,0.5454676,0.104729004
LOC100288336,0.54538375,0.083448544
CYB5B,0.5453214,0.07436849
LOC283674,0.54518205,0.12273295
DOK1,0.54489017,0.09897533
PAGE5,0.5448763,0.0809179
ZFP64,0.54486936,0.095437415
C6orf185,0.544759,0.09346535
PLVAP,0.54473716,0.088820994
MYMK,0.54468566,0.085322835
TIMM8A,0.54467344,0.08501294
RRP1,0.54467225,0.11723566
OR10Q1,0.54465395,0.099105135
USP49,0.54434055,0.0759677
CMTM8,0.5443103,0.08589012
ACTR5,0.54427874,0.104379304
NCF1,0.54425263,0.1030214
C17orf107,0.54424703,0.09984008
WASF2,0.5442036,0.11099177
ERMARD,0.54420024,0.14483534
GGT1,0.5441044,0.083865866
TEAD2,0.54381055,0.07291701
LDAH,0.5437683,0.08355743
SPATA6,0.5437002,0.13597865
LHX3,0.5436525,0.08982628
MARCHF10,0.54364634,0.07595226
SIX6,0.5436333,0.07815651
GNAZ,0.54360396,0.08268242
TMEM217,0.54359806,0.121700436
LIAS,0.54341817,0.06764649
HSD11B2,0.54327655,0.07244041
CENPV,0.5432711,0.09867621
SORD,0.54317266,0.0900292
KIAA1569,0.54294616,0.08642997
FZD9,0.54293025,0.09109356
GPX4,0.54288965,0.09353597
SLED1,0.5427112,0.085127376
MYL12BP2,0.54252064,0.10105641
FTL,0.5425206,0.14299378
LOC144438,0.54239035,0.08112564
EPS8L1,0.5422798,0.09924625
AK308544,0.54215014,0.08129253
HCRTR2,0.54197425,0.11990447
SMIM11,0.54195726,0.08752092
ZNF234,0.5418095,0.07980184
TBXAS1,0.5417962,0.10638281
PEX19,0.54171246,0.11461214
HOXC6,0.54163384,0.11033694
POLDIP2,0.54150444,0.103994735
NDUFA13,0.54148746,0.10445567
IGF2BP2-AS1,0.54146534,0.098527946
GCH1,0.54143625,0.06828798
GLTPD2,0.54141706,0.12687372
GALR3,0.5413759,0.1080084
TRIM41,0.5413345,0.081715316
MAP1B,0.54132926,0.08089486
CYP2D7,0.54125243,0.105127014
TMEM179,0.541225,0.10268022
NPFFR1,0.5412126,0.07935317
BAG3,0.54119825,0.09844856
ZNF503-AS2,0.5409737,0.09514917
DND1,0.54078186,0.12997
RELL2,0.5406699,0.11313144
LINC00879,0.5406447,0.08799147
CASP8AP2,0.54063666,0.081338555
CFAP69,0.54057884,0.098707244
ZNF773,0.5405772,0.08848822
LRRC18,0.5405697,0.09378079
TFE3,0.54041344,0.118086316
LINC01879,0.54035145,0.091540396
MAS1L,0.54033744,0.08910845
CHEK2P2,0.5403182,0.0769188
HMGN1,0.5402351,0.109145656
OR7G3,0.54015344,0.09774725
SEC23IP,0.53995985,0.079674184
SOHLH2,0.539942,0.112049885
TRIM9,0.5398961,0.12354809
GSTA5,0.5398685,0.08588496
SCAMP2,0.539706,0.09051098
ATG9A,0.53960395,0.09224381
PP13004,0.53955644,0.0753728
ITGA7,0.5394788,0.09232168
TMPRSS11E,0.53947645,0.06691611
ATG2A,0.5394436,0.08243083
SPP1,0.53938735,0.0713486
MMADHC,0.5393325,0.09190562
ZSWIM2,0.5392611,0.112685814
EPS8L2,0.5392323,0.07197441
PCDHGA8,0.5391954,0.08045558
HOXC5,0.53917295,0.083189234
FRMD6,0.53916717,0.10821326
TRIM55,0.5389252,0.07348198
MRM1,0.5388504,0.09671648
EEFSEC,0.5388243,0.0661685
POTEB,0.5388177,0.088242576
DSG3,0.5386576,0.092500366
TRIM15,0.53853536,0.08639816
MYNN,0.53853154,0.08461962
FAM118A,0.53844917,0.06969684
MAP1A,0.5384421,0.0880538
WNT7A,0.5383718,0.077118576
TRO,0.538301,0.10381787
PRX,0.538258,0.10854963
CCDC15,0.5382323,0.089934975
SEMA3B,0.5381579,0.08311142
PYY,0.53814995,0.09558898
KRTAP13-1,0.53806806,0.094047226
IL4R,0.53802407,0.07754849
PIMREG,0.5380164,0.08680353
SLC13A1,0.5379046,0.07399896
PEBP1,0.537893,0.09600349
RPS8,0.5378666,0.09920856
VENTXP7,0.53783995,0.09187582
TSTD2,0.53780824,0.08383752
DIMT1,0.5378055,0.09669745
TEX261,0.5377772,0.14256108
TM4SF20,0.53766376,0.06953017
OTUD6B,0.5376365,0.10278847
PIGH,0.537622,0.08847307
PCDHGB3,0.5376053,0.093710124
GDF11,0.5376015,0.09577758
CCNE2,0.5375213,0.083338425
NFATC2,0.53751045,0.09610737
CROCCP2,0.537464,0.07693567
EIF4ENIF1,0.53744024,0.1223127
PNLIP,0.5374138,0.09841266
CHST15,0.53735477,0.10210685
PLEKHO1,0.5373227,0.10779739
PCDHA11,0.5372865,0.07414595
CCDC141,0.53722334,0.08132473
VRK3,0.5371922,0.094686784
IQSEC2,0.5371503,0.084336266
OPTC,0.5370717,0.107957885
SPARCL1,0.53692096,0.09135887
ADGRD1,0.53689647,0.087935954
SWAP70,0.53677964,0.09457538
CHD1,0.5367789,0.13851637
ZFY,0.5367584,0.08393792
KPTN,0.5367182,0.07145585
TSSC4,0.5366337,0.09002556
STYK1,0.5365997,0.06688865
CAMKMT,0.5364133,0.070247196
CARD8,0.53637046,0.094453916
ING1,0.536356,0.1078015
CCDC102B,0.53631127,0.08860726
CYP46A1,0.5360663,0.079169914
THOC3,0.5359913,0.09368198
TOLLIP,0.53589666,0.110100895
ARCN1,0.53589207,0.096451715
TYW1,0.5358478,0.10615259
UGT1A5,0.5358286,0.08069567
NPC1,0.5357885,0.09620502
FCRL2,0.5357213,0.089854084
RETSAT,0.5356668,0.08670727
MYL1,0.5353273,0.089269616
LOC80154,0.5351808,0.10283341
VN1R2,0.5351798,0.09439164
OR4K1,0.5350019,0.07259026
KANK1,0.53492963,0.08811675
CCL23,0.5347628,0.107229695
SERHL2,0.53475356,0.06470293
BAZ2A,0.534737,0.08256213
EIF5B,0.5347142,0.07348526
ALDH9A1,0.53460085,0.088196926
DIS3L,0.5345407,0.08786472
B3GNT3,0.5343858,0.08313019
SLC2A11,0.53435296,0.09078301
MYO7B,0.53427976,0.08081988
FAM91A1,0.53417885,0.07838189
SURF2,0.53413314,0.13616209
ZBED4,0.53407663,0.08598962
WDR44,0.53406906,0.10347607
FBXL19,0.53400034,0.082913406
NCOA7,0.5339608,0.14234886
ABTB2,0.5339447,0.10308597
DYNC2H1,0.53390574,0.113237634
CEBPZ,0.5338641,0.09866496
DCLK2,0.5338137,0.0932129
RBM47,0.5336951,0.09610519
TTI1,0.53362,0.102375366
ZNF292,0.53343683,0.09353615
NUMB,0.5333732,0.1043508
RASGRP3,0.5332992,0.13059446
INCA1,0.53326035,0.071983844
EIF2D,0.53322196,0.08615744
CCDC78,0.5330454,0.12804902
KLHL41,0.53290325,0.07708519
WDR97,0.5328854,0.095820956
TAS1R3,0.532863,0.11811629
FLJ16734,0.53271013,0.07166244
GSDMB,0.5325862,0.09324279
SP100,0.5325046,0.07309813
OR11H12,0.532499,0.08036687
SARS2,0.53245264,0.11959863
DLGAP1-AS5,0.5324345,0.08246256
BLVRA,0.5322856,0.110925965
LEMD3,0.5322133,0.08866178
TUBGCP5,0.5321794,0.08725466
TBX20,0.53209525,0.1473559
SPATA21,0.53198683,0.08481646
NPY6R,0.5317778,0.08985805
HNRNPAB,0.53177655,0.08099217
FRMPD1,0.5317062,0.098842375
C1orf116,0.5316782,0.08355217
KCNH4,0.5315647,0.0769141
SNORA25,0.5315647,0.09230234
RRP7A,0.5314723,0.09794115
TBX21,0.5314642,0.10770588
KAZALD1,0.5314538,0.09723408
ATP5F1A,0.53144383,0.0950017
SAYSD1,0.5314074,0.10763147
ANAPC1,0.53131115,0.09467748
CREG2,0.53128374,0.079637565
LRTM1,0.53117925,0.09310803
PTGER3,0.53114116,0.102043666
SDC4,0.5311171,0.09062311
ZFYVE28,0.53102666,0.093711935
OR4N2,0.5308838,0.06570393
INPP4A,0.53084546,0.08936121
RPAIN,0.5308372,0.116750665
IGBP1,0.53081423,0.07502968
SHF,0.5307997,0.08769767
SEMA3A,0.53079045,0.09209397
LRRC32,0.5307811,0.113008626
DCDC5,0.5307802,0.080212116
POLR1B,0.5307114,0.1010674
KRTAP4-8,0.53070426,0.07723446
C11orf91,0.53056693,0.1322411
CNGA2,0.5301767,0.08743666
MORN3,0.53003937,0.06961724
ALG1,0.52995884,0.10968595
DENND1A,0.52994573,0.08451147
SLC30A4,0.5299389,0.09772006
C1orf210,0.5299198,0.082097165
FDPS,0.52991676,0.07735512
DKFZp451A211,0.5298326,0.12352911
SYNPO2,0.5298041,0.112196885
WDR25,0.5297626,0.11945197
MVP,0.529725,0.0824793
OR4D1,0.5297107,0.08622447
PLA2G5,0.52960634,0.07355393
ICOS,0.52958214,0.085224114
LOC100505715,0.52950346,0.09670564
GRIN1,0.52948445,0.0832429
CLCN7,0.5294613,0.09882688
ATP13A4,0.5293833,0.07721876
MOSMO,0.52929676,0.08523587
AP4S1,0.529172,0.090217985
PCDHGB2,0.52913654,0.07739407
VSX1,0.52911484,0.07527158
RAD23A,0.52902484,0.12095814
BOLA2,0.5289616,0.088564284
MTSS1,0.5288523,0.08396883
CPLX3,0.5288245,0.0915642
AATBC,0.52874494,0.088880844
GRID1-AS1,0.52872336,0.08015711
HSFX1,0.528663,0.072499864
SPOCK3,0.5283896,0.075197175
CRIPT,0.5282721,0.097854555
PPP1R3G,0.5282624,0.079776354
FLJ40292,0.52825814,0.11664482
CLASP2,0.5281544,0.10079335
HMGB3P1,0.5281527,0.0985289
PGAM4,0.52813214,0.075366646
EVX2,0.5281192,0.092425816
DAAM1,0.5279934,0.06302027
CTBS,0.5279629,0.1112758
IFNB1,0.5279559,0.0852212
NIN,0.52795315,0.07736419
SPAAR,0.52789026,0.11518611
LINC00965,0.5278737,0.092094354
EPHA5,0.5276701,0.08898493
ALPI,0.5276473,0.066517375
ARFIP1,0.5276001,0.12512916
LOC100505502,0.5274626,0.096716255
SMARCA5,0.5274601,0.086791694
LINGO4,0.5273229,0.11278225
MSH6,0.5272646,0.077633634
GSTP1,0.52720726,0.08031954
KRT25,0.5271612,0.072520584
EDNRB,0.52709025,0.08746346
ARL6,0.52686644,0.083186485
RACGAP1,0.52680683,0.08196622
ARHGEF12,0.5266694,0.11090469
VLDLR,0.52666855,0.070983864
RAB14,0.5265354,0.10159031
TMEM186,0.5264839,0.1101269
BCAP29,0.52639395,0.08669618
ARID4A,0.52637404,0.07661719
ESPN,0.5263223,0.09249007
SLC28A3,0.5261329,0.12030998
COL4A1,0.5261206,0.06691688
DPY19L2P2,0.52608097,0.095626004
ANKRD36BP2,0.5260782,0.11476974
LINC00189,0.5260514,0.09195787
OPHN1,0.52586716,0.10746164
MSH2,0.5258533,0.09917854
NPIPB13,0.52585214,0.08787029
NAP1L2,0.52582455,0.109962896
F2RL2,0.5257363,0.08178068
DDX19B,0.52556807,0.09937106
TRMT61B,0.5255306,0.11653151
LPO,0.52547336,0.092621304
MAGEA6,0.52546066,0.08363546
MICOS13,0.52539694,0.07817815
NKX2-8,0.52530617,0.08355229
NUTF2,0.5253037,0.086332574
CST9L,0.5252942,0.104430415
TPP2,0.5252653,0.11520594
MTRES1,0.5252575,0.090491824
ROPN1B,0.525216,0.11785077
ELK1,0.52513963,0.060880084
KAT2B,0.5249425,0.09969166
CENPBD2P,0.5248806,0.08058106
ENAM,0.5248022,0.079544716
SOX8,0.52475446,0.09389086
SNX29P2,0.5246211,0.099856876
ZNF266,0.5246167,0.10464856
CNOT8,0.52453214,0.087931104
WEE1,0.52447045,0.10980863
ANAPC13,0.52440625,0.1104439
CCNQ,0.5243119,0.11835247
ACSM3,0.5242938,0.0876764
C9orf139,0.5242703,0.07759751
CXorf56,0.5242013,0.085178584
SIGLEC6,0.5241899,0.09410813
FAM70B,0.52413803,0.076243594
TTLL5,0.52412784,0.10763164
OR10S1,0.52407014,0.1088796
GPRACR,0.5239735,0.07943723
FUZ,0.52392316,0.06632337
PRB1,0.5238485,0.08085997
APBB3,0.5238073,0.102293424
LOC645188,0.5237431,0.09616025
ST7L,0.52373534,0.09116702
MMP27,0.52366644,0.10061357
CD163,0.5236133,0.07864698
CRISP1,0.5235939,0.078323945
LGALS1,0.5235555,0.0753041
CHAF1B,0.5235199,0.119923376
NR0B2,0.5234605,0.086329676
WDR38,0.523426,0.07799956
ANKRD23,0.523383,0.09592886
RIF1,0.5233228,0.07883546
CHMP4B,0.52322835,0.068790816
LIME1,0.5232051,0.10554702
LPXN,0.52311456,0.085599445
PRR23C,0.52309126,0.09957353
SKP1,0.52305233,0.106566705
DDX18,0.52299523,0.10607752
LRP2,0.5229444,0.09707097
SETD1A,0.5229338,0.07298821
CLDN25,0.5228148,0.07945356
RPRM,0.52278054,0.1362331
PLTP,0.52268237,0.063297875
GDF15,0.5224998,0.10003756
MRPS26,0.5224635,0.078716055
UXT,0.52238464,0.09261721
PCGF2,0.522343,0.09372957
BEX5,0.5221594,0.13769734
KAZN,0.52214414,0.1035954
HNRNPDL,0.5220741,0.13091266
ZNF546,0.52207255,0.08147134
PVALB,0.5220544,0.11642538
PCDH17,0.52198243,0.0880077
LINC00951,0.52191997,0.08875615
DCST1,0.5217853,0.083383575
RIT2,0.52175003,0.08373989
VASN,0.5217174,0.10285063
SPEM2,0.52167654,0.13842547
DISC1,0.52165216,0.07176554
LINC01191,0.52154315,0.102906056
PRAMEF10,0.5215416,0.09368035
ATP6V1A,0.52150613,0.1235417
PYY2,0.5214465,0.09770014
MCM9,0.52129376,0.1117238
LINC01565,0.52126455,0.090190016
H1-9,0.521264,0.07402615
TEAD4,0.5212493,0.112971485
GRIP2,0.5212357,0.094915606
GALP,0.52118313,0.09052251
PNPO,0.5210511,0.102889255
CREBZF,0.5208753,0.071616635
AGTR1,0.52083987,0.09926257
PHF20L1,0.5207748,0.08525794
OXLD1,0.5206574,0.075255595
ADH6,0.5206412,0.109527536
PPP1R14C,0.52055895,0.0893518
ITGAL,0.5205207,0.07913855
CMAS,0.5205001,0.081111304
ZNF486,0.5204996,0.08934078
OR52I2,0.5204675,0.10516267
FAM55B,0.520427,0.09084477
ACTC1,0.52033156,0.13991176
GNL3,0.5202459,0.09008741
PLN,0.52021956,0.09321684
OR10C1,0.5202052,0.08710859
ATIC,0.52017266,0.073296644
OR9Q1,0.5199732,0.08435529
HEY1,0.51986456,0.106307775
OR11H6,0.51984495,0.09302117
U2SURP,0.51983315,0.08149026
TGFBRAP1,0.5198182,0.06650251
NKX1-2,0.5196635,0.07291964
CYB5RL,0.519621,0.08905266
NUDT16L1,0.5195713,0.11737898
UNC13D,0.51935935,0.09592151
FAM86B1,0.51929265,0.09284945
CPEB1,0.5192922,0.11129962
FBP2,0.5192282,0.0938558
HDAC1,0.51915956,0.09026082
PPP6C,0.51913935,0.08131276
CCDC172,0.51907295,0.08394395
RHBDL3,0.5189719,0.08098381
PDE7B-AS1,0.5188832,0.08282292
PTK2,0.5188167,0.11128055
PADI4,0.5186996,0.08654535
ARL1,0.51858646,0.0784318
PUDP,0.5185654,0.092692755
C3P1,0.5185215,0.12969853
COPB2,0.51847976,0.09248565
CPEB2,0.5183248,0.09014415
MIA,0.51831955,0.08620031
LAMA4,0.51831347,0.07148679
SPINT4,0.5182401,0.10714267
IFT122,0.51819885,0.08902365
VIPAS39,0.51818484,0.076503016
RAPGEF6,0.51817393,0.09033333
CENPM,0.518127,0.07747691
PARP8,0.51806223,0.08779475
VASH1,0.5179947,0.07962345
MRPL53,0.51797307,0.087044574
ZBTB16,0.51793146,0.11558557
LPAL2,0.517879,0.096133016
RPL9P11,0.5178011,0.10006495
TSPAN6,0.51777375,0.06503745
MAPK8IP1,0.51774514,0.08691563
CD300C,0.5176958,0.09334872
DUSP27,0.51768243,0.09377122
IFI30,0.51767635,0.083709225
NDUFB2,0.51763767,0.107192
FRG1,0.5175979,0.111446425
TFIP11,0.51759577,0.06529333
IER3,0.5175952,0.0871024
LOC644617,0.51759356,0.08746693
MTBP,0.51755685,0.09174967
CMIP,0.5173889,0.07620471
PACRG,0.5173812,0.08872924
PREP,0.5173564,0.07572936
STX1B,0.5172919,0.113420695
GSTZ1,0.5168507,0.10104181
FAM136A,0.5168325,0.07742197
HAGH,0.51669216,0.10143177
ZCCHC10,0.5166634,0.06574457
HAS1,0.5165653,0.08337636
ADAM28,0.51655936,0.079622515
PLEKHA2,0.5165036,0.08094889
NOTUM,0.51642483,0.109894276
AUTS2,0.51634014,0.06933972
LMBR1,0.5163086,0.09650798
KPNA7,0.51627046,0.07636952
DCAF4L1,0.516241,0.07510342
RPAP2,0.51624,0.111845285
ALX1,0.51622075,0.10334597
EIF2AK4,0.5161983,0.07695857
LINC00029,0.516139,0.08714341
NPAS3,0.5160409,0.08065209
SULT2B1,0.51592976,0.08220102
DNAJB5,0.5158732,0.14404312
SULT1C4,0.51586246,0.07993093
KCNJ2-AS1,0.51584655,0.11331412
ERCC3,0.5158301,0.06510865
RRAGA,0.5158282,0.09649573
LOC100506937,0.5158207,0.07964316
H1-7,0.51563936,0.082115024
SMPDL3B,0.5155976,0.08038546
BBS5,0.51558465,0.081385046
PICALM,0.5155425,0.112266414
KPNA4,0.5155087,0.09115817
ABHD18,0.51550734,0.09630366
PRDM15,0.5154046,0.09721096
ADRB1,0.5154043,0.07844531
KLKP1,0.5153157,0.080771446
SPOUT1,0.5152285,0.08956345
SLC5A12,0.51518387,0.080007106
DDX39B,0.51516414,0.10078203
SLC4A1AP,0.5151339,0.09701196
ROCK2,0.51508087,0.12366943
TMEM150A,0.5150563,0.080935106
SEL1L3,0.5149848,0.0820469
TMBIM4,0.51493126,0.07406017
SASH1,0.5148103,0.08246421
NXF1,0.51477426,0.07598713
NT5C1A,0.5146699,0.094092906
LINC01364,0.5146224,0.110444225
RPS17,0.51461434,0.08647985
TMEM191B,0.5145698,0.08536693
DYDC2,0.5145206,0.11359365
NME4,0.5144664,0.09745027
METTL5,0.51444674,0.098688826
PLEKHM3,0.514432,0.07393094
COPZ2,0.5143895,0.077962816
GAB4,0.5143659,0.089580715
TMEM63A,0.5142582,0.10142675
FBLN2,0.5142492,0.06628606
EXTL2,0.51424223,0.09950364
DPY19L2P4,0.51417094,0.10729062
LIF,0.5140308,0.096254736
GALNS,0.514008,0.09010748
DCAF13,0.51393193,0.08586637
