gene,mean_gate_score,std_gate_score
LINC02349,0.5138993,0.1259239
FMNL2,0.51379895,0.07755168
SCGN,0.51374835,0.08084866
CDV3,0.51360756,0.08115127
SYCE2,0.51355296,0.14624876
MTCH2,0.51355183,0.094930276
ATP6V1D,0.51350325,0.1013294
LOC651337,0.5134647,0.08950024
PDHA1,0.513447,0.09018058
RASSF6,0.51344067,0.0950373
AK022898,0.5134405,0.07228667
SLFNL1,0.51343554,0.09344751
SERPINB6,0.5133796,0.11729081
LOC388282,0.5133095,0.10831108
EBLN1,0.51330703,0.09420673
FLJ46838,0.5132733,0.08920333
ZNF679,0.5132095,0.09074562
TOB1,0.5130377,0.07151077
EP400,0.5130246,0.16117007
GSDME,0.5130181,0.08458634
P2RX3,0.51298994,0.08559387
SEPTIN7P2,0.5129098,0.08576891
TBC1D9B,0.5128825,0.06993552
ALKBH1,0.5128471,0.08963252
GADD45A,0.5128373,0.07016584
BAAT,0.51281863,0.07977173
OR4N5,0.51263833,0.101773776
TGFA,0.5125985,0.089283034
EBF1,0.51258034,0.08594409
BATF2,0.512501,0.12386388
PELO,0.5124569,0.09325193
NHLRC2,0.51244676,0.11763475
SCN3B,0.51241,0.10989474
ATP6AP2,0.5122601,0.08310931
DMAC1,0.5120918,0.06996497
SF3B1,0.5118941,0.086567335
DBH,0.5118757,0.11527574
GK5,0.5118667,0.1438793
AK057317,0.51176304,0.09011303
ARPC5,0.5117475,0.077911384
DDX53,0.5116853,0.09750306
PRC1,0.5116379,0.08918815
SOST,0.5115805,0.081938505
ST3GAL4,0.511558,0.08196699
AGPAT2,0.51151574,0.073343895
RC3H2,0.5114894,0.07905884
DEFB109A,0.5114589,0.07927441
ZC3H4,0.51144016,0.07729102
CH25H,0.51139826,0.086265944
BC048428,0.5113816,0.10944684
ZC3H7B,0.51128554,0.07633651
CIB3,0.5112663,0.07165586
SFTPA2,0.5112263,0.08396292
PEX1,0.51120794,0.08540061
SIRT1,0.5111199,0.07592571
COX7B,0.5111108,0.08025566
BICRAL,0.51094943,0.073976606
SETD2,0.5108881,0.10282925
NAV2-AS4,0.5106802,0.11331719
SLC39A12,0.5106664,0.1111937
MYLK4,0.51059484,0.095734715
VPS52,0.5105869,0.09166954
HP1BP3,0.51057905,0.08778773
AKAP1,0.5105032,0.09354885
KCNIP3,0.5103768,0.09337602
SLC36A3,0.5102544,0.08437235
GMPS,0.51023746,0.09709372
PRSS50,0.51022977,0.07946849
TXN,0.5101656,0.11856541
MYL3,0.5100218,0.09221647
UBTD1,0.50983584,0.07156776
CEP295NL,0.5098103,0.08823194
PEX5,0.50967443,0.10293735
FBXO32,0.50959,0.079580344
GPSM3,0.5095311,0.12862568
C2orf27A,0.5095022,0.08699404
ST6GALNAC1,0.5095011,0.090953656
H3C13,0.50948894,0.09726581
TMEM225,0.5094705,0.0727902
FCN2,0.50946504,0.11575693
NFE2,0.5093968,0.097821
IL1RN,0.5093826,0.09487429
DMKN,0.50935817,0.09904312
MINPP1,0.5093328,0.10590356
OLIG1,0.5091672,0.08448924
LINC01599,0.50900835,0.11485952
CPED1,0.50887704,0.11124125
RNF10,0.5088463,0.07348117
ZFP69,0.5087972,0.087701544
HELZ2,0.5087627,0.088904895
MT1B,0.50874305,0.062034328
DCP1A,0.50847894,0.11157476
OR9I1,0.50843054,0.102702394
CACNB4,0.5083942,0.08772469
FLJ41327,0.5083929,0.09166231
MPP4,0.5083481,0.1039333
KAT6A,0.5082857,0.08957291
PANX3,0.5082454,0.08145891
LOC644285,0.5082221,0.1171767
DSG2,0.508219,0.0750963
L1TD1,0.5081347,0.1180111
GRIN2A,0.5081309,0.08044671
KRTCAP2,0.5081217,0.07775151
PAPOLA,0.50800705,0.07196575
PDCD7,0.5078802,0.0765055
CTBP2,0.50787795,0.086439714
TRIP6,0.50781983,0.14765435
MLPH,0.5078062,0.09544225
SLC36A4,0.5077436,0.083039746
MAP7D2,0.5076609,0.0811027
RPL5,0.5075765,0.07476914
ABLIM3,0.50756365,0.105007365
ENTPD1,0.50748116,0.077635646
TEX43,0.5074327,0.096085146
H3C8,0.50737387,0.101992965
PGBD5,0.50726926,0.10398554
GSE1,0.5071909,0.06606507
RTP3,0.50705725,0.082309484
AZU1,0.50692046,0.11548127
PBX4,0.5068763,0.093197174
OAZ3,0.50686777,0.1279918
ZNF516-DT,0.5068676,0.09078362
KIAA1098,0.5067617,0.0707771
ZNF682,0.50674146,0.08385945
ZSCAN1,0.50671333,0.13086359
KRTAP2-3,0.5066415,0.109577686
GPR45,0.5066391,0.12321736
VGLL2,0.5062728,0.07644864
DNAL1,0.5062376,0.11353064
PP2D1,0.50618374,0.09889188
FAM181B,0.50600094,0.07547888
LIMS1,0.5059154,0.110803895
CD37,0.50588375,0.08043293
SPNS1,0.5057768,0.11137019
CHIAP2,0.50564694,0.08678219
FGF2,0.5055633,0.08353066
SHOC1,0.505524,0.08016764
C1orf100,0.5055227,0.06953979
CNTRL,0.50552124,0.09093158
EGFR,0.50541896,0.087756544
SNRPC,0.50537807,0.08840524
PAPOLG,0.50525445,0.10913007
STIP1,0.5050854,0.08907099
ST6GALNAC2,0.5049212,0.10781314
MEGF9,0.504803,0.07755475
FIZ1,0.504766,0.073631145
LOC642620,0.5044337,0.081778765
ADGRF3,0.5044273,0.087776475
GSTA2,0.5043671,0.07483369
NOVA2,0.50434875,0.10620274
FGF20,0.50425565,0.11999608
IP6K1,0.5042427,0.07794904
SYAP1,0.50413287,0.09589185
KCNC4,0.5041193,0.09797212
BMP8A,0.5038807,0.091074154
FER1L5,0.5038731,0.085921004
NISCH,0.5038731,0.08515055
SLC26A6,0.50385433,0.099097915
EIF1AX,0.5037943,0.087768905
FXYD2,0.50378203,0.12078788
RPL41,0.50370795,0.11445759
NKX6-2,0.50369775,0.096980065
LCE3B,0.50368285,0.09393388
TJAP1,0.503677,0.1006458
HOXD11,0.5036476,0.10306014
C7orf69,0.5035758,0.09952675
LINC00907,0.5034762,0.11079375
PDE8B,0.5034219,0.09333641
UBE2D3,0.5034147,0.0919913
ZNF346,0.5033154,0.09341313
TAF10,0.50326645,0.08752672
LOC100287792,0.50325257,0.12495883
RAVER1,0.50321597,0.10136196
POLE2,0.503129,0.06956415
NLK,0.50312895,0.114356756
CD177,0.50298727,0.08886546
TARS1,0.50294614,0.09550574
OR5V1,0.5028739,0.09784553
UCMA,0.5028362,0.06971239
GIMAP8,0.50277376,0.087843195
SLC7A9,0.50268036,0.10424839
SUGT1P1,0.50267506,0.08972156
USP40,0.5026486,0.11114532
ARHGDIG,0.50262517,0.12986895
CATSPERG,0.5025625,0.08196677
GALNT1,0.50248164,0.09030968
DMXL1,0.5022908,0.090985596
REEP5,0.50224423,0.06961484
DCAF12L1,0.5022237,0.091234006
DCK,0.5022028,0.101739846
UBXN11,0.5021766,0.077689774
TNFSF9,0.5020247,0.094403744
SSH1,0.50201005,0.07430636
SNRNP35,0.5019727,0.1030779
SLC35B4,0.5019554,0.0896689
IFI16,0.50191677,0.078272715
MTIF2,0.50188434,0.11902084
C13orf43,0.501878,0.09273549
GRIN3B,0.5018368,0.093492195
AGFG1,0.5018224,0.08036465
MED4,0.50177664,0.109605305
TAS2R10,0.5017501,0.071106054
PRRT1,0.50159144,0.10701069
LMNB2,0.5014855,0.08617911
TSNAXIP1,0.5014595,0.09679676
R3HDM1,0.50142187,0.10829384
SCG5,0.5012717,0.12242711
CXCL11,0.5011897,0.12671521
C5AR1,0.5010928,0.09972574
ARL4A,0.5009682,0.10594082
PCSK4,0.5008659,0.06776913
OR1M1,0.5008525,0.093830876
LLGL1,0.50084984,0.07305628
NCAM2,0.5008277,0.09129347
LINC01184,0.5008264,0.07149166
GORAB,0.50079066,0.11333423
GRK3,0.5007685,0.092643596
TEX36,0.50071734,0.08182845
BMP10,0.50071585,0.10732575
H4C8,0.5006057,0.07249076
ANKMY2,0.5005464,0.1001815
ACP4,0.50049394,0.086136214
C8orf44,0.5004004,0.07848814
SMIM3,0.5003819,0.08499468
NAPSA,0.50035346,0.10095876
CMTR1,0.50034624,0.10366398
AGPAT3,0.5003358,0.09572534
PEG10,0.50032127,0.12981616
TGFB1I1,0.50030625,0.1348449
BATF3,0.5002227,0.0838489
GRAMD2B,0.5002163,0.07385433
ANKRD33,0.500144,0.09576335
WIPF1,0.5001089,0.09795964
ARSI,0.499929,0.11419012
PGPEP1L,0.49988496,0.07261842
DGCR6,0.49986288,0.13712403
HEG1,0.4997387,0.11309776
NFIA,0.49971834,0.08909193
NNT,0.4996018,0.07681265
CPE,0.4994991,0.09849409
TTC16,0.4994018,0.083179206
HDAC8,0.49924898,0.07665399
OBP2A,0.49922833,0.06842157
NUCB1,0.49919927,0.11533223
PJA2,0.49918228,0.08382943
ABCF3,0.49914345,0.08614569
SLCO1B7,0.49911013,0.07722246
TAB1,0.4990816,0.10738848
H2AC15,0.49907985,0.0949269
LOC100129233,0.498778,0.093224846
RPUSD3,0.49863797,0.114387974
DYNLRB2,0.49858108,0.071178176
DRD4,0.4985556,0.082023405
PPP1R11,0.4985449,0.1295689
SLC13A4,0.49847156,0.07140161
GOLGA6L3P,0.49846262,0.07171411
REM1,0.49841902,0.075081505
TSPO2,0.4983609,0.09458561
GALNT18,0.49817067,0.07417012
MGST3,0.4981551,0.07727595
APOL1,0.49800918,0.08876925
RRH,0.4980065,0.08900671
C3orf56,0.49799755,0.0890698
HBCBP,0.49798003,0.08036536
CROT,0.49793547,0.09381446
GOLGA6L5P,0.49783647,0.10184885
CACFD1,0.49783447,0.13064672
POTEC,0.49778178,0.06272922
DOK4,0.49773598,0.09928226
SIRPA,0.49765635,0.10732635
PLEKHA1,0.49740076,0.09665698
CR1,0.49730384,0.08519224
GMDS,0.4972939,0.10048494
FAM83A-AS1,0.49727547,0.09283264
RFC5,0.49721634,0.12620464
LINC01003,0.49718484,0.093276575
DNHD1,0.49717733,0.074511565
MAD1L1,0.4971181,0.08148391
G3BP1,0.49702492,0.080198504
AX748125,0.49695265,0.07683426
LINC00599,0.49694136,0.113733776
SLC40A1,0.49685454,0.10736977
PIGT,0.49682876,0.09373715
FRMD8,0.49675524,0.07876142
IRGM,0.49672577,0.08850405
MDFI,0.49670997,0.08976408
NUMBL,0.49664757,0.09797721
ZNF22,0.4966238,0.080490425
TMPRSS15,0.49660367,0.113144636
GDPD2,0.49657336,0.09405879
WNT3A,0.49655336,0.07503759
KRTAP10-5,0.4965437,0.092295006
TRAPPC6A,0.49648866,0.09259516
SMIM17,0.4963731,0.073943876
NASP,0.49636683,0.07548409
WDR1,0.49635866,0.08169685
GYPA,0.49632406,0.06741031
EGFL6,0.49630526,0.0886878
BHLHE22-AS1,0.4962315,0.10504586
IGLL3P,0.4962281,0.08727871
NADSYN1,0.49620625,0.087303035
TEKT4P2,0.4961754,0.07455069
APOD,0.49617505,0.09576252
DZIP1L,0.49613392,0.11060901
PTPN18,0.4960922,0.09096391
POM121L2,0.4960802,0.09794015
C5orf15,0.49605232,0.11809818
CSTL1,0.49597842,0.070493095
UGT1A9,0.4959675,0.11928338
CNIH1,0.49585533,0.07611147
IL21,0.49580303,0.10749385
SDS,0.49571013,0.0827851
OR5W2,0.49569923,0.0689387
LINC02111,0.4956765,0.11819339
PMCH,0.4955412,0.07932981
TRIM51EP,0.4954786,0.10036537
LOC401410,0.4954645,0.08389848
ADSL,0.49543902,0.09652127
CCDC80,0.49535424,0.10499335
GUCY1B1,0.49526602,0.09600789
KRT4,0.4952471,0.09889659
TRPC5OS,0.49518695,0.08173247
SCAP,0.4950879,0.08063458
BBOF1,0.49496138,0.09431324
BARX1,0.49491438,0.08539288
NUPL1,0.4948971,0.08646312
TTLL7,0.4948579,0.13927606
GAGE12B,0.49485445,0.08225689
ADAMTS7,0.49480784,0.08713981
ZNF493,0.49480602,0.101668805
SP6,0.49471077,0.090382725
CSMD2,0.49468827,0.07109941
TNNI1,0.49443665,0.08924696
TICAM1,0.49435553,0.08888212
SLC47A1,0.4943547,0.12512119
LYRM2,0.49432492,0.09690932
ZFC3H1,0.49432337,0.09195707
CENPL,0.49431166,0.069624916
C11orf16,0.49421668,0.09273463
TIMP4,0.4941572,0.08291716
WDR75,0.49414176,0.08274203
MOCS1,0.4940946,0.09923714
KIR2DS5,0.49387982,0.08251461
CECR2,0.49386138,0.08287554
TNFRSF8,0.4938325,0.08840611
CMTR2,0.49382025,0.090676256
CNPY2,0.49378204,0.080815546
CYB5A,0.49372774,0.09888212
MIR600HG,0.49371395,0.095520295
VKORC1,0.4937131,0.08345806
PPP6R2,0.49369732,0.090472125
SPATS2L,0.49357986,0.08897545
RAC3,0.49355105,0.07899066
KRT38,0.49354926,0.07388422
FANCI,0.49348092,0.11333982
FLJ22447,0.4934624,0.10573567
ALOX12P2,0.4934611,0.09078075
FITM1,0.493445,0.0789854
GRN,0.49340758,0.07970216
NUDT15,0.4933835,0.11470419
MPP1,0.49332815,0.09561051
CDC6,0.49319392,0.087733746
GOLGA2P3Y,0.49310264,0.0992115
ACOT1,0.4930963,0.06855959
NFKBIB,0.49302915,0.11536359
PGGHG,0.49297443,0.09382048
VAMP8,0.49293488,0.11868148
FAHD2A,0.49292022,0.08323906
MUC7,0.4929108,0.07519741
ZNF33A,0.49288967,0.14653906
ISM2,0.49288136,0.1417313
PCNT,0.49287307,0.07836184
AK126075,0.4928107,0.0650626
SLC44A3,0.4927654,0.08258479
GALNT8,0.49270213,0.062944025
ATF1,0.4925844,0.105509385
SOX4,0.49257234,0.09392992
PTPA,0.4925272,0.11223642
ATP1B3,0.49242106,0.08735083
TPPP,0.49236158,0.12057125
PTEN,0.49231905,0.09558069
TMOD1,0.49230742,0.06841109
NCOA4,0.4922964,0.0870217
NANP,0.49228173,0.076814115
H2BW4P,0.49225783,0.08855728
CSN1S1,0.49218372,0.06695957
LINS1,0.49192262,0.07256987
SLC28A1,0.4918965,0.11507659
OSM,0.49188656,0.08621438
ZFPM2,0.49186635,0.11882778
TRIM16L,0.49179217,0.079726085
SCGB2B2,0.49174726,0.09232355
PNKD,0.49174228,0.06949197
PTPN7,0.49151593,0.08388538
C22orf31,0.49151435,0.11929841
GADD45B,0.4914984,0.11013263
C9orf27,0.49148488,0.087500185
ATP5PB,0.49147207,0.11070059
GTF2H2C_2,0.4914525,0.06439025
PMS2,0.491452,0.10017501
NBPF10,0.49141583,0.0892709
OR11G2,0.49132606,0.07683459
IRX2,0.4913204,0.06801775
SLC26A4,0.49126157,0.0689339
ZDHHC9,0.49126145,0.093326874
PROZ,0.49121195,0.070934124
GTDC1,0.4911963,0.08562958
PDCD1,0.49118936,0.09931099
ZRANB2,0.49105233,0.0868391
SLC35G3,0.49098918,0.07233741
MAU2,0.4909609,0.08754804
VPREB1,0.49095243,0.09581923
SYP,0.4909488,0.0904713
DDX11,0.4909276,0.09897728
ABCC8,0.49083447,0.08146
PDC,0.4907607,0.10720776
TBK1,0.49058288,0.07491954
TREM2,0.49051014,0.104279116
TSPY10,0.49049467,0.07126109
TENT4A,0.49044985,0.10856692
PTPN5,0.4904326,0.081740595
CASKIN1,0.49023187,0.11005075
CDC27,0.48993692,0.107560076
SERPINA11,0.48990864,0.12275734
TSPAN11,0.4898505,0.071839824
IGSF11,0.48984006,0.09191926
ASAH1,0.48982614,0.07901217
SFRP5,0.48969615,0.10630117
C1QBP,0.48968625,0.08679574
CAGE1,0.48956007,0.13199508
EIF1AD,0.48954734,0.07497359
PA2G4,0.48953563,0.08913615
FCN3,0.489523,0.117243394
AWAT1,0.48950437,0.11743087
RBMY2FP,0.48949012,0.08586173
LCE5A,0.48940626,0.07805564
CDCA8,0.48938882,0.11183824
SLX1A,0.48926416,0.113225184
LINC00919,0.48919564,0.086593784
MYOZ1,0.48918,0.08152229
GJD2,0.4891221,0.10342665
LDB1,0.4890917,0.07377093
CHRM1,0.48901784,0.073651135
SPACA9,0.4889233,0.102496214
POLM,0.48885152,0.08226067
RPS5,0.4887144,0.094589
HVCN1,0.48869863,0.066294804
RBKS,0.48867422,0.10549102
IDO1,0.48851287,0.07313483
ABCE1,0.4884636,0.10695418
TET1,0.48834023,0.12073121
OR3A1,0.48830402,0.07178141
CAVIN1,0.488158,0.08434488
DCXR,0.4880539,0.101945095
KCMF1,0.48805377,0.084399335
ANKRD24,0.48797202,0.0773021
CLEC7A,0.4879261,0.08337698
BEND4,0.48772871,0.07731766
PCDHGA11,0.48762295,0.086831965
POMT1,0.4876129,0.06642827
YARS1,0.4876059,0.07823179
DPYD,0.4875742,0.097891025
NUTM2G,0.48755658,0.07727433
TSEN2,0.48750454,0.080483235
UPK3B,0.48740572,0.0896572
USP6NL,0.4873565,0.07597801
CCDC115,0.48708147,0.09622265
ACTBL2,0.48702586,0.09174789
BLNK,0.48699492,0.07712495
KRTAP10-4,0.48698688,0.073012404
PROCA1,0.4869759,0.10263691
COMP,0.48697242,0.09948386
C3,0.48696592,0.10505185
DDX50,0.48682812,0.07232773
CAPN7,0.48678496,0.093156144
SERPINB5,0.48668346,0.08583788
MIR3142HG,0.4866655,0.10171032
MYBPC2,0.48659116,0.08954356
SH3TC2-DT,0.4865516,0.10724457
GMPR2,0.4864986,0.089363515
TRIM31,0.48648733,0.07876545
ADH5,0.48648107,0.07007545
F13B,0.48625952,0.082071476
CAPN15,0.48613054,0.083825834
ENO3,0.48603937,0.09608342
ZC3H15,0.48600495,0.09526836
SMNDC1,0.48595482,0.08848608
GAB3,0.48593414,0.071636304
RPUSD4,0.485781,0.092352174
AGRN,0.48573962,0.099993974
APTX,0.48560476,0.07770825
ALS2CR16,0.48560372,0.084713496
CMC1,0.48556018,0.093833424
OVCH1,0.48555285,0.0844724
SLITRK2,0.48551145,0.11929217
TPH1,0.48549384,0.076630905
C7orf31,0.48544976,0.078686826
DRC1,0.48540944,0.07055046
LINC00997,0.48540622,0.10842698
GNA12,0.48527658,0.095800966
SSR4,0.4852512,0.0976424
ATP1A3,0.485238,0.08667776
ZMYND12,0.48517334,0.07760947
ENOX2,0.48513165,0.0746174
ANTKMT,0.4850957,0.08912563
PIGB,0.48502305,0.08494488
GOLGA6A,0.48498708,0.10424841
GPR37L1,0.48497647,0.08785478
ARL5A,0.48493928,0.087289415
H2AC20,0.48485258,0.12364532
KRTAP2-1,0.48480406,0.08837677
SPATA31A6,0.4846846,0.081902355
ALDH7A1,0.48467788,0.08958566
INTS4P1,0.4846207,0.09879857
CTNNA1,0.4846157,0.070630275
ITFG2-AS1,0.48459196,0.08119997
TRAPPC2,0.48458943,0.085010424
HAPLN2,0.48401,0.08408961
HEYL,0.4838634,0.09427496
SNRNP40,0.48385927,0.096324705
CNIH3,0.48384,0.082073465
TMEM47,0.48376215,0.099080354
GP9,0.48373404,0.08104195
MORF4L2-AS1,0.48372942,0.07896506
SLX4IP,0.48370934,0.08031178
BDKRB1,0.48370555,0.07905831
CLCN1,0.48366782,0.06477766
SLC2A2,0.48365003,0.076675534
FAM3A,0.4834956,0.10058657
ASB7,0.4834566,0.10945725
MCMBP,0.4834522,0.07595492
NMU,0.48344797,0.098324254
KLF14,0.483392,0.1273636
TREML3P,0.4833688,0.08297155
ORMDL3,0.483183,0.10232243
FNTA,0.48305812,0.11744883
SERPINB1,0.48298585,0.12997842
LINC01094,0.48293236,0.067002825
MED23,0.482898,0.10146738
KRTAP10-2,0.48288518,0.10470376
SEPTIN12,0.482866,0.13344824
TRIM7,0.48284388,0.08927362
MIIP,0.48260495,0.084868066
AGMAT,0.48245165,0.07684712
LSM1,0.48231676,0.09602227
CYGB,0.482314,0.08078617
RPS2,0.4822158,0.094404675
KRTAP24-1,0.4822077,0.10792499
UQCRB,0.48219943,0.08795675
PLA2G2D,0.48217818,0.106001504
SH3RF1,0.4821406,0.08114426
ARSD,0.48204544,0.08280447
BLCAP,0.4820085,0.09160233
FAM174B,0.4819521,0.100823775
TIMM44,0.4819404,0.08157014
AOPEP,0.4818623,0.10372291
C1GALT1C1,0.48178875,0.094825774
LINC02072,0.48175952,0.1279763
SEMA5B,0.48169482,0.09398887
WAKMAR2,0.4815817,0.096858814
HYOU1,0.4814369,0.117275864
RASAL3,0.4813602,0.10081875
ATP6V1B2,0.48121527,0.096750356
ZNF480,0.48117563,0.09611767
C4B,0.48116335,0.061664887
ZNF397,0.48115277,0.100552425
CSRNP2,0.48095152,0.095473245
SCAND1,0.48091748,0.08535835
RAG2,0.48083922,0.08401672
FAM197Y2,0.480784,0.084012926
HBS1L,0.48077816,0.09301758
LINC00469,0.4807483,0.08546102
DDIAS,0.48068884,0.10240965
ZNF271P,0.48057634,0.07804036
ZNF136,0.48052534,0.066995606
FBXO34,0.4803689,0.07398078
BAP1,0.4803585,0.078161836
HECTD2,0.48025292,0.06960562
PLGLB1,0.48014948,0.06419583
LOC100131107,0.48009664,0.10565288
RAB17,0.480089,0.08762895
TM4SF19-TCTEX1D2,0.47990412,0.08917761
DEPDC7,0.47978464,0.08957271
GABARAPL2,0.4797273,0.06811101
LCLAT1,0.47964883,0.07565367
LEMD1,0.47959298,0.09834408
SYDE2,0.4795858,0.087550975
BCAN,0.47948492,0.09546703
OR4C12,0.4792971,0.098377965
CCR6,0.47926006,0.09501332
GIMAP6,0.47905305,0.09317492
CACNA2D3,0.47902456,0.08051505
RPL12P38,0.47893944,0.075089015
GRAMD1C,0.4789312,0.113853104
TUSC3,0.4788553,0.0726089
FKTN,0.47879025,0.0893283
A1CF,0.47870567,0.09513929
CLPX,0.47867206,0.09455233
H3-3B,0.47860652,0.108562045
DKFZp434O171,0.47856617,0.08266013
CYHR1,0.4785574,0.083211
OR2F1,0.47853008,0.09188295
MED19,0.47852778,0.1250148
ZNF473CR,0.4784919,0.0808555
SNHG5,0.4784697,0.10537216
TNR,0.4783196,0.08375157
CDRT15,0.47827515,0.08670523
MRPL17,0.47826928,0.07776325
MPHOSPH8,0.47826663,0.0883947
SLC9B1,0.47820687,0.080157235
TSR2,0.47803685,0.09830135
TCN1,0.4778907,0.07150325
HCN3,0.47785953,0.09022594
C17orf49,0.47769755,0.0907018
MRPL16,0.4775864,0.081970155
TUBB6,0.4775719,0.08150395
DDX12B,0.47749376,0.07008864
HOXB13,0.47744662,0.098562665
ZNF98,0.47740546,0.06525214
PTPN23,0.47737014,0.08523828
NPPB,0.47713545,0.085664086
CSNK1E,0.4770165,0.08159029
NOP53,0.4769934,0.07502528
PGS1,0.47694844,0.10985901
PTF1A,0.47683725,0.07610641
EVI2A,0.47680122,0.09187552
FKBP9P1,0.47679198,0.12827927
XGY2,0.4767467,0.10648187
PHF20,0.47667444,0.09506688
NPTN,0.47665688,0.08357943
SMYD3,0.47663212,0.08568598
CD2AP,0.47662187,0.08845052
ITPKA,0.4765753,0.08883412
FLJ20021,0.47649613,0.10444273
MARCHF11,0.47645032,0.10214018
LHFPL3-AS1,0.4763962,0.081266634
IRF3,0.47631735,0.1236095
CYS1,0.4762635,0.07173513
TRAP1,0.4761526,0.08468838
LOC646471,0.47614363,0.08000587
SUDS3,0.47611773,0.089467235
ABHD17C,0.4760273,0.1030841
LINC00652,0.4759776,0.08594127
POLN,0.47594544,0.10007854
PPM1H,0.4758217,0.10183681
CLIP2,0.47580406,0.089557506
ACTN1,0.4757195,0.09136455
YPEL2,0.47565874,0.07175328
NRP1,0.4755076,0.09145027
SLC38A2,0.4754562,0.09033442
EVC,0.4754412,0.07271508
CRYBA1,0.47544008,0.079885855
PPP4R1,0.47534743,0.12746811
RAB35,0.4752236,0.10276463
RGS12,0.4752045,0.070542574
GIPC1,0.4750999,0.092443354
AGR2,0.47508916,0.093774125
GRHL3,0.47496593,0.10092265
UGT2B7,0.47495714,0.08659598
KRT15,0.47491536,0.11461264
NKIRAS2,0.47468555,0.06916352
LCMT1,0.47461894,0.07986067
MGAM,0.474537,0.103775606
SLC30A10,0.47445396,0.072645396
APBB1IP,0.4744342,0.080178104
LINC01951,0.47432187,0.0929256
CUL5,0.47431335,0.07310982
GOLGA8T,0.4742672,0.080633305
PLEKHN1,0.4742087,0.080249585
LINC02381,0.47420722,0.06565653
CDK11B,0.47414166,0.08499932
LOC256483,0.47409925,0.09660552
ATP6V1F,0.47408465,0.10032032
GPRC5D,0.47401914,0.069346085
NFIC,0.4739345,0.106035516
STARD3NL,0.47389245,0.10184296
FAM180A,0.4736946,0.14689912
KCTD5,0.47364232,0.088924706
MAFG,0.47363347,0.07944317
HAAO,0.4736263,0.10829657
JPH4,0.47352862,0.07934841
FPR1,0.47347784,0.1006906
CATSPERE,0.47345752,0.072088495
SFTPD,0.47333512,0.09387789
FRS2,0.47329757,0.090140425
MAP3K19,0.4732841,0.10572087
USB1,0.47319794,0.089587875
TMEM72,0.47319692,0.08958914
RBM48,0.47310117,0.07578722
SLC7A7,0.47304055,0.08628014
SLC9A8,0.4729237,0.088250145
MECP2,0.47287956,0.07644456
GRIK1,0.4728555,0.0851115
PPP1R1A,0.47271478,0.08824468
EAF2,0.47268084,0.079728454
LOC100131756,0.47256997,0.1105307
NEK8,0.47255877,0.09412311
MSANTD3,0.47255015,0.09398081
CSTB,0.47252366,0.08696181
POLR1D,0.4723952,0.062780716
PIP4P2,0.47229892,0.080858685
CTDNEP1,0.4722772,0.093401596
UGT2B10,0.4721397,0.0820199
PLCH1,0.47201803,0.08191521
LCN9,0.4720156,0.08468681
C19orf44,0.471942,0.14880484
DMTF1,0.47187424,0.12249313
DEFB104B,0.4718366,0.122127324
ZPBP2,0.4718272,0.09515343
ZNF700,0.47177115,0.08129918
MXRA7,0.47175565,0.0861327
UTP14A,0.47150615,0.10646335
SERINC1,0.47149253,0.1049673
PNPLA2,0.47146562,0.07638486
HHLA2,0.47142532,0.095500894
C11orf42,0.47141165,0.08961853
PEX2,0.47137937,0.13183664
HDHD3,0.471375,0.104125544
PDIA4,0.4713366,0.09097976
FIP1L1,0.4712927,0.0728927
JAG2,0.47124633,0.08261544
EIF1,0.47116014,0.06961582
ANO3,0.4710511,0.08070232
KRT83,0.47103524,0.12083678
LOC100288069,0.47092062,0.11843443
ADGRF4,0.47088486,0.08607521
IAPP,0.4707664,0.09945926
USP24,0.4706689,0.11576534
REEP1,0.47065398,0.09056898
LINC00639,0.4706196,0.09098591
NQO2,0.4705842,0.110993005
SLTM,0.47055885,0.09141651
MIP,0.47053143,0.09338195
SLC38A7,0.4704895,0.1237603
CTTN,0.47042847,0.0911001
APEX1,0.47036153,0.071971215
GOLGA6C,0.47035998,0.10338828
AHR,0.47032717,0.074378595
COQ9,0.47026068,0.08000638
HMGCL,0.47019613,0.10969446
CDCA2,0.47006282,0.10552236
CHD3,0.47004253,0.07539396
CCDC105,0.4700396,0.075880416
ENTR1,0.4699722,0.105246864
EIF2A,0.4699188,0.075841844
PAQR3,0.46982566,0.09828609
CDC73,0.46960366,0.10603573
DHX8,0.46957222,0.096051805
SCAF4,0.46953785,0.104326345
TPI1,0.4692463,0.119731136
CT55,0.46910182,0.09175059
KIDINS220,0.4689413,0.105729274
RBM10,0.4688731,0.09809801
TMEM35B,0.46884894,0.0768717
PTGS1,0.4687807,0.09401763
CLN6,0.46857637,0.07653584
CERT1,0.46851972,0.11317357
ALDH3A2,0.46840352,0.13399479
MSC,0.46795246,0.11115724
FSCN2,0.46792498,0.070721656
SCAMP3,0.4678671,0.08106164
LOC653160,0.46782932,0.10860189
ERCC5,0.46766356,0.100152045
SPR,0.46765321,0.09820366
RBBP8,0.46744066,0.0946485
NAT16,0.46730873,0.087953985
ISOC1,0.46729523,0.08602315
FAM227B,0.46725002,0.08085792
FAM69B,0.46706158,0.07820497
GUSBP15,0.4670529,0.12042963
PDXDC2P-NPIPB14P,0.46690926,0.0927094
APOBEC3C,0.46688217,0.08764803
CYBC1,0.46674544,0.11397285
ELFN1,0.46666032,0.10537713
FOSL1,0.46661425,0.108129315
