epoch,train_loss,train_cindex,lr,val_loss,val_cindex,epoch_time_sec,elapsed_time_min
1,6.531276702880859,0.6174553428690359,0.0003,4.954355716705322,0.5535790756662384,0.0277554988861084,0.0004626194636027018
2,6.519305229187012,0.6437458902167552,0.0003,4.951245307922363,0.5662614882893566,0.027801036834716797,0.0009273767471313476
3,6.510406494140625,0.6557208182766963,0.0003,4.948245048522949,0.5722568106202852,0.027472257614135742,0.0013852914174397786
4,6.499853134155273,0.6642239221056568,0.0003,4.945171356201172,0.5766380077082716,0.027385234832763672,0.0018417477607727052
5,6.495420455932617,0.673885306129836,0.0003,4.941136837005615,0.580920380801792,0.027111530303955078,0.0022936463356018066
6,6.484429836273193,0.6840624868034483,0.0003,4.936561107635498,0.5840498072932108,0.033597707748413086,0.00285412867863973
7,6.473973751068115,0.692913979597377,0.0003,4.931815147399902,0.5899792469611622,0.03485226631164551,0.003435059388478597
8,6.469489574432373,0.7003085730832574,0.0003,4.928182125091553,0.5955133906512501,0.029060840606689453,0.003919450441996256
9,6.454556465148926,0.7066911795756592,0.0003,4.924989223480225,0.6003887077115657,0.029423952102661133,0.004409893353780111
10,6.444121837615967,0.7122035677443096,0.0003,4.921875476837158,0.6050004941199724,0.027518749237060547,0.0048685828844706215
11,6.436423301696777,0.7177250049769852,0.0003,4.918803691864014,0.6080310966169252,0.02778768539428711,0.005333077907562256
12,6.429947853088379,0.7228090707817788,0.0003,4.9159464836120605,0.611424053760253,0.027193546295166016,0.005786339441935222
13,6.415183067321777,0.7279821190494863,0.0003,4.912949562072754,0.6136970056329677,0.027325868606567383,0.006241810321807861
14,6.401682376861572,0.7334160819965855,0.0003,4.910313129425049,0.6145864215831603,0.027012109756469727,0.006692051887512207
15,6.398457050323486,0.7386358837617563,0.0003,4.907469749450684,0.6166617254669434,0.027356386184692383,0.00714802344640096
16,6.3896803855896,0.7439461761671784,0.0003,4.904816150665283,0.6180782027209539,0.027275562286376953,0.007603120803833008
17,6.368374347686768,0.7491478798042989,0.0003,4.90260124206543,0.6181440853839312,0.027514934539794922,0.008061734835306804
18,6.360185146331787,0.7543269607813565,0.0003,4.90098237991333,0.6186382053562605,0.028033971786499023,0.008529003461201985
19,6.346868515014648,0.7593959448127748,0.0003,4.899958610534668,0.6184076160358402,0.02722620964050293,0.00898281733194987
20,6.336926460266113,0.764823875050524,0.0003,4.899162292480469,0.6198570346213393,0.028330326080322266,0.009455021222432454
21,6.32388973236084,0.77052780174104,0.0003,4.898069381713867,0.6204170372566459,0.02799391746520996,0.009923013051350911
22,6.305501461029053,0.7764217587760839,0.0003,4.896831512451172,0.6207793919030207,0.027113676071166992,0.010374947388966878
23,6.29311466217041,0.7828375451699112,0.0003,4.89500617980957,0.6216358665217248,0.026892423629760742,0.010823194185892742
24,6.2781081199646,0.7894554273269668,0.0003,4.89298677444458,0.6227888131238265,0.027064085006713867,0.011274302005767822
25,6.2485246658325195,0.7959119345089073,0.0003,4.890982151031494,0.6238429357314622,0.027132511138916016,0.01172654628753662
26,6.248331069946289,0.8022794592279339,0.0003,4.888693332672119,0.625852356952268,0.027783870697021484,0.012190035978953044
27,6.220336437225342,0.8084871171491829,0.0003,4.8868608474731445,0.62819119148796,0.027010440826416016,0.012640249729156495
28,6.206855773925781,0.8144579912284406,0.0003,4.8862409591674805,0.6288829594492209,0.028816699981689453,0.013120563824971516
29,6.193559169769287,0.8203383746674469,0.0003,4.886009216308594,0.6295747274104819,0.026385784149169922,0.0135603666305542
30,6.183775901794434,0.826301707860017,0.0003,4.886092662811279,0.6296076687419706,0.025717496871948242,0.013989027341206868
31,6.181748390197754,0.8322590083432371,0.0003,4.8866400718688965,0.6291135487696413,0.02590632438659668,0.014422154426574707
32,6.153285503387451,0.8380986709941302,0.0003,4.887575149536133,0.6289159007807096,0.02600550651550293,0.014855607350667318
33,6.127213954925537,0.8434994540398039,0.0003,4.889582633972168,0.6282241328194486,0.026201963424682617,0.01529233455657959
34,6.102399826049805,0.8483120479238431,0.0003,4.892890930175781,0.627927660836051,0.02589893341064453,0.01572401523590088
35,6.090837478637695,0.852602812449099,0.0003,4.896297454833984,0.6275323648581875,0.026329994201660156,0.01616287628809611
36,6.052578926086426,0.8567141038711896,0.0003,4.900247097015381,0.627400599532233,0.026712656021118164,0.01660852034886678
37,6.026705741882324,0.8612959466225877,0.0003,4.903109550476074,0.6269064795599039,0.025533437728881836,0.017034105459849038
38,6.011382579803467,0.8659577227728745,0.0003,4.903756618499756,0.627927660836051,0.027692317962646484,0.017495667934417723
39,5.993673324584961,0.8704143868052581,0.0003,4.905951499938965,0.6274664821952103,0.027822256088256836,0.017959403991699218
40,5.960024356842041,0.8751183919209956,0.0003,4.905315399169922,0.6289159007807096,0.02583909034729004,0.018390087286631267
41,5.949581623077393,0.878745558417741,0.0003,4.907151222229004,0.6287841354547551,0.025644540786743164,0.01881879965464274
42,5.904314994812012,0.8819926642254303,0.0003,4.911391735076904,0.6271700102118127,0.025594711303710938,0.019245417912801106
43,5.876018047332764,0.88542225949096,0.0003,4.917670726776123,0.6257535329578021,0.02536177635192871,0.01966814200083415
44,5.859924793243408,0.8891127694358814,0.0003,4.925541877746582,0.6242052903778371,0.034143924713134766,0.020237239201863606
