Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Protein Homooligomerization (GO:0051260)	1/129	1.549405e-01	1.968584e-01	0	0	6.201875e+00	1.156472e+01	RNF135
GO_Biological_Process_2023	Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731)	1/130	1.560463e-01	1.968584e-01	0	0	6.153488e+00	1.143074e+01	IL12A
GO_Biological_Process_2023	Protein Localization To Organelle (GO:0033365)	1/137	1.637474e-01	2.034437e-01	0	0	5.834706e+00	1.055750e+01	CROCC
GO_Biological_Process_2023	Potassium Ion Transmembrane Transport (GO:0071805)	1/137	1.637474e-01	2.034437e-01	0	0	5.834706e+00	1.055750e+01	KCNA10
GO_Biological_Process_2023	Regulation Of Cell Adhesion (GO:0030155)	1/144	1.713809e-01	2.113268e-01	0	0	5.547133e+00	9.784405e+00	IL12A
GO_Biological_Process_2023	Regulation Of Cold-Induced Thermogenesis (GO:0120161)	1/146	1.735495e-01	2.124039e-01	0	0	5.470069e+00	9.579690e+00	DBH
GO_Biological_Process_2023	Response To Lipopolysaccharide (GO:0032496)	1/159	1.875134e-01	2.277940e-01	0	0	5.016709e+00	8.397494e+00	IL12A
GO_Biological_Process_2023	Metal Ion Transport (GO:0030001)	1/171	2.002015e-01	2.414195e-01	0	0	4.659765e+00	7.494909e+00	KCNA10
GO_Biological_Process_2023	Extracellular Matrix Organization (GO:0030198)	1/176	2.054318e-01	2.459184e-01	0	0	4.525486e+00	7.162219e+00	HAS3
GO_Biological_Process_2023	Negative Regulation Of Cytokine Production (GO:0001818)	1/178	2.075147e-01	2.466117e-01	0	0	4.473898e+00	7.035442e+00	IL12A
GO_Biological_Process_2023	RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)	1/180	2.095924e-01	2.472889e-01	0	0	4.423464e+00	6.912063e+00	PPIL3
GO_Biological_Process_2023	Defense Response To Virus (GO:0051607)	1/189	2.188772e-01	2.563990e-01	0	0	4.209787e+00	6.395696e+00	RNF135
GO_Biological_Process_2023	Defense Response To Bacterium (GO:0042742)	1/204	2.341192e-01	2.723089e-01	0	0	3.895764e+00	5.656355e+00	IL12A
GO_Biological_Process_2023	mRNA Splicing, Via Spliceosome (GO:0000398)	1/211	2.411339e-01	2.784927e-01	0	0	3.764571e+00	5.354737e+00	PPIL3
GO_Biological_Process_2023	mRNA Processing (GO:0006397)	1/214	2.441213e-01	2.799713e-01	0	0	3.710986e+00	5.232824e+00	PPIL3
GO_Biological_Process_2023	Protein Polyubiquitination (GO:0000209)	1/226	2.559580e-01	2.915078e-01	0	0	3.510933e+00	4.784496e+00	RNF135
GO_Biological_Process_2023	Inflammatory Response (GO:0006954)	1/236	2.656856e-01	3.004996e-01	0	0	3.359830e+00	4.453258e+00	CARD18
GO_Biological_Process_2023	Cytokine-Mediated Signaling Pathway (GO:0019221)	1/257	2.857171e-01	3.209425e-01	0	0	3.080938e+00	3.859654e+00	IL12A
GO_Biological_Process_2023	Negative Regulation Of Signal Transduction (GO:0009968)	1/267	2.950702e-01	3.291940e-01	0	0	2.963609e+00	3.617209e+00	IL12A
GO_Biological_Process_2023	Monoatomic Cation Transmembrane Transport (GO:0098655)	1/281	3.079669e-01	3.412607e-01	0	0	2.813429e+00	3.313552e+00	KCNA10
GO_Biological_Process_2023	Inorganic Cation Transmembrane Transport (GO:0098662)	1/284	3.107009e-01	3.419795e-01	0	0	2.783180e+00	3.253328e+00	KCNA10
GO_Biological_Process_2023	Positive Regulation Of Cytokine Production (GO:0001819)	1/320	3.427084e-01	3.746945e-01	0	0	2.464577e+00	2.639254e+00	IL12A
GO_Biological_Process_2023	Protein-Containing Complex Assembly (GO:0065003)	1/328	3.496246e-01	3.797247e-01	0	0	2.403303e+00	2.525620e+00	APBA1
GO_Biological_Process_2023	Protein Localization (GO:0008104)	1/351	3.691210e-01	3.982621e-01	0	0	2.242743e+00	2.235187e+00	CROCC
GO_Biological_Process_2023	Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	1/367	3.823509e-01	4.098402e-01	0	0	2.142951e+00	2.060268e+00	C17ORF97
GO_Biological_Process_2023	Positive Regulation Of Multicellular Organismal Process (GO:0051240)	1/387	3.985135e-01	4.243910e-01	0	0	2.029845e+00	1.867485e+00	DBH
GO_Biological_Process_2023	Nervous System Development (GO:0007399)	1/433	4.341587e-01	4.593679e-01	0	0	1.809444e+00	1.509701e+00	APBA1
GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription (GO:0045893)	2/1243	4.866516e-01	5.116081e-01	0	0	1.257924e+00	9.059653e-01	HAS3;ADIRF
GO_Biological_Process_2023	Negative Regulation Of Cellular Process (GO:0048523)	1/537	5.074161e-01	5.300398e-01	0	0	1.450597e+00	9.841196e-01	FABP6
GO_Biological_Process_2023	Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508)	1/557	5.204172e-01	5.401799e-01	0	0	1.396978e+00	9.124007e-01	HAS3
GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	1/594	5.436046e-01	5.606990e-01	0	0	1.307319e+00	7.968542e-01	IL12A
GO_Biological_Process_2023	Protein Modification Process (GO:0036211)	1/711	6.100462e-01	6.252973e-01	0	0	1.085296e+00	5.363755e-01	C17ORF97
GO_Biological_Process_2023	Regulation Of Cell Population Proliferation (GO:0042127)	1/766	6.379657e-01	6.498533e-01	0	0	1.004392e+00	4.514449e-01	FABP6
GO_Biological_Process_2023	Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	1/938	7.134146e-01	7.222222e-01	0	0	8.126788e-01	2.744355e-01	ADIRF
GO_Biological_Process_2023	Regulation Of DNA-templated Transcription (GO:0006355)	2/1922	7.280430e-01	7.325095e-01	0	0	7.835937e-01	2.487089e-01	HAS3;ZSCAN1
GO_Biological_Process_2023	Regulation Of Transcription By RNA Polymerase II (GO:0006357)	2/2028	7.561033e-01	7.561033e-01	0	0	7.382363e-01	2.063941e-01	ADIRF;ZSCAN1
Reactome_2022	NR1H2 And NR1H3 Regulate Gene Expression To Control Bile Acid Homeostasis R-HSA-9623433	1/9	1.164155e-02	1.850133e-01	0	0	9.983000e+01	4.445604e+02	FABP6
Reactome_2022	Interleukin-35 Signaling R-HSA-8984722	1/12	1.549304e-02	1.850133e-01	0	0	7.259273e+01	3.025203e+02	IL12A
Reactome_2022	NF-kB Activation Thru FADD/RIP-1 Pathway Mediated By Caspase-8 And -10 R-HSA-933543	1/13	1.677366e-02	1.850133e-01	0	0	6.654000e+01	2.720119e+02	RNF135
Reactome_2022	TRAF3-dependent IRF Activation Pathway R-HSA-918233	1/15	1.933010e-02	1.850133e-01	0	0	5.702857e+01	2.250400e+02	RNF135
Reactome_2022	Hyaluronan Metabolism R-HSA-2142845	1/16	2.060592e-02	1.850133e-01	0	0	5.322400e+01	2.066250e+02	HAS3
Reactome_2022	Recycling Of Bile Acids And Salts R-HSA-159418	1/18	2.315278e-02	1.850133e-01	0	0	4.695765e+01	1.768256e+02	FABP6
Reactome_2022	Metabolism Of Amine-Derived Hormones R-HSA-209776	1/18	2.315278e-02	1.850133e-01	0	0	4.695765e+01	1.768256e+02	DBH
Reactome_2022	Dopamine Neurotransmitter Release Cycle R-HSA-212676	1/23	2.949210e-02	1.850133e-01	0	0	3.627636e+01	1.278246e+02	APBA1
Reactome_2022	Triglyceride Catabolism R-HSA-163560	1/23	2.949210e-02	1.850133e-01	0	0	3.627636e+01	1.278246e+02	FABP6
Reactome_2022	Assembly And Cell Surface Presentation Of NMDA Receptors R-HSA-9609736	1/25	3.201674e-02	1.850133e-01	0	0	3.325000e+01	1.144298e+02	APBA1
Reactome_2022	TRAF6 Mediated NF-kB Activation R-HSA-933542	1/25	3.201674e-02	1.850133e-01	0	0	3.325000e+01	1.144298e+02	RNF135
Reactome_2022	Glucuronidation R-HSA-156588	1/25	3.201674e-02	1.850133e-01	0	0	3.325000e+01	1.144298e+02	UGT2B17
Reactome_2022	TRAF6 Mediated IRF7 Activation R-HSA-933541	1/28	3.579186e-02	1.850133e-01	0	0	2.955111e+01	9.840623e+01	RNF135
Reactome_2022	Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440	1/35	4.454550e-02	1.850133e-01	0	0	2.345882e+01	7.298613e+01	RNF135
Reactome_2022	Triglyceride Metabolism R-HSA-8979227	1/37	4.703247e-02	1.850133e-01	0	0	2.215333e+01	6.772090e+01	FABP6
Reactome_2022	Ovarian Tumor Domain Proteases R-HSA-5689896	1/39	4.951322e-02	1.850133e-01	0	0	2.098526e+01	6.307154e+01	RNF135
Reactome_2022	Voltage Gated Potassium Channels R-HSA-1296072	1/43	5.445610e-02	1.850133e-01	0	0	1.898286e+01	5.524696e+01	KCNA10
Reactome_2022	Aspirin ADME R-HSA-9749641	1/44	5.568795e-02	1.850133e-01	0	0	1.854047e+01	5.354471e+01	UGT2B17
Reactome_2022	Interleukin-12 Signaling R-HSA-9020591	1/44	5.568795e-02	1.850133e-01	0	0	1.854047e+01	5.354471e+01	IL12A
Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068	1/45	5.691826e-02	1.850133e-01	0	0	1.811818e+01	5.192923e+01	FABP6
Reactome_2022	Interleukin-10 Signaling R-HSA-6783783	1/45	5.691826e-02	1.850133e-01	0	0	1.811818e+01	5.192923e+01	IL12A
Reactome_2022	NR1H2 And NR1H3-mediated Signaling R-HSA-9024446	1/46	5.814703e-02	1.850133e-01	0	0	1.771467e+01	5.039434e+01	FABP6
Reactome_2022	Neurotransmitter Release Cycle R-HSA-112310	1/50	6.304672e-02	1.918813e-01	0	0	1.626531e+01	4.495534e+01	APBA1
Reactome_2022	Interleukin-12 Family Signaling R-HSA-447115	1/54	6.792191e-02	1.981056e-01	0	0	1.503472e+01	4.043432e+01	IL12A
Reactome_2022	Neurexins And Neuroligins R-HSA-6794361	1/57	7.156228e-02	2.003744e-01	0	0	1.422714e+01	3.751964e+01	APBA1
Reactome_2022	Neuronal System R-HSA-112316	2/386	8.914797e-02	2.383480e-01	0	0	4.251302e+00	1.027734e+01	KCNA10;APBA1
Reactome_2022	Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755	1/74	9.193423e-02	2.383480e-01	0	0	1.090466e+01	2.602595e+01	APBA1
Reactome_2022	DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	1/81	1.001971e-01	2.503495e-01	0	0	9.947000e+00	2.288422e+01	RNF135
Reactome_2022	Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	1/84	1.037162e-01	2.503495e-01	0	0	9.586024e+00	2.172286e+01	ADIRF
Reactome_2022	Protein-protein Interactions At Synapses R-HSA-6794362	1/88	1.083877e-01	2.529047e-01	0	0	9.143448e+00	2.031711e+01	APBA1
Reactome_2022	Drug ADME R-HSA-9748784	1/95	1.165066e-01	2.630795e-01	0	0	8.459574e+00	1.818645e+01	UGT2B17
Reactome_2022	Potassium Channels R-HSA-1296071	1/102	1.245544e-01	2.681815e-01	0	0	7.870495e+00	1.639434e+01	KCNA10
Reactome_2022	Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	1/107	1.302596e-01	2.681815e-01	0	0	7.497358e+00	1.528131e+01	IL12A
Reactome_2022	Phase II - Conjugation Of Compounds R-HSA-156580	1/107	1.302596e-01	2.681815e-01	0	0	7.497358e+00	1.528131e+01	UGT2B17
Reactome_2022	Glycosaminoglycan Metabolism R-HSA-1630316	1/120	1.449263e-01	2.839756e-01	0	0	6.673950e+00	1.289093e+01	HAS3
Reactome_2022	SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671	1/121	1.460446e-01	2.839756e-01	0	0	6.618000e+00	1.273199e+01	RNF135
Reactome_2022	Metabolism Of Steroids R-HSA-8957322	1/153	1.810969e-01	3.426158e-01	0	0	5.216316e+00	8.913238e+00	FABP6
Reactome_2022	mRNA Splicing - Major Pathway R-HSA-72163	1/181	2.106293e-01	3.799112e-01	0	0	4.398667e+00	6.851608e+00	PPIL3
Reactome_2022	Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314	1/182	2.116648e-01	3.799112e-01	0	0	4.374144e+00	6.791957e+00	APBA1
Reactome_2022	mRNA Splicing R-HSA-72172	1/189	2.188772e-01	3.830351e-01	0	0	4.209787e+00	6.395696e+00	PPIL3
Reactome_2022	SARS-CoV-2-host Interactions R-HSA-9705683	1/196	2.260261e-01	3.858982e-01	0	0	4.057231e+00	6.033527e+00	RNF135
Reactome_2022	Biological Oxidations R-HSA-211859	1/218	2.480869e-01	4.134781e-01	0	0	3.641843e+00	5.076644e+00	UGT2B17
Reactome_2022	Neddylation R-HSA-8951664	1/237	2.666516e-01	4.189209e-01	0	0	3.345424e+00	4.422022e+00	ASB4
Reactome_2022	Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203	1/242	2.714634e-01	4.189209e-01	0	0	3.275187e+00	4.270608e+00	PPIL3
Reactome_2022	Metabolism R-HSA-1430728	4/2049	2.735138e-01	4.189209e-01	0	0	1.594043e+00	2.066522e+00	FABP6;HAS3;UGT2B17;DBH
Reactome_2022	Transmission Across Chemical Synapses R-HSA-112315	1/246	2.752909e-01	4.189209e-01	0	0	3.221061e+00	4.154934e+00	APBA1
Reactome_2022	Signaling By Nuclear Receptors R-HSA-9006931	1/260	2.885355e-01	4.297337e-01	0	0	3.044788e+00	3.784480e+00	FABP6
Reactome_2022	Deubiquitination R-HSA-5688426	1/279	3.061385e-01	4.362538e-01	0	0	2.833957e+00	3.354604e+00	RNF135
Reactome_2022	SARS-CoV-2 Infection R-HSA-9694516	1/283	3.097907e-01	4.362538e-01	0	0	2.793191e+00	3.273225e+00	RNF135
Reactome_2022	Metabolism Of Carbohydrates R-HSA-71387	1/285	3.116098e-01	4.362538e-01	0	0	2.773239e+00	3.233607e+00	HAS3
Reactome_2022	Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168	1/307	3.313186e-01	4.547510e-01	0	0	2.570980e+00	2.840097e+00	ASB4
Reactome_2022	Metabolism Of Amino Acids And Derivatives R-HSA-71291	1/364	3.798908e-01	5.071510e-01	0	0	2.160992e+00	2.091562e+00	DBH
Reactome_2022	SARS-CoV Infections R-HSA-9679506	1/369	3.839858e-01	5.071510e-01	0	0	2.131087e+00	2.039769e+00	RNF135
Reactome_2022	Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169	1/378	3.912913e-01	5.072295e-01	0	0	2.079257e+00	1.950973e+00	ASB4
Reactome_2022	Signaling By Interleukins R-HSA-449147	1/453	4.490149e-01	5.714735e-01	0	0	1.727611e+00	1.383296e+00	IL12A
Reactome_2022	Immune System R-HSA-168256	3/1943	4.697161e-01	5.871451e-01	0	0	1.212506e+00	9.162017e-01	RNF135;IL12A;ASB4
Reactome_2022	Post-translational Protein Modification R-HSA-597592	2/1383	5.452035e-01	6.695481e-01	0	0	1.121953e+00	6.805722e-01	RNF135;ASB4
Reactome_2022	Metabolism Of RNA R-HSA-8953854	1/666	5.856740e-01	7.068480e-01	0	0	1.161444e+00	6.213630e-01	PPIL3
Reactome_2022	Cytokine Signaling In Immune System R-HSA-1280215	1/702	6.052848e-01	7.131438e-01	0	0	1.099743e+00	5.521329e-01	IL12A
Reactome_2022	Metabolism Of Lipids R-HSA-556833	1/732	6.209423e-01	7.131438e-01	0	0	1.052969e+00	5.017574e-01	FABP6
Reactome_2022	Adaptive Immune System R-HSA-1280218	1/733	6.214538e-01	7.131438e-01	0	0	1.051475e+00	5.001802e-01	ASB4
Reactome_2022	Metabolism Of Proteins R-HSA-392499	2/1890	7.190838e-01	8.025295e-01	0	0	7.982874e-01	2.632572e-01	RNF135;ASB4
Reactome_2022	Infectious Disease R-HSA-5663205	1/961	7.222766e-01	8.025295e-01	0	0	7.922500e-01	2.577563e-01	RNF135
Reactome_2022	Innate Immune System R-HSA-168249	1/1035	7.490366e-01	8.192588e-01	0	0	7.326886e-01	2.117231e-01	RNF135
Reactome_2022	Developmental Biology R-HSA-1266738	1/1073	7.617967e-01	8.203964e-01	0	0	7.052985e-01	1.918945e-01	ADIRF
Reactome_2022	Generic Transcription Pathway R-HSA-212436	1/1190	7.972858e-01	8.456061e-01	0	0	6.319596e-01	1.431655e-01	ZNF354C
Reactome_2022	RNA Polymerase II Transcription R-HSA-73857	1/1312	8.288564e-01	8.659694e-01	0	0	5.694279e-01	1.068864e-01	ZNF354C
Reactome_2022	Gene Expression (Transcription) R-HSA-74160	1/1449	8.586738e-01	8.839289e-01	0	0	5.117680e-01	7.797611e-02	ZNF354C
Reactome_2022	Disease R-HSA-1643685	1/1736	9.058005e-01	9.189281e-01	0	0	4.204957e-01	4.160223e-02	RNF135
Reactome_2022	Signal Transduction R-HSA-162582	1/2465	9.673562e-01	9.673562e-01	0	0	2.842532e-01	9.433937e-03	FABP6
MSigDB_Hallmark_2020	Pperoxisome	2/104	8.023580e-03	4.011790e-02	0	0	1.623529e+01	7.834131e+01	FABP6;UGT2B17
MSigDB_Hallmark_2020	Apical Surface	1/44	5.568795e-02	1.392199e-01	0	0	1.854047e+01	5.354471e+01	CROCC
MSigDB_Hallmark_2020	Spermatogenesis	1/135	1.615540e-01	2.300829e-01	0	0	5.922388e+00	1.079602e+01	GSG1
MSigDB_Hallmark_2020	KRAS Signaling Dn	1/200	2.300829e-01	2.300829e-01	0	0	3.974874e+00	5.840345e+00	UGT2B17
MSigDB_Hallmark_2020	Allograft Rejection	1/200	2.300829e-01	2.300829e-01	0	0	3.974874e+00	5.840345e+00	IL12A
