Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	mRNA Splicing, Via Spliceosome (GO:0000398)	1/211	1.825827e-01	2.137554e-01	0	0	5.230423e+00	8.894606e+00	PPIL3
GO_Biological_Process_2023	mRNA Processing (GO:0006397)	1/214	1.849351e-01	2.147633e-01	0	0	5.155973e+00	8.701996e+00	PPIL3
GO_Biological_Process_2023	Protein Polyubiquitination (GO:0000209)	1/226	1.942804e-01	2.238111e-01	0	0	4.878025e+00	7.992412e+00	RNF135
GO_Biological_Process_2023	Inflammatory Response (GO:0006954)	1/236	2.019906e-01	2.308464e-01	0	0	4.668085e+00	7.466761e+00	CARD18
GO_Biological_Process_2023	Cytokine-Mediated Signaling Pathway (GO:0019221)	1/257	2.179550e-01	2.471301e-01	0	0	4.280599e+00	6.521349e+00	IL12A
GO_Biological_Process_2023	Cellular Component Assembly (GO:0022607)	1/260	2.202108e-01	2.477372e-01	0	0	4.230373e+00	6.401274e+00	APBA1
GO_Biological_Process_2023	Negative Regulation Of Signal Transduction (GO:0009968)	1/267	2.254504e-01	2.516655e-01	0	0	4.117586e+00	6.133783e+00	IL12A
GO_Biological_Process_2023	Positive Regulation Of Cytokine Production (GO:0001819)	1/320	2.640527e-01	2.924891e-01	0	0	3.424242e+00	4.559744e+00	IL12A
GO_Biological_Process_2023	Protein-Containing Complex Assembly (GO:0065003)	1/328	2.697186e-01	2.964846e-01	0	0	3.339110e+00	4.375489e+00	APBA1
GO_Biological_Process_2023	Protein Localization (GO:0008104)	1/351	2.857790e-01	3.117589e-01	0	0	3.116032e+00	3.902943e+00	CROCC
GO_Biological_Process_2023	Protein Modification By Small Protein Conjugation (GO:0032446)	1/364	2.947080e-01	3.188992e-01	0	0	3.002449e+00	3.668303e+00	RNF135
GO_Biological_Process_2023	Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	1/367	2.967535e-01	3.188992e-01	0	0	2.977383e+00	3.617085e+00	C17ORF97
GO_Biological_Process_2023	Positive Regulation Of Multicellular Organismal Process (GO:0051240)	1/387	3.102469e-01	3.309301e-01	0	0	2.820236e+00	3.300767e+00	DBH
GO_Biological_Process_2023	Nervous System Development (GO:0007399)	1/433	3.403571e-01	3.603781e-01	0	0	2.514017e+00	2.709507e+00	APBA1
GO_Biological_Process_2023	Negative Regulation Of Cellular Process (GO:0048523)	1/537	4.039072e-01	4.245448e-01	0	0	2.015444e+00	1.827141e+00	FABP6
GO_Biological_Process_2023	Positive Regulation Of Cellular Process (GO:0048522)	1/594	4.362308e-01	4.551974e-01	0	0	1.816376e+00	1.506836e+00	IL12A
GO_Biological_Process_2023	Protein Modification Process (GO:0036211)	1/711	4.974512e-01	5.153451e-01	0	0	1.507903e+00	1.052905e+00	C17ORF97
GO_Biological_Process_2023	Regulation Of Cell Population Proliferation (GO:0042127)	1/766	5.240017e-01	5.389732e-01	0	0	1.395497e+00	9.018546e-01	FABP6
GO_Biological_Process_2023	Regulation Of Transcription By RNA Polymerase II (GO:0006357)	2/2028	5.877855e-01	6.002916e-01	0	0	1.042622e+00	5.540424e-01	ADIRF;ZSCAN1
GO_Biological_Process_2023	Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944)	1/938	5.987187e-01	6.071514e-01	0	0	1.129136e+00	5.792052e-01	ADIRF
GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription (GO:0045893)	1/1243	7.046824e-01	7.096102e-01	0	0	8.382090e-01	2.933799e-01	ADIRF
GO_Biological_Process_2023	Regulation Of DNA-templated Transcription (GO:0006355)	1/1922	8.534804e-01	8.534804e-01	0	0	5.222974e-01	8.274901e-02	ZSCAN1
Reactome_2022	NR1H2 And NR1H3 Regulate Gene Expression To Control Bile Acid Homeostasis R-HSA-9623433	1/9	8.519186e-03	1.324263e-01	0	0	1.387014e+02	6.609724e+02	FABP6
Reactome_2022	Interleukin-35 Signaling R-HSA-8984722	1/12	1.134362e-02	1.324263e-01	0	0	1.008586e+02	4.517557e+02	IL12A
Reactome_2022	NF-kB Activation Thru FADD/RIP-1 Pathway Mediated By Caspase-8 And -10 R-HSA-933543	1/13	1.228340e-02	1.324263e-01	0	0	9.244907e+01	4.067303e+02	RNF135
Reactome_2022	TRAF3-dependent IRF Activation Pathway R-HSA-918233	1/15	1.416042e-02	1.324263e-01	0	0	7.923413e+01	3.373238e+02	RNF135
Reactome_2022	Recycling Of Bile Acids And Salts R-HSA-159418	1/18	1.696963e-02	1.324263e-01	0	0	6.524183e+01	2.659472e+02	FABP6
Reactome_2022	Metabolism Of Amine-Derived Hormones R-HSA-209776	1/18	1.696963e-02	1.324263e-01	0	0	6.524183e+01	2.659472e+02	DBH
Reactome_2022	Dopamine Neurotransmitter Release Cycle R-HSA-212676	1/23	2.163480e-02	1.324263e-01	0	0	5.040152e+01	1.932118e+02	APBA1
Reactome_2022	Triglyceride Catabolism R-HSA-163560	1/23	2.163480e-02	1.324263e-01	0	0	5.040152e+01	1.932118e+02	FABP6
Reactome_2022	Assembly And Cell Surface Presentation Of NMDA Receptors R-HSA-9609736	1/25	2.349499e-02	1.324263e-01	0	0	4.619676e+01	1.732826e+02	APBA1
Reactome_2022	TRAF6 Mediated NF-kB Activation R-HSA-933542	1/25	2.349499e-02	1.324263e-01	0	0	4.619676e+01	1.732826e+02	RNF135
Reactome_2022	Glucuronidation R-HSA-156588	1/25	2.349499e-02	1.324263e-01	0	0	4.619676e+01	1.732826e+02	UGT2B17
Reactome_2022	TRAF6 Mediated IRF7 Activation R-HSA-933541	1/28	2.627899e-02	1.327598e-01	0	0	4.105761e+01	1.494081e+02	RNF135
Reactome_2022	Negative Regulators Of DDX58/IFIH1 Signaling R-HSA-936440	1/35	3.274578e-02	1.327598e-01	0	0	3.259314e+01	1.114353e+02	RNF135
Reactome_2022	Triglyceride Metabolism R-HSA-8979227	1/37	3.458595e-02	1.327598e-01	0	0	3.077932e+01	1.035511e+02	FABP6
Reactome_2022	Ovarian Tumor Domain Proteases R-HSA-5689896	1/39	3.642280e-02	1.327598e-01	0	0	2.915643e+01	9.658244e+01	RNF135
Reactome_2022	Aspirin ADME R-HSA-9749641	1/44	4.100046e-02	1.327598e-01	0	0	2.575969e+01	8.228088e+01	UGT2B17
Reactome_2022	Interleukin-12 Signaling R-HSA-9020591	1/44	4.100046e-02	1.327598e-01	0	0	2.575969e+01	8.228088e+01	IL12A
Reactome_2022	Bile Acid And Bile Salt Metabolism R-HSA-194068	1/45	4.191352e-02	1.327598e-01	0	0	2.517298e+01	7.985239e+01	FABP6
Reactome_2022	Interleukin-10 Signaling R-HSA-6783783	1/45	4.191352e-02	1.327598e-01	0	0	2.517298e+01	7.985239e+01	IL12A
Reactome_2022	NR1H2 And NR1H3-mediated Signaling R-HSA-9024446	1/46	4.282575e-02	1.327598e-01	0	0	2.461235e+01	7.754404e+01	FABP6
Reactome_2022	Neurotransmitter Release Cycle R-HSA-112310	1/50	4.646646e-02	1.371867e-01	0	0	2.259864e+01	6.935578e+01	APBA1
Reactome_2022	Interleukin-12 Family Signaling R-HSA-447115	1/54	5.009404e-02	1.411741e-01	0	0	2.088889e+01	6.253827e+01	IL12A
Reactome_2022	Neurexins And Neuroligins R-HSA-6794361	1/57	5.280615e-02	1.423470e-01	0	0	1.976687e+01	5.813687e+01	APBA1
Reactome_2022	Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755	1/74	6.803671e-02	1.757615e-01	0	0	1.515068e+01	4.072061e+01	APBA1
Reactome_2022	DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	1/81	7.424044e-02	1.833464e-01	0	0	1.382014e+01	3.593853e+01	RNF135
Reactome_2022	Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	1/84	7.688718e-02	1.833464e-01	0	0	1.331861e+01	3.416777e+01	ADIRF
Reactome_2022	Protein-protein Interactions At Synapses R-HSA-6794362	1/88	8.040503e-02	1.846338e-01	0	0	1.270370e+01	3.202195e+01	APBA1
Reactome_2022	Drug ADME R-HSA-9748784	1/95	8.653071e-02	1.916037e-01	0	0	1.175355e+01	2.876393e+01	UGT2B17
Reactome_2022	Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	1/107	9.694205e-02	2.003469e-01	0	0	1.041667e+01	2.430877e+01	IL12A
Reactome_2022	Phase II - Conjugation Of Compounds R-HSA-156580	1/107	9.694205e-02	2.003469e-01	0	0	1.041667e+01	2.430877e+01	UGT2B17
Reactome_2022	SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671	1/121	1.089465e-01	2.178930e-01	0	0	9.194907e+00	2.038417e+01	RNF135
Reactome_2022	Metabolism Of Steroids R-HSA-8957322	1/153	1.358201e-01	2.631515e-01	0	0	7.247442e+00	1.446897e+01	FABP6
Reactome_2022	mRNA Splicing - Major Pathway R-HSA-72163	1/181	1.587030e-01	2.908702e-01	0	0	6.111420e+00	1.124942e+01	PPIL3
Reactome_2022	Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314	1/182	1.595095e-01	2.908702e-01	0	0	6.077348e+00	1.115590e+01	APBA1
Reactome_2022	mRNA Splicing R-HSA-72172	1/189	1.651347e-01	2.925244e-01	0	0	5.848995e+00	1.053400e+01	PPIL3
Reactome_2022	SARS-CoV-2-host Interactions R-HSA-9705683	1/196	1.707243e-01	2.940251e-01	0	0	5.637037e+00	9.964621e+00	RNF135
Reactome_2022	Biological Oxidations R-HSA-211859	1/218	1.880615e-01	3.151302e-01	0	0	5.059908e+00	8.455035e+00	UGT2B17
Reactome_2022	Neddylation R-HSA-8951664	1/237	2.027578e-01	3.249278e-01	0	0	4.648070e+00	7.417126e+00	ASB4
Reactome_2022	Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203	1/242	2.065831e-01	3.249278e-01	0	0	4.550484e+00	7.176353e+00	PPIL3
Reactome_2022	Transmission Across Chemical Synapses R-HSA-112315	1/246	2.096308e-01	3.249278e-01	0	0	4.475283e+00	6.992215e+00	APBA1
Reactome_2022	Signaling By Nuclear Receptors R-HSA-9006931	1/260	2.202108e-01	3.330017e-01	0	0	4.230373e+00	6.401274e+00	FABP6
Reactome_2022	Deubiquitination R-HSA-5688426	1/279	2.343549e-01	3.421556e-01	0	0	3.937450e+00	5.712920e+00	RNF135
Reactome_2022	SARS-CoV-2 Infection R-HSA-9694516	1/283	2.373015e-01	3.421556e-01	0	0	3.880812e+00	5.582252e+00	RNF135
Reactome_2022	Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168	1/307	2.547565e-01	3.589751e-01	0	0	3.572077e+00	4.884626e+00	ASB4
Reactome_2022	Immune System R-HSA-168256	3/1943	2.792217e-01	3.838769e-01	0	0	1.743653e+00	2.224464e+00	RNF135;IL12A;ASB4
Reactome_2022	Metabolism Of Amino Acids And Derivatives R-HSA-71291	1/364	2.947080e-01	3.838769e-01	0	0	3.002449e+00	3.668303e+00	DBH
Reactome_2022	SARS-CoV Infections R-HSA-9679506	1/369	2.981140e-01	3.838769e-01	0	0	2.960900e+00	3.583516e+00	RNF135
Reactome_2022	Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169	1/378	3.042055e-01	3.838769e-01	0	0	2.888889e+00	3.437927e+00	ASB4
Reactome_2022	Metabolism R-HSA-1430728	3/2049	3.077639e-01	3.838769e-01	0	0	1.643603e+00	1.936859e+00	FABP6;UGT2B17;DBH
Reactome_2022	Neuronal System R-HSA-112316	1/386	3.095781e-01	3.838769e-01	0	0	2.827706e+00	3.315611e+00	APBA1
Reactome_2022	Signaling By Interleukins R-HSA-449147	1/453	3.530563e-01	4.292057e-01	0	0	2.400320e+00	2.499039e+00	IL12A
Reactome_2022	Post-translational Protein Modification R-HSA-597592	2/1383	3.820356e-01	4.555040e-01	0	0	1.584530e+00	1.524700e+00	RNF135;ASB4
Reactome_2022	Metabolism Of RNA R-HSA-8953854	1/666	4.746906e-01	5.552984e-01	0	0	1.613701e+00	1.202356e+00	PPIL3
Reactome_2022	Cytokine Signaling In Immune System R-HSA-1280215	1/702	4.929752e-01	5.626893e-01	0	0	1.527976e+00	1.080732e+00	IL12A
Reactome_2022	Metabolism Of Lipids R-HSA-556833	1/732	5.077501e-01	5.626893e-01	0	0	1.462988e+00	9.915636e-01	FABP6
Reactome_2022	Adaptive Immune System R-HSA-1280218	1/733	5.082355e-01	5.626893e-01	0	0	1.460914e+00	9.887616e-01	ASB4
Reactome_2022	Metabolism Of Proteins R-HSA-392499	2/1890	5.477099e-01	5.957547e-01	0	0	1.127430e+00	6.787236e-01	RNF135;ASB4
Reactome_2022	Infectious Disease R-HSA-5663205	1/961	6.078232e-01	6.497420e-01	0	0	1.100752e+00	5.480330e-01	RNF135
Reactome_2022	Innate Immune System R-HSA-168249	1/1035	6.358064e-01	6.681355e-01	0	0	1.017999e+00	4.610123e-01	RNF135
Reactome_2022	Developmental Biology R-HSA-1266738	1/1073	6.494303e-01	6.710780e-01	0	0	9.799440e-01	4.230023e-01	ADIRF
Reactome_2022	Disease R-HSA-1643685	1/1736	8.220075e-01	8.354830e-01	0	0	5.842459e-01	1.145156e-01	RNF135
Reactome_2022	Signal Transduction R-HSA-162582	1/2465	9.179413e-01	9.179413e-01	0	0	3.949540e-01	3.381670e-02	FABP6
MSigDB_Hallmark_2020	Pperoxisome	2/104	4.322680e-03	2.161340e-02	0	0	2.292849e+01	1.248199e+02	FABP6;UGT2B17
MSigDB_Hallmark_2020	Apical Surface	1/44	4.100046e-02	1.025011e-01	0	0	2.575969e+01	8.228088e+01	CROCC
MSigDB_Hallmark_2020	Spermatogenesis	1/135	1.207997e-01	1.739024e-01	0	0	8.228441e+00	1.739181e+01	GSG1
MSigDB_Hallmark_2020	KRAS Signaling Dn	1/200	1.739024e-01	1.739024e-01	0	0	5.522613e+00	9.660493e+00	UGT2B17
MSigDB_Hallmark_2020	Allograft Rejection	1/200	1.739024e-01	1.739024e-01	0	0	5.522613e+00	9.660493e+00	IL12A
